nfull,nabb,if
JOURNAL OF TIME SERIES ANALYSIS,J TIME SER ANAL,1
Dynamic Games and Applications,DYN GAMES APPL,0.98
MATHEMATICS OF CONTROL SIGNALS AND SYSTEMS,MATH CONTROL SIGNAL,0.927
Networks and Heterogeneous Media,NETW HETEROG MEDIA,0.925
INVERSE PROBLEMS IN SCIENCE AND ENGINEERING,INVERSE PROBL SCI EN,0.911
OPTIMIZATION AND ENGINEERING,OPTIM ENG,0.9
IMA Journal of Management Mathematics,IMA J MANAG MATH,0.878
CMES-COMPUTER MODELING IN ENGINEERING & SCIENCES,CMES-COMP MODEL ENG,0.841
Mathematical Modelling of Natural Phenomena,MATH MODEL NAT PHENO,0.82
FLUCTUATION AND NOISE LETTERS,FLUCT NOISE LETT,0.815
LIFETIME DATA ANALYSIS,LIFETIME DATA ANAL,0.81
QUANTITATIVE FINANCE,QUANT FINANC,0.794
Journal of Industrial and Management Optimization,J IND MANAG OPTIM,0.776
ENVIRONMENTAL AND ECOLOGICAL STATISTICS,ENVIRON ECOL STAT,0.769
Astin Bulletin,ASTIN BULL,0.732
Mathematics and Financial Economics,MATH FINANC ECON,0.727
Journal of Grey System,J GREY SYST-UK,0.725
Computational Economics,COMPUT ECON,0.691
ENGINEERING COMPUTATIONS,ENG COMPUTATION,0.691
JOURNAL OF MATHEMATICAL SOCIOLOGY,J MATH SOCIOL,0.68
JOURNAL OF ENGINEERING MATHEMATICS,J ENG MATH,0.665
DISCRETE DYNAMICS IN NATURE AND SOCIETY,DISCRETE DYN NAT SOC,0.646
MATHEMATICAL PROBLEMS IN ENGINEERING,MATH PROBL ENG,0.644
INTERNATIONAL JOURNAL OF GAME THEORY,INT J GAME THEORY,0.577
APPLIED STOCHASTIC MODELS IN BUSINESS AND INDUSTRY,APPL STOCH MODEL BUS,0.574
JOURNAL OF COMPUTATIONAL ACOUSTICS,J COMPUT ACOUST,0.542
Journal of Systems Science & Complexity,J SYST SCI COMPLEX,0.542
INTERNATIONAL JOURNAL OF NUMERICAL MODELLING-ELECTRONIC NETWORKS DEVICES AND FIELDS,INT J NUMER MODEL EL,0.515
CMC-Computers Materials & Continua,CMC-COMPUT MATER CON,0.475
HISTORIA MATHEMATICA,HIST MATH,0.464
ADVANCES IN COMPLEX SYSTEMS,ADV COMPLEX SYST,0.461
Mathematical Population Studies,MATH POPUL STUD,0.444
JOURNAL OF MATHEMATICAL ECONOMICS,J MATH ECON,0.434
Journal of Cellular Automata,J CELL AUTOM,0.418
International Journal of Wavelets Multiresolution and Information Processing,INT J WAVELETS MULTI,0.392
Computational and Mathematical Organization Theory,COMPUT MATH ORGAN TH,0.37
NATURAL RESOURCE MODELING,NAT RESOUR MODEL,0.37
MATHEMATICAL SOCIAL SCIENCES,MATH SOC SCI,0.344
ARCHIVE FOR HISTORY OF EXACT SCIENCES,ARCH HIST EXACT SCI,0.333
Journal of Mathematics and Music,J MATH MUSIC,0.32
Economic Computation and Economic Cybernetics Studies and Research,ECON COMPUT ECON CYB,0.317
Revista Internacional de Metodos Numericos para Calculo y Diseno en Ingenieria,REV INT METOD NUMER,0.207
Bollettino di Storia delle Scienze Matematiche,B STOR SCI MAT,0.182
