nfull,nabb,if
Health and Quality of Life Outcomes,HEALTH QUAL LIFE OUT,2.212
EVALUATION & THE HEALTH PROFESSIONS,EVAL HEALTH PROF,2.17
HEALTH ECONOMICS,HEALTH ECON,2.151
Current Opinion in Supportive and Palliative Care,CURR OPIN SUPPORT PA,2.07
HEALTH POLICY,HEALTH POLICY,2.035
JOURNAL OF PALLIATIVE MEDICINE,J PALLIAT MED,2.023
Therapeutics and Clinical Risk Management,THER CLIN RISK MANAG,1.903
EUROPEAN JOURNAL OF CANCER CARE,EUR J CANCER CARE,1.794
Telemedicine and e-Health,TELEMED E-HEALTH,1.791
AMERICAN JOURNAL OF MEDICAL QUALITY,AM J MED QUAL,1.733
HASTINGS CENTER REPORT,HASTINGS CENT REP,1.731
Simulation in Healthcare-Journal of the Society for Simulation in Healthcare,SIMUL HEALTHC,1.685
BMC Palliative Care,BMC PALLIAT CARE,1.676
JOURNAL OF PUBLIC HEALTH POLICY,J PUBLIC HEALTH POL,1.652
Journal of Interprofessional Care,J INTERPROF CARE,1.645
Expert Review of Pharmacoeconomics & Outcomes Research,EXPERT REV PHARM OUT,1.631
Population Health Management,POPUL HEALTH MANAG,1.629
JOURNAL OF BEHAVIORAL HEALTH SERVICES & RESEARCH,J BEHAV HEALTH SER R,1.617
BMC HEALTH SERVICES RESEARCH,BMC HEALTH SERV RES,1.606
Health Informatics Journal,HEALTH INFORM J,1.578
International Journal of Integrated Care,INT J INTEGR CARE,1.557
SCANDINAVIAN JOURNAL OF PRIMARY HEALTH CARE,SCAND J PRIM HEALTH,1.556
JOURNAL OF SCHOOL HEALTH,J SCHOOL HEALTH,1.547
AMERICAN JOURNAL OF MANAGED CARE,AM J MANAG CARE,1.515
Journal for Healthcare Quality,J HEALTHC QUAL,1.507
JOURNAL OF HEALTH POLITICS POLICY AND LAW,J HEALTH POLIT POLIC,1.436
JOURNAL OF TELEMEDICINE AND TELECARE,J TELEMED TELECARE,1.377
Journal of the American Academy of Nurse Practitioners,J AM ACAD NURSE PRAC,1.346
Journal of the American Academy of Nurse Practitioners,J AM ACAD NURSE PRAC,1.346
Disability and Health Journal,DISABIL HEALTH J,1.345
JOURNAL OF MANIPULATIVE AND PHYSIOLOGICAL THERAPEUTICS,J MANIP PHYSIOL THER,1.329
Families Systems & Health,FAM SYST HEALTH,1.299
American Journal of Hospice & Palliative Medicine,AM J HOSP PALLIAT ME,1.296
JOURNAL OF RURAL HEALTH,J RURAL HEALTH,1.279
Journal of the American Association of Nurse Practitioners,J AM ASSOC NURSE PRA,1.272
TEACHING AND LEARNING IN MEDICINE,TEACH LEARN MED,1.159
Australian Journal of Primary Health,AUST J PRIM HEALTH,1.152
JOURNAL OF CONTINUING EDUCATION IN THE HEALTH PROFESSIONS,J CONTIN EDUC HEALTH,1.112
Geospatial Health,GEOSPATIAL HEALTH,1.093
Journal of Comparative Effectiveness Research,J COMP EFFECT RES,1.075
JOURNAL OF EVALUATION IN CLINICAL PRACTICE,J EVAL CLIN PRACT,1.053
INTERNATIONAL JOURNAL OF TECHNOLOGY ASSESSMENT IN HEALTH CARE,INT J TECHNOL ASSESS,1.03
Journal of Healthcare Engineering,J HEALTHC ENG,0.925
Informatics for Health & Social Care,INFORM HEALTH SOC CA,0.87
Quality Management in Health Care,QUAL MANAG HEALTH CA,0.848
Australian Health Review,AUST HEALTH REV,0.82
INTERNATIONAL JOURNAL OF HEALTH SERVICES,INT J HEALTH SERV,0.782
JOURNAL OF PALLIATIVE CARE,J PALLIAT CARE,0.707
CAMBRIDGE QUARTERLY OF HEALTHCARE ETHICS,CAMB Q HEALTHC ETHIC,0.697
TECHNOLOGY AND HEALTH CARE,TECHNOL HEALTH CARE,0.678
EASTERN MEDITERRANEAN HEALTH JOURNAL,E MEDITERR HEALTH J,0.663
BULLETIN OF THE HISTORY OF MEDICINE,B HIST MED,0.632
MEDICAL HISTORY,MED HIST,0.479
JOURNAL OF THE HISTORY OF MEDICINE AND ALLIED SCIENCES,J HIST MED ALL SCI,0.4
INQUIRY-THE JOURNAL OF HEALTH CARE ORGANIZATION PROVISION AND FINANCING,INQUIRY-J HEALTH CAR,0.355
Journal of Managed Care & Specialty Pharmacy,J MANAG CARE SPEC PH,0.301
