nfull,nabb,if
JOURNAL OF APPLIED PHYSIOLOGY,J APPL PHYSIOL,3.004
KIDNEY & BLOOD PRESSURE RESEARCH,KIDNEY BLOOD PRESS R,2.908
JOURNAL OF BIOLOGICAL RHYTHMS,J BIOL RHYTHM,2.824
EXPERIMENTAL PHYSIOLOGY,EXP PHYSIOL,2.818
JOURNAL OF PHYSIOLOGY AND PHARMACOLOGY,J PHYSIOL PHARMACOL,2.804
JOURNAL OF NEUROPHYSIOLOGY,J NEUROPHYSIOL,2.653
PHYSIOLOGICAL GENOMICS,PHYSIOL GENOMICS,2.615
INTERNATIONAL JOURNAL OF PSYCHOPHYSIOLOGY,INT J PSYCHOPHYSIOL,2.596
JOURNAL OF PHYSIOLOGY-PARIS,J PHYSIOL-PARIS,2.524
CHEMICAL SENSES,CHEM SENSES,2.5
PESTICIDE BIOCHEMISTRY AND PHYSIOLOGY,PESTIC BIOCHEM PHYS,2.388
EUROPEAN JOURNAL OF APPLIED PHYSIOLOGY,EUR J APPL PHYSIOL,2.328
INTERNATIONAL JOURNAL OF BIOMETEOROLOGY,INT J BIOMETEOROL,2.309
CLINICAL JOURNAL OF SPORT MEDICINE,CLIN J SPORT MED,2.308
JOURNAL OF INSECT PHYSIOLOGY,J INSECT PHYSIOL,2.267
JOURNAL OF VASCULAR RESEARCH,J VASC RES,2.186
Journal of Physiological Sciences,J PHYSIOL SCI,2.165
QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY,Q J EXP PSYCHOL,2.13
JOURNAL OF PHYSIOLOGY AND BIOCHEMISTRY,J PHYSIOL BIOCHEM,2.054
COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY A-MOLECULAR & INTEGRATIVE PHYSIOLOGY,COMP BIOCHEM PHYS A,2.039
PHYSIOLOGICAL AND BIOCHEMICAL ZOOLOGY,PHYSIOL BIOCHEM ZOOL,2.007
CLINICAL AND EXPERIMENTAL PHARMACOLOGY AND PHYSIOLOGY,CLIN EXP PHARMACOL P,2.004
JOURNAL OF MEMBRANE BIOLOGY,J MEMBRANE BIOL,1.991
JOURNAL OF COMPARATIVE PHYSIOLOGY A-NEUROETHOLOGY SENSORY NEURAL AND BEHAVIORAL PHYSIOLOGY,J COMP PHYSIOL A,1.988
LYMPHOLOGY,LYMPHOLOGY,1.921
CRYOBIOLOGY,CRYOBIOLOGY,1.92
Applied Physiology Nutrition and Metabolism,APPL PHYSIOL NUTR ME,1.91
JOURNAL OF COMPARATIVE PHYSIOLOGY B-BIOCHEMICAL SYSTEMIC AND ENVIRONMENTAL PHYSIOLOGY,J COMP PHYSIOL B,1.884
CLINICAL PHYSIOLOGY AND FUNCTIONAL IMAGING,CLIN PHYSIOL FUNCT I,1.869
REGULATORY PEPTIDES,REGUL PEPTIDES,1.813
RESPIRATORY PHYSIOLOGY & NEUROBIOLOGY,RESP PHYSIOL NEUROBI,1.773
Lymphatic Research and Biology,LYMPHAT RES BIOL,1.758
ADVANCES IN PHYSIOLOGY EDUCATION,ADV PHYSIOL EDUC,1.723
CANADIAN JOURNAL OF PHYSIOLOGY AND PHARMACOLOGY,CAN J PHYSIOL PHARM,1.704
Journal of Physiological Anthropology,J PHYSIOL ANTHROPOL,1.694
PHYSIOLOGICAL RESEARCH,PHYSIOL RES,1.643
JOURNAL OF MUSCULOSKELETAL & NEURONAL INTERACTIONS,J MUSCULOSKEL NEURON,1.638
PHYSIOLOGICAL MEASUREMENT,PHYSIOL MEAS,1.576
JOURNAL OF BIOLOGICAL REGULATORS AND HOMEOSTATIC AGENTS,J BIOL REG HOMEOS AG,1.546
KOREAN JOURNAL OF PHYSIOLOGY & PHARMACOLOGY,KOREAN J PHYSIOL PHA,1.544
ARCHIVES OF PHYSIOLOGY AND BIOCHEMISTRY,ARCH PHYSIOL BIOCHEM,1.536
JOURNAL OF ELECTROMYOGRAPHY AND KINESIOLOGY,J ELECTROMYOGR KINES,1.53
PEDIATRIC EXERCISE SCIENCE,PEDIATR EXERC SCI,1.495
NEUROPHYSIOLOGIE CLINIQUE-CLINICAL NEUROPHYSIOLOGY,NEUROPHYSIOL CLIN,1.479
FISH PHYSIOLOGY AND BIOCHEMISTRY,FISH PHYSIOL BIOCHEM,1.442
ARCHIVES OF INSECT BIOCHEMISTRY AND PHYSIOLOGY,ARCH INSECT BIOCHEM,1.357
HYPERTENSION IN PREGNANCY,HYPERTENS PREGNANCY,1.211
CHINESE JOURNAL OF PHYSIOLOGY,CHINESE J PHYSIOL,0.962
GENERAL PHYSIOLOGY AND BIOPHYSICS,GEN PHYSIOL BIOPHYS,0.892
ACTA PHYSIOLOGICA HUNGARICA,ACTA PHYSIOL HUNG,0.814
CRYOLETTERS,CRYOLETTERS,0.748
BIOLOGICAL RHYTHM RESEARCH,BIOL RHYTHM RES,0.695
JOURNAL OF EVOLUTIONARY BIOCHEMISTRY AND PHYSIOLOGY,J EVOL BIOCHEM PHYS+,0.395
NEUROPHYSIOLOGY,NEUROPHYSIOLOGY+,0.2
ZHURNAL VYSSHEI NERVNOI DEYATELNOSTI IMENI I P PAVLOVA,ZH VYSSH NERV DEYAT+,0.175
Revista Brasileira de Medicina do Esporte,REV BRAS MED ESPORTE,0.173
KLINISCHE NEUROPHYSIOLOGIE,KLIN NEUROPHYSIOL,0.148
