nfull,nabb,if
CARDIOVASCULAR AND INTERVENTIONAL RADIOLOGY,CARDIOVASC INTER RAD,2.144
Cardiovascular Toxicology,CARDIOVASC TOXICOL,2.063
Netherlands Heart Journal,NETH HEART J,2.062
CURRENT PROBLEMS IN CARDIOLOGY,CURR PROB CARDIOLOGY,2.043
CARDIOLOGY,CARDIOLOGY,1.994
International Heart Journal,INT HEART J,1.938
BMC Cardiovascular Disorders,BMC CARDIOVASC DISOR,1.916
INTERNATIONAL JOURNAL OF CARDIOVASCULAR IMAGING,INT J CARDIOVAS IMAG,1.88
Current Cardiology Reports,CURR CARDIOL REP,1.83
Heart Failure Clinics,HEART FAIL CLIN,1.764
CardioRenal Medicine,CARDIORENAL MED,1.695
JOURNAL OF INTERVENTIONAL CARDIAC ELECTROPHYSIOLOGY,J INTERV CARD ELECTR,1.676
Journal of Cardiovascular Medicine,J CARDIOVASC MED,1.658
JOURNAL OF CARDIOVASCULAR SURGERY,J CARDIOVASC SURG,1.632
Journal of Cardiopulmonary Rehabilitation and Prevention,J CARDIOPULM REHABIL,1.632
Heart Lung and Circulation,HEART LUNG CIRC,1.575
ANNALS OF NONINVASIVE ELECTROCARDIOLOGY,ANN NONINVAS ELECTRO,1.569
CORONARY ARTERY DISEASE,CORONARY ARTERY DIS,1.553
JOURNAL OF CARDIOTHORACIC AND VASCULAR ANESTHESIA,J CARDIOTHOR VASC AN,1.519
Cardiovascular Ultrasound,CARDIOVASC ULTRASOUN,1.463
PEDIATRIC CARDIOLOGY,PEDIATR CARDIOL,1.452
PERFUSION-UK,PERFUSION-UK,1.442
PACE-PACING AND CLINICAL ELECTROPHYSIOLOGY,PACE,1.44
ECHOCARDIOGRAPHY-A JOURNAL OF CARDIOVASCULAR ULTRASOUND AND ALLIED TECHNIQUES,ECHOCARDIOGR-J CARD,1.432
Journal of Geriatric Cardiology,J GERIATR CARDIOL,1.393
HEART & LUNG,HEART LUNG,1.332
Interactive Cardiovascular and Thoracic Surgery,INTERACT CARDIOV TH,1.329
JOURNAL OF INTERVENTIONAL CARDIOLOGY,J INTERV CARDIOL,1.327
JOURNAL OF ELECTROCARDIOLOGY,J ELECTROCARDIOL,1.29
Annals of Thoracic Medicine,ANN THORAC MED,1.235
Congenital Heart Disease,CONGENIT HEART DIS,1.21
Arquivos Brasileiros de Cardiologia,ARQ BRAS CARDIOL,1.194
CARDIOLOGY CLINICS,CARDIOL CLIN,1.184
Anatolian Journal of Cardiology,ANATOL J CARDIOL,1.141
Reviews in Cardiovascular Medicine,REV CARDIOVASC MED,1.133
Cardiology Journal,CARDIOL J,1.13
JOURNAL OF INVASIVE CARDIOLOGY,J INVASIVE CARDIOL,1.112
SCANDINAVIAN CARDIOVASCULAR JOURNAL,SCAND CARDIOVASC J,1.093
Journal of Cardiothoracic Surgery,J CARDIOTHORAC SURG,1.036
Cardiovascular Journal of Africa,CARDIOVASC J AFR,1.022
THORACIC AND CARDIOVASCULAR SURGEON,THORAC CARDIOV SURG,0.957
Hellenic Journal of Cardiology,HELL J CARDIOL,0.94
Kardiologia Polska,KARDIOL POL,0.878
Revista Portuguesa de Cardiologia,REV PORT CARDIOL,0.873
CARDIOLOGY IN THE YOUNG,CARDIOL YOUNG,0.825
TEXAS HEART INSTITUTE JOURNAL,TEX HEART I J,0.788
JOURNAL OF CARDIAC SURGERY,J CARDIAC SURG,0.783
MINERVA CARDIOANGIOLOGICA,MINERVA CARDIOANGIOL,0.752
HERZ,HERZ,0.751
JOURNAL OF HEART VALVE DISEASE,J HEART VALVE DIS,0.715
Korean Circulation Journal,KOREAN CIRC J,0.706
Annals of Thoracic and Cardiovascular Surgery,ANN THORAC CARDIOVAS,0.658
ACTA CARDIOLOGICA,ACTA CARDIOL,0.6
Revista Brasileira de Cirurgia Cardiovascular,REV BRAS CIR CARDIOV,0.526
EUROPEAN HEART JOURNAL SUPPLEMENTS,EUR HEART J SUPPL,0.455
Postepy w Kardiologii Interwencyjnej,POSTEP KARDIOL INTER,0.358
HEART SURGERY FORUM,HEART SURG FORUM,0.343
Acta Cardiologica Sinica,ACTA CARDIOL SIN,0.201
KARDIOLOGIYA,KARDIOLOGIYA,0.176
