nfull,nabb,if
PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART K-JOURNAL OF MULTI-BODY DYNAMICS,P I MECH ENG K-J MUL,1
PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART B-JOURNAL OF ENGINEERING MANUFACTURE,P I MECH ENG B-J ENG,0.978
Journal of the Brazilian Society of Mechanical Sciences and Engineering,J BRAZ SOC MECH SCI,0.963
JOURNAL OF ENGINEERING MATERIALS AND TECHNOLOGY-TRANSACTIONS OF THE ASME,J ENG MATER-T ASME,0.935
PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART J-JOURNAL OF ENGINEERING TRIBOLOGY,P I MECH ENG J-J ENG,0.907
PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART F-JOURNAL OF RAIL AND RAPID TRANSIT,P I MECH ENG F-J RAI,0.9
SHOCK AND VIBRATION,SHOCK VIB,0.88
INTERNATIONAL JOURNAL OF AUTOMOTIVE TECHNOLOGY,INT J AUTO TECH-KOR,0.876
HVAC&R RESEARCH,HVAC&R RES,0.871
ACTA MECHANICA SINICA,ACTA MECH SINICA-PRC,0.832
Latin American Journal of Solids and Structures,LAT AM J SOLIDS STRU,0.83
Journal of Engineering Thermophysics,J ENG THERMOPHYS-RUS,0.812
Journal of Thermal Science and Engineering Applications,J THERM SCI ENG APPL,0.809
PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART D-JOURNAL OF AUTOMOBILE ENGINEERING,P I MECH ENG D-J AUT,0.802
International Journal of Spray and Combustion Dynamics,INT J SPRAY COMBUST,0.767
Journal of Mechanical Science and Technology,J MECH SCI TECHNOL,0.761
INTERNATIONAL JOURNAL OF VEHICLE DESIGN,INT J VEHICLE DES,0.757
Journal of the Balkan Tribological Association,J BALK TRIBOL ASSOC,0.737
PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART C-JOURNAL OF MECHANICAL ENGINEERING SCIENCE,P I MECH ENG C-J MEC,0.73
EXPERIMENTAL TECHNIQUES,EXP TECHNIQUES,0.716
JOURNAL OF OFFSHORE MECHANICS AND ARCTIC ENGINEERING-TRANSACTIONS OF THE ASME,J OFFSHORE MECH ARCT,0.711
PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART A-JOURNAL OF POWER AND ENERGY,P I MECH ENG A-J POW,0.689
INTERNATIONAL JOURNAL OF CRASHWORTHINESS,INT J CRASHWORTHINES,0.68
STROJNISKI VESTNIK-JOURNAL OF MECHANICAL ENGINEERING,STROJ VESTN-J MECH E,0.677
JOURNAL OF TURBOMACHINERY-TRANSACTIONS OF THE ASME,J TURBOMACH,0.661
PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART G-JOURNAL OF AEROSPACE ENGINEERING,P I MECH ENG G-J AER,0.653
Advances in Mechanical Engineering,ADV MECH ENG,0.64
International Journal of Optomechatronics,INT J OPTOMECHATRONI,0.627
JOURNAL OF ENHANCED HEAT TRANSFER,J ENHANC HEAT TRANSF,0.562
Mechanics & Industry,MECH IND,0.559
Journal of Thermal Science,J THERM SCI,0.543
Chinese Journal of Mechanical Engineering,CHIN J MECH ENG-EN,0.531
JOURNAL OF PRESSURE VESSEL TECHNOLOGY-TRANSACTIONS OF THE ASME,J PRESS VESS-T ASME,0.476
Proceedings of the Institution of Mechanical Engineers Part P-Journal of Sports Engineering and Technology,P I MECH ENG P-J SPO,0.456
International Journal of Surface Science and Engineering,INT J SURF SCI ENG,0.44
CHINA OCEAN ENGINEERING,CHINA OCEAN ENG,0.435
INDUSTRIAL LUBRICATION AND TRIBOLOGY,IND LUBR TRIBOL,0.406
Journal of Friction and Wear,J FRICT WEAR+,0.4
Journal of Vibroengineering,J VIBROENG,0.384
INTERNATIONAL JOURNAL OF OFFSHORE AND POLAR ENGINEERING,INT J OFFSHORE POLAR,0.341
TRANSACTIONS OF THE CANADIAN SOCIETY FOR MECHANICAL ENGINEERING,T CAN SOC MECH ENG,0.333
Journal of Advanced Mechanical Design Systems and Manufacturing,J ADV MECH DES SYST,0.331
Transactions of FAMENA,T FAMENA,0.317
International Journal of Acoustics and Vibration,INT J ACOUST VIB,0.283
MECHANICAL ENGINEERING,MECH ENG,0.271
FORSCHUNG IM INGENIEURWESEN-ENGINEERING RESEARCH,FORSCH INGENIEURWES,0.25
ASHRAE JOURNAL,ASHRAE J,0.223
International Journal of Heavy Vehicle Systems,INT J HEAVY VEH SYST,0.195
ISI Bilimi ve Teknigi Dergisi-Journal of Thermal Science and Technology,ISI BILIM TEK DERG,0.188
Journal of the Chinese Society of Mechanical Engineers,J CHIN SOC MECH ENG,0.13
Advances in Vibration Engineering,ADV VIB ENG,0.12
Journal of Vibration Engineering & Technologies,J VIB ENG TECHNOL,0.098
TRIBOLOGY & LUBRICATION TECHNOLOGY,TRIBOL LUBR TECHNOL,0.082
SOUND AND VIBRATION,SOUND VIB,0.045
Science and Technology for the Built Environment,SCI TECHNOL BUILT EN,Not Available
