nfull,nabb,if
COMPUTATIONAL OPTIMIZATION AND APPLICATIONS,COMPUT OPTIM APPL,1.444
IEEE TRANSACTIONS ON DEVICE AND MATERIALS RELIABILITY,IEEE T DEVICE MAT RE,1.437
ANNALS OF OPERATIONS RESEARCH,ANN OPER RES,1.406
MATHEMATICS OF OPERATIONS RESEARCH,MATH OPER RES,1.406
JOURNAL OF VACUUM SCIENCE & TECHNOLOGY B,J VAC SCI TECHNOL B,1.398
OR SPECTRUM,OR SPECTRUM,1.395
ENGINEERING OPTIMIZATION,ENG OPTIMIZ,1.38
4OR-A Quarterly Journal of Operations Research,4OR-Q J OPER RES,1.371
SOLID-STATE ELECTRONICS,SOLID STATE ELECTRON,1.345
JOURNAL OF NANOSCIENCE AND NANOTECHNOLOGY,J NANOSCI NANOTECHNO,1.338
REVIEW OF SCIENTIFIC INSTRUMENTS,REV SCI INSTRUM,1.336
INTERNATIONAL JOURNAL OF COMPUTER INTEGRATED MANUFACTURING,INT J COMPUT INTEG M,1.319
Progress in Electromagnetics Research-PIER,PROG ELECTROMAGN RES,1.315
IEEE TRANSACTIONS ON DIELECTRICS AND ELECTRICAL INSULATION,IEEE T DIELECT EL IN,1.306
IEEE TRANSACTIONS ON MAGNETICS,IEEE T MAGN,1.277
MICROELECTRONIC ENGINEERING,MICROELECTRON ENG,1.277
DISCRETE EVENT DYNAMIC SYSTEMS-THEORY AND APPLICATIONS,DISCRETE EVENT DYN S,1.268
International Transactions in Operational Research,INT T OPER RES,1.255
INFORMS JOURNAL ON COMPUTING,INFORMS J COMPUT,1.246
ATOMIZATION AND SPRAYS,ATOMIZATION SPRAY,1.235
JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,J OPER RES SOC,1.225
JOURNAL OF GLOBAL OPTIMIZATION,J GLOBAL OPTIM,1.219
ENGINEERING ECONOMIST,ENG ECON,1.207
MICROELECTRONICS RELIABILITY,MICROELECTRON RELIAB,1.202
Quantitative InfraRed Thermography Journal,QUANT INFR THERM J,1.2
INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY & DECISION MAKING,INT J INF TECH DECIS,1.183
Journal of Simulation,J SIMUL,1.164
JOURNAL OF OPTIMIZATION THEORY AND APPLICATIONS,J OPTIMIZ THEORY APP,1.16
ECS Solid State Letters,ECS SOLID STATE LETT,1.142
JAPANESE JOURNAL OF APPLIED PHYSICS,JPN J APPL PHYS,1.122
Journal of X-Ray Science and Technology,J X-RAY SCI TECHNOL,1.111
Nanomaterials and Nanotechnology,NANOMATER NANOTECHNO,1.109
Journal of Computational Electronics,J COMPUT ELECTRON,1.104
LASER PHYSICS,LASER PHYS,1.102
Journal of Superconductivity and Novel Magnetism,J SUPERCOND NOV MAGN,1.1
OPTIMAL CONTROL APPLICATIONS & METHODS,OPTIM CONTR APPL MET,1.097
IEEE TRANSACTIONS ON APPLIED SUPERCONDUCTIVITY,IEEE T APPL SUPERCON,1.092
JOURNAL OF LASER APPLICATIONS,J LASER APPL,1.078
Proceedings of the Institution of Mechanical Engineers Part O-Journal of Risk and Reliability,P I MECH ENG O-J RIS,1.073
Radiophysics and Quantum Electronics,RADIOPHYS QUANT EL+,1.06
HIGH TEMPERATURE,HIGH TEMP+,1.048
IEEE TRANSACTIONS ON SEMICONDUCTOR MANUFACTURING,IEEE T SEMICONDUCT M,1.045
CRYOGENICS,CRYOGENICS,1.026
JOURNAL OF SCHEDULING,J SCHEDULING,1.023
CONCURRENT ENGINEERING-RESEARCH AND APPLICATIONS,CONCURRENT ENG-RES A,1.02
Optimization Letters,OPTIM LETT,1.019
Nanoscience and Nanotechnology Letters,NANOSCI NANOTECH LET,1.007
Central European Journal of Operations Research,CENT EUR J OPER RES,0.978
QUANTUM ELECTRONICS,QUANTUM ELECTRON+,0.978
MICROSYSTEM TECHNOLOGIES-MICRO-AND NANOSYSTEMS-INFORMATION STORAGE AND PROCESSING SYSTEMS,MICROSYST TECHNOL,0.974
Systems Engineering,SYSTEMS ENG,0.956
NANO,NANO,0.951
INTERNATIONAL JOURNAL OF THERMOPHYSICS,INT J THERMOPHYS,0.946
NETWORKS,NETWORKS,0.943
Journal of Zhejiang University-SCIENCE A,J ZHEJIANG UNIV-SC A,0.941
Top,TOP,0.927
Memetic Computing,MEMET COMPUT,0.9
OPTIMIZATION AND ENGINEERING,OPTIM ENG,0.9
Discrete Optimization,DISCRETE OPTIM,0.889
Topics in Applied Physics,TOP APPL PHYS,0.889
IMA Journal of Management Mathematics,IMA J MANAG MATH,0.878
QUEUEING SYSTEMS,QUEUEING SYST,0.875
INTERNATIONAL JOURNAL OF TECHNOLOGY MANAGEMENT,INT J TECHNOL MANAGE,0.867
INTERNATIONAL JOURNAL OF MODERN PHYSICS B,INT J MOD PHYS B,0.85
OPTIMIZATION METHODS & SOFTWARE,OPTIM METHOD SOFTW,0.841
PHYSICA C-SUPERCONDUCTIVITY AND ITS APPLICATIONS,PHYSICA C,0.835
Journal of Experimental Nanoscience,J EXP NANOSCI,0.832
OPTIMIZATION,OPTIMIZATION,0.822
FLUCTUATION AND NOISE LETTERS,FLUCT NOISE LETT,0.815
Journal of Systems Science and Systems Engineering,J SYST SCI SYST ENG,0.804
SOCIO-ECONOMIC PLANNING SCIENCES,SOCIO-ECON PLAN SCI,0.796
JOURNAL OF LOW TEMPERATURE PHYSICS,J LOW TEMP PHYS,0.787
NAVAL RESEARCH LOGISTICS,NAV RES LOG,0.787
Journal of Industrial and Management Optimization,J IND MANAG OPTIM,0.776
JOURNAL OF ELECTROMAGNETIC WAVES AND APPLICATIONS,J ELECTROMAGNET WAVE,0.772
Journal of Laser Micro Nanoengineering,J LASER MICRO NANOEN,0.759
JOURNAL OF RESEARCH OF THE NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY,J RES NATL INST STAN,0.729
INTERNATIONAL JOURNAL OF APPLIED ELECTROMAGNETICS AND MECHANICS,INT J APPL ELECTROM,0.724
Studies in Informatics and Control,STUD INFORM CONTROL,0.723
European Journal of Industrial Engineering,EUR J IND ENG,0.718
TECHNICAL PHYSICS LETTERS,TECH PHYS LETT+,0.702
Journal of Ovonic Research,J OVONIC RES,0.692
Chalcogenide Letters,CHALCOGENIDE LETT,0.676
Journal of Nanoelectronics and Optoelectronics,J NANOELECTRON OPTOE,0.675
LOW TEMPERATURE PHYSICS,LOW TEMP PHYS+,0.67
EUROPEAN PHYSICAL JOURNAL-APPLIED PHYSICS,EUR PHYS J-APPL PHYS,0.667
MAPAN-Journal of Metrology Society of India,MAPAN-J METROL SOC I,0.634
INTERFACES,INTERFACES,0.631
OPERATIONS RESEARCH LETTERS,OPER RES LETT,0.627
Quality Technology and Quantitative Management,QUAL TECHNOL QUANT M,0.627
Journal of the Society for Information Display,J SOC INF DISPLAY,0.619
JOURNAL OF NONLINEAR OPTICAL PHYSICS & MATERIALS,J NONLINEAR OPT PHYS,0.616
Operational Research,OPER RES-GER,0.6
APPLIED STOCHASTIC MODELS IN BUSINESS AND INDUSTRY,APPL STOCH MODEL BUS,0.574
TECHNICAL PHYSICS,TECH PHYS+,0.569
MODERN PHYSICS LETTERS B,MOD PHYS LETT B,0.547
MATHEMATICAL METHODS OF OPERATIONS RESEARCH,MATH METHOD OPER RES,0.526
Journal of Systems Engineering and Electronics,J SYST ENG ELECTRON,0.468
Journal of Semiconductor Technology and Science,J SEMICOND TECH SCI,0.467
International Journal of Surface Science and Engineering,INT J SURF SCI ENG,0.44
ASIA-PACIFIC JOURNAL OF OPERATIONAL RESEARCH,ASIA PAC J OPER RES,0.425
Journal of Magnetics,J MAGN,0.421
SORT-Statistics and Operations Research Transactions,SORT-STAT OPER RES T,0.414
PROBABILITY IN THE ENGINEERING AND INFORMATIONAL SCIENCES,PROBAB ENG INFORM SC,0.39
JOURNAL OF OPTOELECTRONICS AND ADVANCED MATERIALS,J OPTOELECTRON ADV M,0.383
INTEGRATED FERROELECTRICS,INTEGR FERROELECTR,0.375
Journal of Nano Research,J NANO RES-SW,0.366
RAIRO-OPERATIONS RESEARCH,RAIRO-OPER RES,0.358
Pacific Journal of Optimization,PAC J OPTIM,0.307
Journal of Applied Mechanics and Technical Physics,J APPL MECH TECH PH+,0.274
Romanian Journal of Information Science and Technology,ROM J INF SCI TECH,0.269
SOLID STATE TECHNOLOGY,SOLID STATE TECHNOL,0.2
INFOR,INFOR,0.095
Advanced Electronic Materials,ADV ELECTRON MATER,Not Available
