nfull,nabb,if
IEEE Transactions on Information Forensics and Security,IEEE T INF FOREN SEC,2.441
IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS I-REGULAR PAPERS,IEEE T CIRCUITS-I,2.393
IEEE TRANSACTIONS ON BROADCASTING,IEEE T BROADCAST,2.381
ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE,ENG APPL ARTIF INTEL,2.368
JOURNAL OF THE FRANKLIN INSTITUTE-ENGINEERING AND APPLIED MATHEMATICS,J FRANKLIN I,2.327
IEEE TRANSACTIONS ON COMMUNICATIONS,IEEE T COMMUN,2.298
IEEE Transactions on Terahertz Science and Technology,IEEE T THZ SCI TECHN,2.298
IEEE TRANSACTIONS ON RELIABILITY,IEEE T RELIAB,2.287
IEEE TRANSACTIONS ON ULTRASONICS FERROELECTRICS AND FREQUENCY CONTROL,IEEE T ULTRASON FERR,2.287
IEEE TRANSACTIONS ON MICROWAVE THEORY AND TECHNIQUES,IEEE T MICROW THEORY,2.284
MATERIALS SCIENCE IN SEMICONDUCTOR PROCESSING,MAT SCI SEMICON PROC,2.264
IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS FOR VIDEO TECHNOLOGY,IEEE T CIRC SYST VID,2.254
IEEE TRANSACTIONS ON VEHICULAR TECHNOLOGY,IEEE T VEH TECHNOL,2.243
IEEE Geoscience and Remote Sensing Letters,IEEE GEOSCI REMOTE S,2.228
IEEE TRANSACTIONS ON ELECTRON DEVICES,IEEE T ELECTRON DEV,2.207
SENSORS AND ACTUATORS A-PHYSICAL,SENSOR ACTUAT A-PHYS,2.201
IEEE-ACM TRANSACTIONS ON NETWORKING,IEEE ACM T NETWORK,2.186
IEEE Photonics Journal,IEEE PHOTONICS J,2.177
IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,IEEE J-STARS,2.145
COMPUTER VISION AND IMAGE UNDERSTANDING,COMPUT VIS IMAGE UND,2.134
IEEE Systems Journal,IEEE SYST J,2.114
COMPUTER COMMUNICATIONS,COMPUT COMMUN,2.099
SEMICONDUCTOR SCIENCE AND TECHNOLOGY,SEMICOND SCI TECH,2.098
SIGNAL PROCESSING,SIGNAL PROCESS,2.063
IEEE TRANSACTIONS ON ANTENNAS AND PROPAGATION,IEEE T ANTENN PROPAG,2.053
IEEE TRANSACTIONS ON POWER DELIVERY,IEEE T POWER DELIVER,2.032
IEEE Transactions on Biomedical Circuits and Systems,IEEE T BIOMED CIRC S,2.018
IEEE MICROWAVE MAGAZINE,IEEE MICROW MAG,1.975
IET Control Theory and Applications,IET CONTROL THEORY A,1.957
IEEE PHOTONICS TECHNOLOGY LETTERS,IEEE PHOTONIC TECH L,1.945
JOURNAL OF MICROELECTROMECHANICAL SYSTEMS,J MICROELECTROMECH S,1.939
Journal of Display Technology,J DISP TECHNOL,1.925
DISPLAYS,DISPLAYS,1.903
IEEE TRANSACTIONS ON INDUSTRY APPLICATIONS,IEEE T IND APPL,1.901
IEEE SENSORS JOURNAL,IEEE SENS J,1.889
IEEE Transactions on Audio Speech and Language Processing,IEEE T AUDIO SPEECH,1.877
MECHATRONICS,MECHATRONICS,1.871
Journal of Infrared Millimeter and Terahertz Waves,J INFRARED MILLIM TE,1.851
IEEE JOURNAL OF QUANTUM ELECTRONICS,IEEE J QUANTUM ELECT,1.843
IEEE ELECTRICAL INSULATION MAGAZINE,IEEE ELECTR INSUL M,1.836
IEEE PERVASIVE COMPUTING,IEEE PERVAS COMPUT,1.836
CONTROL ENGINEERING PRACTICE,CONTROL ENG PRACT,1.83
ELECTRIC POWER SYSTEMS RESEARCH,ELECTR POW SYST RES,1.809
IEEE TRANSACTIONS ON INSTRUMENTATION AND MEASUREMENT,IEEE T INSTRUM MEAS,1.808
JOURNAL OF MATERIALS SCIENCE-MATERIALS IN ELECTRONICS,J MATER SCI-MATER EL,1.798
JOURNAL OF MICROMECHANICS AND MICROENGINEERING,J MICROMECH MICROENG,1.768
IMAGE AND VISION COMPUTING,IMAGE VISION COMPUT,1.766
IEEE Antennas and Wireless Propagation Letters,IEEE ANTENN WIREL PR,1.751
IEEE TRANSACTIONS ON INFORMATION THEORY,IEEE T INFORM THEORY,1.737
IEEE TRANSACTIONS ON COMPUTERS,IEEE T COMPUT,1.723
IEEE TRANSACTIONS ON NANOTECHNOLOGY,IEEE T NANOTECHNOL,1.702
IEEE TRANSACTIONS ON AEROSPACE AND ELECTRONIC SYSTEMS,IEEE T AERO ELEC SYS,1.672
IEEE SIGNAL PROCESSING LETTERS,IEEE SIGNAL PROC LET,1.661
IEEE JOURNAL OF OCEANIC ENGINEERING,IEEE J OCEANIC ENG,1.648
JOURNAL OF CRYPTOLOGY,J CRYPTOL,1.617
OPTO-ELECTRONICS REVIEW,OPTO-ELECTRON REV,1.611
SIGNAL PROCESSING-IMAGE COMMUNICATION,SIGNAL PROCESS-IMAGE,1.602
OPTICAL FIBER TECHNOLOGY,OPT FIBER TECHNOL,1.6
IEEE MICROWAVE AND WIRELESS COMPONENTS LETTERS,IEEE MICROW WIREL CO,1.599
IEEE Journal on Emerging and Selected Topics in Circuits and Systems,IEEE J EM SEL TOP C,1.578
IET Generation Transmission & Distribution,IET GENER TRANSM DIS,1.576
Journal of Real-Time Image Processing,J REAL-TIME IMAGE PR,1.564
IET Renewable Power Generation,IET RENEW POWER GEN,1.562
IEEE Intelligent Transportation Systems Magazine,IEEE INTEL TRANSP SY,1.547
IEEE Journal of the Electron Devices Society,IEEE J ELECTRON DEVI,1.543
IEEE TRANSACTIONS ON SOFTWARE ENGINEERING,IEEE T SOFTWARE ENG,1.516
JOURNAL OF ELECTRONIC MATERIALS,J ELECTRON MATER,1.491
IEEE Power & Energy Magazine,IEEE POWER ENERGY M,1.451
Computer Networks,COMPUT NETW,1.446
DIGITAL SIGNAL PROCESSING,DIGIT SIGNAL PROCESS,1.444
IEEE TRANSACTIONS ON DEVICE AND MATERIALS RELIABILITY,IEEE T DEVICE MAT RE,1.437
MULTIDIMENSIONAL SYSTEMS AND SIGNAL PROCESSING,MULTIDIM SYST SIGN P,1.436
JOURNAL OF ELECTRONIC PACKAGING,J ELECTRON PACKAGING,1.402
JOURNAL OF VACUUM SCIENCE & TECHNOLOGY B,J VAC SCI TECHNOL B,1.398
INTERNATIONAL JOURNAL OF ADAPTIVE CONTROL AND SIGNAL PROCESSING,INT J ADAPT CONTROL,1.368
IET Electric Power Applications,IET ELECTR POWER APP,1.358
SOLID-STATE ELECTRONICS,SOLID STATE ELECTRON,1.345
Journal of Micro-Nanolithography MEMS and MOEMS,J MICRO-NANOLITH MEM,1.335
MULTIMEDIA TOOLS AND APPLICATIONS,MULTIMED TOOLS APPL,1.331
IEEE TRANSACTIONS ON EDUCATION,IEEE T EDUC,1.33
Progress in Electromagnetics Research-PIER,PROG ELECTROMAGN RES,1.315
IEEE TRANSACTIONS ON DIELECTRICS AND ELECTRICAL INSULATION,IEEE T DIELECT EL IN,1.306
IETE TECHNICAL REVIEW,IETE TECH REV,1.304
OPTICAL AND QUANTUM ELECTRONICS,OPT QUANT ELECTRON,1.29
JOURNAL OF ELECTROSTATICS,J ELECTROSTAT,1.286
IEEE TRANSACTIONS ON MAGNETICS,IEEE T MAGN,1.277
MICROELECTRONIC ENGINEERING,MICROELECTRON ENG,1.277
MACHINE VISION AND APPLICATIONS,MACH VISION APPL,1.272
IEEE Access,IEEE ACCESS,1.27
IEEE TRANSACTIONS ON VERY LARGE SCALE INTEGRATION (VLSI) SYSTEMS,IEEE T VLSI SYST,1.245
IEEE-ACM Transactions on Audio Speech and Language Processing,IEEE-ACM T AUDIO SPE,1.225
MICROELECTRONICS RELIABILITY,MICROELECTRON RELIAB,1.202
BELL LABS TECHNICAL JOURNAL,BELL LABS TECH J,1.2
IEEE TRANSACTIONS ON NUCLEAR SCIENCE,IEEE T NUCL SCI,1.198
IEEE TRANSACTIONS ON COMPUTER-AIDED DESIGN OF INTEGRATED CIRCUITS AND SYSTEMS,IEEE T COMPUT AID D,1.181
INTERNATIONAL JOURNAL OF CIRCUIT THEORY AND APPLICATIONS,INT J CIRC THEOR APP,1.179
CIRCUITS SYSTEMS AND SIGNAL PROCESSING,CIRC SYST SIGNAL PR,1.178
IEEE Transactions on Components Packaging and Manufacturing Technology,IEEE T COMP PACK MAN,1.151
IEEE TRANSACTIONS ON ELECTROMAGNETIC COMPATIBILITY,IEEE T ELECTROMAGN C,1.146
IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS II-EXPRESS BRIEFS,IEEE T CIRCUITS-II,1.136
IEEE TRANSACTIONS ON CONSUMER ELECTRONICS,IEEE T CONSUM ELECTR,1.12
Journal of Computational Electronics,J COMPUT ELECTRON,1.104
INTERNATIONAL JOURNAL OF COMMUNICATION SYSTEMS,INT J COMMUN SYST,1.099
IEEE TRANSACTIONS ON APPLIED SUPERCONDUCTIVITY,IEEE T APPL SUPERCON,1.092
JOURNAL OF SUPERCOMPUTING,J SUPERCOMPUT,1.088
COMPUTERS & ELECTRICAL ENGINEERING,COMPUT ELECTR ENG,1.084
International Transactions on Electrical Energy Systems,INT T ELECTR ENERGY,1.084
TSINGHUA SCIENCE AND TECHNOLOGY,TSINGHUA SCI TECHNOL,1.063
EURASIP Journal on Image and Video Processing,EURASIP J IMAGE VIDE,1.06
Radiophysics and Quantum Electronics,RADIOPHYS QUANT EL+,1.06
IEEE TRANSACTIONS ON SEMICONDUCTOR MANUFACTURING,IEEE T SEMICONDUCT M,1.045
WIRELESS NETWORKS,WIREL NETW,1.006
IET Science Measurement & Technology,IET SCI MEAS TECHNOL,0.982
QUANTUM ELECTRONICS,QUANTUM ELECTRON+,0.978
Journal of Modern Power Systems and Clean Energy,J MOD POWER SYST CLE,0.975
MICROSYSTEM TECHNOLOGIES-MICRO-AND NANOSYSTEMS-INFORMATION STORAGE AND PROCESSING SYSTEMS,MICROSYST TECHNOL,0.974
Journal of Power Electronics,J POWER ELECTRON,0.931
EURASIP Journal on Advances in Signal Processing,EURASIP J ADV SIG PR,0.928
MATHEMATICS OF CONTROL SIGNALS AND SYSTEMS,MATH CONTROL SIGNAL,0.927
JOURNAL OF MICROWAVE POWER AND ELECTROMAGNETIC ENERGY,J MICROWAVE POWER EE,0.925
WIRELESS COMMUNICATIONS & MOBILE COMPUTING,WIREL COMMUN MOB COM,0.922
SOLDERING & SURFACE MOUNT TECHNOLOGY,SOLDER SURF MT TECH,0.913
IEEE ANTENNAS AND PROPAGATION MAGAZINE,IEEE ANTENN PROPAG M,0.896
MICROELECTRONICS JOURNAL,MICROELECTRON J,0.876
IET Signal Processing,IET SIGNAL PROCESS,0.873
Signal Image and Video Processing,SIGNAL IMAGE VIDEO P,0.872
IET Image Processing,IET IMAGE PROCESS,0.86
ELECTRONICS LETTERS,ELECTRON LETT,0.854
IEEE SPECTRUM,IEEE SPECTRUM,0.827
IET Microwaves Antennas & Propagation,IET MICROW ANTENNA P,0.817
ETRI JOURNAL,ETRI J,0.809
Physical Communication,PHYS COMMUN-AMST,0.802
EURASIP Journal on Audio Speech and Music Processing,EURASIP J AUDIO SPEE,0.797
AEU-INTERNATIONAL JOURNAL OF ELECTRONICS AND COMMUNICATIONS,AEU-INT J ELECTRON C,0.786
JOURNAL OF ELECTROMAGNETIC WAVES AND APPLICATIONS,J ELECTROMAGNET WAVE,0.772
Semiconductors and Semimetals,SEMICONDUCT SEMIMET,0.765
IEEE INSTRUMENTATION & MEASUREMENT MAGAZINE,IEEE INSTRU MEAS MAG,0.759
International Journal of Antennas and Propagation,INT J ANTENN PROPAG,0.75
ELECTRIC POWER COMPONENTS AND SYSTEMS,ELECTR POW COMPO SYS,0.747
INTERNATIONAL JOURNAL OF APPLIED ELECTROMAGNETICS AND MECHANICS,INT J APPL ELECTROM,0.724
Journal of Sensors,J SENSORS,0.712
ACM Journal on Emerging Technologies in Computing Systems,ACM J EMERG TECH COM,0.705
INTEGRATION-THE VLSI JOURNAL,INTEGRATION,0.703
IEEE Design & Test,IEEE DES TEST,0.681
Journal of Electrical Engineering & Technology,J ELECTR ENG TECHNOL,0.679
Journal of Nanoelectronics and Optoelectronics,J NANOELECTRON OPTOE,0.675
ELECTRICAL ENGINEERING,ELECTR ENG,0.662
NETWORK-COMPUTATION IN NEURAL SYSTEMS,NETWORK-COMP NEURAL,0.647
IEEE TECHNOLOGY AND SOCIETY MAGAZINE,IEEE TECHNOL SOC MAG,0.635
EURASIP Journal on Wireless Communications and Networking,EURASIP J WIREL COMM,0.627
International Journal of Optomechatronics,INT J OPTOMECHATRONI,0.627
IET Communications,IET COMMUN,0.624
Journal of the Society for Information Display,J SOC INF DISPLAY,0.619
JOURNAL OF ELECTRONIC IMAGING,J ELECTRON IMAGING,0.616
IEEE AEROSPACE AND ELECTRONIC SYSTEMS MAGAZINE,IEEE AERO EL SYS MAG,0.611
IET Circuits Devices & Systems,IET CIRC DEVICE SYST,0.59
Radioengineering,RADIOENGINEERING,0.59
IET Computer Vision,IET COMPUT VIS,0.573
INTERNATIONAL JOURNAL OF IMAGING SYSTEMS AND TECHNOLOGY,INT J IMAG SYST TECH,0.571
IET Optoelectronics,IET OPTOELECTRON,0.559
MICROWAVE AND OPTICAL TECHNOLOGY LETTERS,MICROW OPT TECHN LET,0.545
APPLIED ARTIFICIAL INTELLIGENCE,APPL ARTIF INTELL,0.54
CIRCUIT WORLD,CIRCUIT WORLD,0.525
CANADIAN JOURNAL OF ELECTRICAL AND COMPUTER ENGINEERING-REVUE CANADIENNE DE GENIE ELECTRIQUE ET INFORMATIQUE,CAN J ELECT COMPUT E,0.524
INTERNATIONAL JOURNAL OF RF AND MICROWAVE COMPUTER-AIDED ENGINEERING,INT J RF MICROW C E,0.524
Revue Roumaine des Sciences Techniques-Serie Electrotechnique et Energetique,REV ROUM SCI TECH-EL,0.524
International Arab Journal of Information Technology,INT ARAB J INF TECHN,0.519
MICROELECTRONICS INTERNATIONAL,MICROELECTRON INT,0.519
Turkish Journal of Electrical Engineering and Computer Sciences,TURK J ELECTR ENG CO,0.518
INTERNATIONAL JOURNAL OF NUMERICAL MODELLING-ELECTRONIC NETWORKS DEVICES AND FIELDS,INT J NUMER MODEL EL,0.515
Journal of Signal Processing Systems for Signal Image and Video Technology,J SIGNAL PROCESS SYS,0.508
International Journal of Microwave and Wireless Technologies,INT J MICROW WIREL T,0.472
MICROPROCESSORS AND MICROSYSTEMS,MICROPROCESS MICROSY,0.471
Journal of Systems Engineering and Electronics,J SYST ENG ELECTRON,0.468
Journal of Semiconductor Technology and Science,J SEMICOND TECH SCI,0.467
Advances in Electrical and Computer Engineering,ADV ELECTR COMPUT EN,0.459
IEEE Latin America Transactions,IEEE LAT AM T,0.436
INFORMACIJE MIDEM-JOURNAL OF MICROELECTRONICS ELECTRONIC COMPONENTS AND MATERIALS,INFORM MIDEM,0.433
COMPEL-THE INTERNATIONAL JOURNAL FOR COMPUTATION AND MATHEMATICS IN ELECTRICAL AND ELECTRONIC ENGINEERING,COMPEL,0.43
IEEE INDUSTRY APPLICATIONS MAGAZINE,IEEE IND APPL MAG,0.422
ANALOG INTEGRATED CIRCUITS AND SIGNAL PROCESSING,ANALOG INTEGR CIRC S,0.417
INTERNATIONAL JOURNAL OF ELECTRONICS,INT J ELECTRON,0.414
Journal of Electrical Engineering-Elektrotechnicky Casopis,J ELECTR ENG-SLOVAK,0.407
Journal of Zhejiang University-SCIENCE C-Computers & Electronics,J ZHEJIANG U-SCI C,0.392
APPLIED COMPUTATIONAL ELECTROMAGNETICS SOCIETY JOURNAL,APPL COMPUT ELECTROM,0.389
Elektronika Ir Elektrotechnika,ELEKTRON ELEKTROTECH,0.389
FREQUENZ,FREQUENZ,0.379
INTEGRATED FERROELECTRICS,INTEGR FERROELECTR,0.375
JOURNAL OF ELECTRONIC TESTING-THEORY AND APPLICATIONS,J ELECTRON TEST,0.361
IEICE Electronics Express,IEICE ELECTRON EXPR,0.344
IEICE TRANSACTIONS ON ELECTRONICS,IEICE T ELECTRON,0.344
ELECTROMAGNETICS,ELECTROMAGNETICS,0.333
JOURNAL OF COMMUNICATIONS TECHNOLOGY AND ELECTRONICS,J COMMUN TECHNOL EL+,0.331
CHINESE JOURNAL OF ELECTRONICS,CHINESE J ELECTRON,0.319
Automatika,AUTOMATIKA,0.311
JOURNAL OF CIRCUITS SYSTEMS AND COMPUTERS,J CIRCUIT SYST COMP,0.308
INTERNATIONAL JOURNAL OF ELECTRICAL ENGINEERING EDUCATION,INT J ELEC ENG EDUC,0.302
IEICE TRANSACTIONS ON COMMUNICATIONS,IEICE T COMMUN,0.3
IETE JOURNAL OF RESEARCH,IETE J RES,0.284
IEEJ Transactions on Electrical and Electronic Engineering,IEEJ T ELECTR ELECTR,0.261
INTERNATIONAL JOURNAL OF SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING,INT J SOFTW ENG KNOW,0.24
IEICE TRANSACTIONS ON FUNDAMENTALS OF ELECTRONICS COMMUNICATIONS AND COMPUTER SCIENCES,IEICE T FUND ELECTR,0.236
SOLID STATE TECHNOLOGY,SOLID STATE TECHNOL,0.2
MICROWAVE JOURNAL,MICROWAVE J,0.167
EPE Journal,EPE J,0.156
ELECTRICAL ENGINEERING IN JAPAN,ELECTR ENG JPN,0.125
Electronics and Communications in Japan,ELECTR COMMUN JPN,0.113
Iranian Journal of Science and Technology-Transactions of Electrical Engineering,IJST-T ELECTR ENG,0.107
FUJITSU SCIENTIFIC & TECHNICAL JOURNAL,FUJITSU SCI TECH J,0.1
Light & Engineering,LIGHT ENG,0.082
EDN,EDN,0.074
ELECTRONICS WORLD,ELECTRON WORLD,0.027
Journal of the Institute of Telecommunications Professionals,J I TELECOMMUN PROF,0.021
Traitement du Signal,TRAIT SIGNAL,0
Frontiers of Information Technology & Electronic Engineering,FRONT INFORM TECH EL,Not Available
