nfull,nabb,if
Micromachines,MICROMACHINES-BASEL,1.295
MICROELECTRONIC ENGINEERING,MICROELECTRON ENG,1.277
REVIEWS ON ADVANCED MATERIALS SCIENCE,REV ADV MATER SCI,1.245
MICROELECTRONICS RELIABILITY,MICROELECTRON RELIAB,1.202
Nanomaterials and Nanotechnology,NANOMATER NANOTECHNO,1.109
Nanoscience and Nanotechnology Letters,NANOSCI NANOTECH LET,1.007
MICROSYSTEM TECHNOLOGIES-MICRO-AND NANOSYSTEMS-INFORMATION STORAGE AND PROCESSING SYSTEMS,MICROSYST TECHNOL,0.974
NANO,NANO,0.951
Current Nanoscience,CURR NANOSCI,0.934
MICROELECTRONICS JOURNAL,MICROELECTRON J,0.876
Journal of Experimental Nanoscience,J EXP NANOSCI,0.832
FULLERENES NANOTUBES AND CARBON NANOSTRUCTURES,FULLER NANOTUB CAR N,0.812
Journal of Laser Micro Nanoengineering,J LASER MICRO NANOEN,0.759
Digest Journal of Nanomaterials and Biostructures,DIG J NANOMATER BIOS,0.756
Micro & Nano Letters,MICRO NANO LETT,0.723
ACM Journal on Emerging Technologies in Computing Systems,ACM J EMERG TECH COM,0.705
Journal of Nanoelectronics and Optoelectronics,J NANOELECTRON OPTOE,0.675
International Journal of Nanotechnology,INT J NANOTECHNOL,0.502
Synthesis and Reactivity in Inorganic Metal-Organic and Nano-Metal Chemistry,SYNTH REACT INORG M,0.493
Journal of Nano Research,J NANO RES-SW,0.366
Advanced Electronic Materials,ADV ELECTRON MATER,Not Available
