nfull,nabb,if
SURGEON-JOURNAL OF THE ROYAL COLLEGES OF SURGEONS OF EDINBURGH AND IRELAND,SURG-J R COLL SURG E,2.046
OTOLARYNGOLOGY-HEAD AND NECK SURGERY,OTOLARYNG HEAD NECK,2.021
Surgical Oncology Clinics of North America,SURG ONCOL CLIN N AM,1.958
Journal of Surgical Education,J SURG EDUC,1.95
DERMATOLOGIC SURGERY,DERMATOL SURG,1.936
Scandinavian Journal of Surgery,SCAND J SURG,1.924
INJURY-INTERNATIONAL JOURNAL OF THE CARE OF THE INJURED,INJURY,1.91
BURNS,BURNS,1.904
Journal of Hand Surgery-European Volume,J HAND SURG-EUR VOL,1.868
CLINICAL TRANSPLANTATION,CLIN TRANSPLANT,1.844
International Journal of Computer Assisted Radiology and Surgery,INT J COMPUT ASS RAD,1.827
CURRENT PROBLEMS IN SURGERY,CURR PROB SURG,1.824
Journal of Hand Therapy,J HAND THER,1.77
Journal of Neurosurgery-Pediatrics,J NEUROSURG-PEDIATR,1.757
JAMA Facial Plastic Surgery,JAMA FACIAL PLAST SU,1.744
Journal of Plastic Reconstructive and Aesthetic Surgery,J PLAST RECONSTR AES,1.743
JOURNAL OF RECONSTRUCTIVE MICROSURGERY,J RECONSTR MICROSURG,1.734
JOURNAL OF PEDIATRIC SURGERY,J PEDIATR SURG,1.733
DIGESTIVE SURGERY,DIGEST SURG,1.728
STEREOTACTIC AND FUNCTIONAL NEUROSURGERY,STEREOT FUNCT NEUROS,1.691
International Journal of Surgery,INT J SURG,1.657
Journal of Neurosurgical Sciences,J NEUROSURG SCI,1.651
JOURNAL OF HAND SURGERY-AMERICAN VOLUME,J HAND SURG-AM,1.64
JOURNAL OF CARDIOVASCULAR SURGERY,J CARDIOVASC SURG,1.632
PHOTOMEDICINE AND LASER SURGERY,PHOTOMED LASER SURG,1.631
NEUROSURGERY CLINICS OF NORTH AMERICA,NEUROSURG CLIN N AM,1.624
Seminars in Pediatric Surgery,SEMIN PEDIATR SURG,1.624
ACTA NEUROCHIRURGICA,ACTA NEUROCHIR,1.617
SEMINARS IN CUTANEOUS MEDICINE AND SURGERY,SEMIN CUTAN MED SURG,1.6
JOURNAL OF CRANIO-MAXILLOFACIAL SURGERY,J CRANIO MAXILL SURG,1.592
World Journal of Emergency Surgery,WORLD J EMERG SURG,1.583
Journal of Visceral Surgery,J VISC SURG,1.568
INTERNATIONAL JOURNAL OF ORAL AND MAXILLOFACIAL SURGERY,INT J ORAL MAX SURG,1.563
Thoracic Surgery Clinics,THORAC SURG CLIN,1.547
CANADIAN JOURNAL OF SURGERY,CAN J SURG,1.546
ANNALS OF PLASTIC SURGERY,ANN PLAS SURG,1.535
International Journal of Medical Robotics and Computer Assisted Surgery,INT J MED ROBOT COMP,1.511
ARCHIVES OF ORTHOPAEDIC AND TRAUMA SURGERY,ARCH ORTHOP TRAUM SU,1.496
BMC Surgery,BMC SURG,1.469
KNEE,KNEE,1.446
Orthopaedics & Traumatology-Surgery & Research,ORTHOP TRAUMATOL-SUR,1.393
Journal of Burn Care & Research,J BURN CARE RES,1.37
International Journal of Lower Extremity Wounds,INT J LOW EXTR WOUND,1.366
Surgical Innovation,SURG INNOV,1.358
Advances in Skin & Wound Care,ADV SKIN WOUND CARE,1.337
ANNALS OF THE ROYAL COLLEGE OF SURGEONS OF ENGLAND,ANN ROY COLL SURG,1.332
SURGERY TODAY,SURG TODAY,1.329
Surgical Infections,SURG INFECT,1.316
Journal of Laparoendoscopic & Advanced Surgical Techniques,J LAPAROENDOSC ADV S,1.297
World Journal of Surgical Oncology,WORLD J SURG ONCOL,1.286
MINIMALLY INVASIVE THERAPY & ALLIED TECHNOLOGIES,MINIM INVASIV THER,1.279
EUROPEAN JOURNAL OF PEDIATRIC SURGERY,EUR J PEDIATR SURG,1.269
BRITISH JOURNAL OF ORAL & MAXILLOFACIAL SURGERY,BRIT J ORAL MAX SURG,1.237
Ophthalmic Surgery Lasers & Imaging Retina,OSLI RETINA,1.212
CLINICAL NEUROLOGY AND NEUROSURGERY,CLIN NEUROL NEUROSUR,1.198
SURGICAL AND RADIOLOGIC ANATOMY,SURG RADIOL ANAT,1.195
Ostomy Wound Management,OSTOMY WOUND MANAG,1.176
ANZ JOURNAL OF SURGERY,ANZ J SURG,1.158
EUROPEAN SURGICAL RESEARCH,EUR SURG RES,1.154
CHILDS NERVOUS SYSTEM,CHILD NERV SYST,1.08
Journal of Neurological Surgery Part B-Skull Base,J NEUROL SURG PART B,1.079
Journal of Foot & Ankle Surgery,J FOOT ANKLE SURG,1.066
AESTHETIC PLASTIC SURGERY,AESTHET PLAST SURG,1.065
CLINICS IN PLASTIC SURGERY,CLIN PLAST SURG,1.065
BRITISH JOURNAL OF NEUROSURGERY,BRIT J NEUROSURG,1.063
Canadian Journal of Plastic Surgery,CAN J PLAST SURG,1.053
CLEFT PALATE-CRANIOFACIAL JOURNAL,CLEFT PALATE-CRAN J,1.05
ANNALS OF VASCULAR SURGERY,ANN VASC SURG,1.045
Annals of Transplantation,ANN TRANSPL,1.032
SURGICAL LAPAROSCOPY ENDOSCOPY & PERCUTANEOUS TECHNIQUES,SURG LAPARO ENDO PER,1.019
PEDIATRIC SURGERY INTERNATIONAL,PEDIATR SURG INT,1.01
CIRUGIA ESPANOLA,CIR ESPAN,1
JOURNAL OF INVESTIGATIVE SURGERY,J INVEST SURG,1
Journal of Cosmetic and Laser Therapy,J COSMET LASER THER,1
OPHTHALMIC PLASTIC AND RECONSTRUCTIVE SURGERY,OPHTHAL PLAST RECONS,0.991
Journal of the Korean Surgical Society,J KOREAN SURG SOC,0.973
Progress in Transplantation,PROG TRANSPLANT,0.971
THORACIC AND CARDIOVASCULAR SURGEON,THORAC CARDIOV SURG,0.957
Videosurgery and Other Miniinvasive Techniques,VIDEOSURGERY MINIINV,0.92
Asian Journal of Surgery,ASIAN J SURG,0.912
Journal of Vascular Surgery-Venous and Lymphatic Disorders,J VASC SURG-VENOUS L,0.882
MINERVA CHIRURGICA,MINERVA CHIR,0.877
TRANSPLANTATION PROCEEDINGS,TRANSPL P,0.867
Eklem Hastaliklari ve Cerrahisi-Joint Diseases and Related Surgery,EKLEM HAST CERRAHISI,0.845
Journal of Minimal Access Surgery,J MINIM ACCESS SURG,0.83
JSLS-Journal of the Society of Laparoendoscopic Surgeons,JSLS-J SOC LAPAROEND,0.814
HEPATO-GASTROENTEROLOGY,HEPATO-GASTROENTEROL,0.792
Journal of Plastic Surgery and Hand Surgery,J PLAST SURG HAND SU,0.791
JOURNAL OF CARDIAC SURGERY,J CARDIAC SURG,0.783
INTERNATIONAL JOURNAL OF SURGICAL PATHOLOGY,INT J SURG PATHOL,0.782
Vascular and Endovascular Surgery,VASC ENDOVASC SURG,0.782
AMERICAN SURGEON,AM SURGEON,0.769
Annals of Surgical Treatment and Research,ANN SURG TREAT RES,0.73
Journal of Neurological Surgery Part A-Central European Neurosurgery,J NEUROL SURG PART A,0.723
Clinics in Colon and Rectal Surgery,CLIN COLON RECT SURG,0.714
JOURNAL OF CRANIOFACIAL SURGERY,J CRANIOFAC SURG,0.7
Handchirurgie Mikrochirurgie Plastische Chirurgie,HANDCHIR MIKROCHIR P,0.692
Annals of Thoracic and Cardiovascular Surgery,ANN THORAC CARDIOVAS,0.658
NEUROCHIRURGIE,NEUROCHIRURGIE,0.644
ZENTRALBLATT FUR CHIRURGIE,ZBL CHIR,0.638
FACIAL PLASTIC SURGERY,FACIAL PLAST SURG,0.631
CHIRURG,CHIRURG,0.63
Seminars in Vascular Surgery,SEMIN VASC SURG,0.62
Facial Plastic Surgery Clinics of North America,FACIAL PLAST SURG CL,0.614
NEUROLOGIA MEDICO-CHIRURGICA,NEUROL MED-CHIR,0.612
Computer Aided Surgery,COMPUT AIDED SURG,0.606
Journal of Korean Neurosurgical Society,J KOREAN NEUROSURG S,0.599
Annales de Chirurgie Plastique Esthetique,ANN CHIR PLAST ESTH,0.581
UNFALLCHIRURG,UNFALLCHIRURG,0.581
Acta Cirurgica Brasileira,ACTA CIR BRAS,0.58
Journal of Orthopaedic Surgery,J ORTHOP SURG-HONG K,0.542
European Surgery-Acta Chirurgica Austriaca,EUR SURG,0.533
Revista Brasileira de Cirurgia Cardiovascular,REV BRAS CIR CARDIOV,0.526
International Journal of Shoulder Surgery,INT J SHOULDER SURG,0.519
Turkish Neurosurgery,TURK NEUROSURG,0.508
INTERNATIONAL SURGERY,INT SURG,0.5
Seminars in Plastic Surgery,SEMIN PLAST SURG,0.483
SOUTH AFRICAN JOURNAL OF SURGERY,S AFR J SURG,0.462
WOUNDS-A COMPENDIUM OF CLINICAL RESEARCH AND PRACTICE,WOUNDS,0.45
Chirurgie de la Main,CHIR MAIN,0.439
NEUROCIRUGIA,NEUROCIRUGIA,0.41
Annali Italiani di Chirurgia,ANN ITAL CHIR,0.395
ACTA CHIRURGICA BELGICA,ACTA CHIR BELG,0.394
OPERATIVE TECHNIQUES IN SPORTS MEDICINE,OPER TECHN SPORT MED,0.365
Indian Journal of Surgery,INDIAN J SURG,0.353
HEART SURGERY FORUM,HEART SURG FORUM,0.343
PEDIATRIC NEUROSURGERY,PEDIATR NEUROSURG,0.245
CESKA A SLOVENSKA NEUROLOGIE A NEUROCHIRURGIE,CESK SLOV NEUROL N,0.209
Endoskopie Heute,ENDOSKOPIE HEUTE,0.188
Cirugia y Cirujanos,CIR CIR,0.137
Turk Gogus Kalp Damar Cerrahisi Dergisi-Turkish Journal of Thoracic and Cardiovascular Surgery,TURK GOGUS KALP DAMA,0.12
Plastic Surgery,PLAST SURG-CHIR PLAS,0.022
