nfull,nabb,if
JOURNAL OF NEUROPATHOLOGY AND EXPERIMENTAL NEUROLOGY,J NEUROPATH EXP NEUR,3.432
CLINICAL NEUROPHYSIOLOGY,CLIN NEUROPHYSIOL,3.426
NEUROGENETICS,NEUROGENETICS,3.426
DEMENTIA AND GERIATRIC COGNITIVE DISORDERS,DEMENT GERIATR COGN,3.408
JOURNAL OF NEUROLOGY,J NEUROL,3.408
Pain Physician,PAIN PHYSICIAN,3.407
CEREBROVASCULAR DISEASES,CEREBROVASC DIS,3.359
SLEEP MEDICINE,SLEEP MED,3.339
JOURNAL OF HEAD TRAUMA REHABILITATION,J HEAD TRAUMA REHAB,3.323
NEUROGASTROENTEROLOGY AND MOTILITY,NEUROGASTROENT MOTIL,3.31
Frontiers in Neurology,FRONT NEUROL,3.184
Current Alzheimer Research,CURR ALZHEIMER RES,3.145
AMERICAN JOURNAL OF NEURORADIOLOGY,AM J NEURORADIOL,3.124
NEUROMUSCULAR DISORDERS,NEUROMUSCULAR DISORD,3.107
JOURNAL OF SLEEP RESEARCH,J SLEEP RES,3.093
Current Neurology and Neuroscience Reports,CURR NEUROL NEUROSCI,2.961
HEADACHE,HEADACHE,2.961
Neurodegenerative Diseases,NEURODEGENER DIS,2.937
EUROPEAN JOURNAL OF PAIN,EUR J PAIN,2.9
Clinical Neuroradiology,CLIN NEURORADIOL,2.887
JOURNAL OF NEUROSURGICAL ANESTHESIOLOGY,J NEUROSURG ANESTH,2.828
Journal of Neurodevelopmental Disorders,J NEURODEV DISORD,2.787
NEUROEPIDEMIOLOGY,NEUROEPIDEMIOLOGY,2.784
JOURNAL OF NEURORADIOLOGY,J NEURORADIOLOGY,2.759
JOURNAL OF NEURO-ONCOLOGY,J NEURO-ONCOL,2.754
MUSCLE & NERVE,MUSCLE NERVE,2.713
CLINICAL JOURNAL OF PAIN,CLIN J PAIN,2.712
Journal of Clinical Sleep Medicine,J CLIN SLEEP MED,2.71
World Neurosurgery,WORLD NEUROSURG,2.685
Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration,AMYOTROPH LAT SCL FR,2.677
Spine Journal,SPINE J,2.66
JOURNAL OF PAIN AND SYMPTOM MANAGEMENT,J PAIN SYMPTOM MANAG,2.649
Therapeutic Advances in Neurological Disorders,THER ADV NEUROL DISO,2.642
JOURNAL OF THE INTERNATIONAL NEUROPSYCHOLOGICAL SOCIETY,J INT NEUROPSYCH SOC,2.633
JOURNAL OF NEURAL TRANSMISSION,J NEURAL TRANSM,2.587
Expert Review of Neurotherapeutics,EXPERT REV NEUROTHER,2.578
ACTA NEUROLOGICA SCANDINAVICA,ACTA NEUROL SCAND,2.559
Neurosurgical Focus,NEUROSURG FOCUS,2.546
ALZHEIMER DISEASE & ASSOCIATED DISORDERS,ALZ DIS ASSOC DIS,2.53
Neurocritical Care,NEUROCRIT CARE,2.488
Behavioral Sleep Medicine,BEHAV SLEEP MED,2.485
PSYCHIATRY RESEARCH-NEUROIMAGING,PSYCHIAT RES-NEUROIM,2.477
HUMAN PSYCHOPHARMACOLOGY-CLINICAL AND EXPERIMENTAL,HUM PSYCHOPHARM CLIN,2.44
SPINE,SPINE,2.439
JOURNAL OF NEUROPSYCHIATRY AND CLINICAL NEUROSCIENCES,J NEUROPSYCH CLIN N,2.433
NEUROMODULATION,NEUROMODULATION,2.409
Journal of Pain Research,J PAIN RES,2.363
EPILEPSY & BEHAVIOR,EPILEPSY BEHAV,2.332
Sleep and Breathing,SLEEP BREATH,2.332
Pain Practice,PAIN PRACT,2.317
JOURNAL OF SPINAL DISORDERS & TECHNIQUES,J SPINAL DISORD TECH,2.291
NEURORADIOLOGY,NEURORADIOLOGY,2.274
JOURNAL OF THE PERIPHERAL NERVOUS SYSTEM,J PERIPHER NERV SYST,2.258
EPILEPSY RESEARCH,EPILEPSY RES,2.237
NEUROSURGICAL REVIEW,NEUROSURG REV,2.166
Current Treatment Options in Neurology,CURR TREAT OPTION NE,2.15
EUROPEAN SPINE JOURNAL,EUR SPINE J,2.132
JOURNAL OF GERIATRIC PSYCHIATRY AND NEUROLOGY,J GERIATR PSYCH NEUR,2.127
JOURNAL OF NEUROSURGERY-SPINE,J NEUROSURG-SPINE,2.126
JOURNAL OF THE NEUROLOGICAL SCIENCES,J NEUROL SCI,2.126
CURRENT NEUROVASCULAR RESEARCH,CURR NEUROVASC RES,2.123
SEIZURE-EUROPEAN JOURNAL OF EPILEPSY,SEIZURE-EUR J EPILEP,2.109
CHILD NEUROPSYCHOLOGY,CHILD NEUROPSYCHOL,2.034
PSYCHIATRY AND CLINICAL NEUROSCIENCES,PSYCHIAT CLIN NEUROS,2.025
Current Pain and Headache Reports,CURR PAIN HEADACHE R,1.975
NEUROLOGIC CLINICS,NEUROL CLIN,1.973
BMC Neurology,BMC NEUROL,1.961
OTOLOGY & NEUROTOLOGY,OTOL NEUROTOL,1.953
EUROPEAN JOURNAL OF PAEDIATRIC NEUROLOGY,EUR J PAEDIATR NEURO,1.923
Journal of Clinical Neurology,J CLIN NEUROL,1.876
Neuropsychiatric Disease and Treatment,NEUROPSYCH DIS TREAT,1.867
PEDIATRIC NEUROLOGY,PEDIATR NEUROL,1.866
CLINICAL EEG AND NEUROSCIENCE,CLIN EEG NEUROSCI,1.862
SEMINARS IN NEUROLOGY,SEMIN NEUROL,1.838
JOURNAL OF NERVOUS AND MENTAL DISEASE,J NERV MENT DIS,1.836
Journal of Neurogastroenterology and Motility,J NEUROGASTROENTEROL,1.817
Journal of Neurologic Physical Therapy,J NEUROL PHYS THER,1.805
NEUROLOGIA,NEUROLOGIA,1.79
BRAIN & DEVELOPMENT,BRAIN DEV-JPN,1.785
NEUROLOGICAL SCIENCES,NEUROL SCI,1.783
Journal of Neurosurgery-Pediatrics,J NEUROSURG-PEDIATR,1.757
CLINICAL NEUROPHARMACOLOGY,CLIN NEUROPHARMACOL,1.748
Parkinsons Disease,PARKINSONS DIS-US,1.722
JOURNAL OF CLINICAL AND EXPERIMENTAL NEUROPSYCHOLOGY,J CLIN EXP NEUROPSYC,1.693
Pain Research & Management,PAIN RES MANAG,1.685
Journal of Neurosurgical Sciences,J NEUROSURG SCI,1.651
BEHAVIOURAL NEUROLOGY,BEHAV NEUROL,1.629
JOURNAL OF NEUROIMAGING,J NEUROIMAGING,1.625
NEUROSURGERY CLINICS OF NORTH AMERICA,NEUROSURG CLIN N AM,1.624
ACTA NEUROCHIRURGICA,ACTA NEUROCHIR,1.617
American Journal of Alzheimers Disease and Other Dementias,AM J ALZHEIMERS DIS,1.614
Developmental Neurorehabilitation,DEV NEUROREHABIL,1.578
JOURNAL OF SPINAL CORD MEDICINE,J SPINAL CORD MED,1.578
JOURNAL OF NEURO-OPHTHALMOLOGY,J NEURO-OPHTHALMOL,1.576
CLINICAL NEUROPSYCHOLOGIST,CLIN NEUROPSYCHOL,1.556
NEUROPATHOLOGY,NEUROPATHOLOGY,1.556
SPINAL CORD,SPINAL CORD,1.546
ACTA NEUROLOGICA BELGICA,ACTA NEUROL BELG,1.495
NEUROPHYSIOLOGIE CLINIQUE-CLINICAL NEUROPHYSIOLOGY,NEUROPHYSIOL CLIN,1.479
NEUROREHABILITATION,NEUROREHABILITATION,1.453
JOURNAL OF CHILD NEUROLOGY,J CHILD NEUROL,1.434
NEUROLOGICAL RESEARCH,NEUROL RES,1.418
EUROPEAN NEUROLOGY,EUR NEUROL,1.403
JOURNAL OF CLINICAL NEUROSCIENCE,J CLIN NEUROSCI,1.387
Applied Neuropsychology-Child,APPL NEUROPSYCH-CHIL,1.365
JOURNAL OF CLINICAL NEUROPHYSIOLOGY,J CLIN NEUROPHYSIOL,1.337
Seminars in Pediatric Neurology,SEMIN PEDIATR NEUROL,1.303
NEUROPEDIATRICS,NEUROPEDIATRICS,1.291
CLINICAL NEUROPATHOLOGY,CLIN NEUROPATHOL,1.267
CLINICAL AUTONOMIC RESEARCH,CLIN AUTON RES,1.257
NEUROCASE,NEUROCASE,1.225
Brain Tumor Pathology,BRAIN TUMOR PATHOL,1.202
CLINICAL NEUROLOGY AND NEUROSURGERY,CLIN NEUROL NEUROSUR,1.198
Cognitive and Behavioral Neurology,COGN BEHAV NEUROL,1.185
Multiple Sclerosis and Related Disorders,MULT SCLER RELAT DIS,1.15
APHASIOLOGY,APHASIOLOGY,1.139
CHILDS NERVOUS SYSTEM,CHILD NERV SYST,1.08
Journal of Neurological Surgery Part B-Skull Base,J NEUROL SURG PART B,1.079
BRITISH JOURNAL OF NEUROSURGERY,BRIT J NEUROSURG,1.063
REVUE NEUROLOGIQUE,REV NEUROL-FRANCE,0.955
EPILEPTIC DISORDERS,EPILEPTIC DISORD,0.942
SCHMERZ,SCHMERZ,0.894
NEUROLOGIST,NEUROLOGIST,0.875
CANADIAN JOURNAL OF NEUROLOGICAL SCIENCES,CAN J NEUROL SCI,0.852
NERVENARZT,NERVENARZT,0.806
FORTSCHRITTE DER NEUROLOGIE PSYCHIATRIE,FORTSCHR NEUROL PSYC,0.803
Neurologia i Neurochirurgia Polska,NEUROL NEUROCHIR POL,0.747
JOURNAL OF NEUROSCIENCE NURSING,J NEUROSCI NURS,0.724
Journal of Neurological Surgery Part A-Central European Neurosurgery,J NEUROL SURG PART A,0.723
INTERVENTIONAL NEURORADIOLOGY,INTERV NEURORADIOL,0.703
Applied Neuropsychology-Adult,APPL NEUROPSYCH-ADUL,0.694
Annals of Indian Academy of Neurology,ANN INDIAN ACAD NEUR,0.687
REVISTA DE NEUROLOGIA,REV NEUROLOGIA,0.684
NEUROCHIRURGIE,NEUROCHIRURGIE,0.644
Sleep and Biological Rhythms,SLEEP BIOL RHYTHMS,0.628
NEUROLOGIA MEDICO-CHIRURGICA,NEUROL MED-CHIR,0.612
Journal of Korean Neurosurgical Society,J KOREAN NEUROSURG S,0.599
Brain Impairment,BRAIN IMPAIR,0.565
Neurosciences,NEUROSCIENCES,0.541
Turkish Neurosurgery,TURK NEUROSURG,0.508
Ideggyogyaszati Szemle-Clinical Neuroscience,IDEGGYOGY SZEMLE,0.376
Zeitschrift fur Neuropsychologie,Z NEUROPSYCHOL,0.371
PEDIATRIC NEUROSURGERY,PEDIATR NEUROSURG,0.245
Neurology Asia,NEUROL ASIA,0.196
Noropsikiyatri Arsivi-Archives of Neuropsychiatry,NOROPSIKIYATRI ARS,0.171
KLINISCHE NEUROPHYSIOLOGIE,KLIN NEUROPHYSIOL,0.148
