nfull,nabb,if
GENES & GENETIC SYSTEMS,GENES GENET SYST,1.339
Genetic Testing and Molecular Biomarkers,GENET TEST MOL BIOMA,1.297
VIRUS GENES,VIRUS GENES,1.285
International Journal of Immunogenetics,INT J IMMUNOGENET,1.174
JOURNAL OF GENETICS,J GENET,1.108
HEREDITAS,HEREDITAS,1.083
BIRTH DEFECTS RESEARCH PART B-DEVELOPMENTAL AND REPRODUCTIVE TOXICOLOGY,BIRTH DEFECTS RES B,0.965
BIOCHEMICAL GENETICS,BIOCHEM GENET,0.952
NEW GENETICS AND SOCIETY,NEW GENET SOC,0.929
HUMAN BIOLOGY,HUM BIOL,0.857
GENETICS AND MOLECULAR RESEARCH,GENET MOL RES,0.764
Genetics Research,GENET RES,0.743
Genes & Genomics,GENES GENOM,0.692
EVOLUTIONARY ECOLOGY RESEARCH,EVOL ECOL RES,0.585
CLINICAL DYSMORPHOLOGY,CLIN DYSMORPHOL,0.518
CARYOLOGIA,CARYOLOGIA,0.494
RUSSIAN JOURNAL OF GENETICS,RUSS J GENET+,0.448
Conservation Genetics Resources,CONSERV GENET RESOUR,0.446
Balkan Journal of Medical Genetics,BALK J MED GENET,0.404
GENETIC COUNSELING,GENET COUNSEL,0.384
INTERNATIONAL JOURNAL OF HUMAN GENETICS,INT J HUM GENET,0.382
Cytology and Genetics,CYTOL GENET+,0.34
Genetika-Belgrade,GENETIKA-BELGRADE,0.308
SILVAE GENETICA,SILVAE GENET,0.236
CYTOLOGIA,CYTOLOGIA,0.227
Medizinische Genetik,MED GENET-BERLIN,0.086
