nfull,nabb,if
Current Analytical Chemistry,CURR ANAL CHEM,1.238
ANALYTICAL SCIENCES,ANAL SCI,1.174
ANALYTICAL LETTERS,ANAL LETT,1.088
ACCREDITATION AND QUALITY ASSURANCE,ACCREDIT QUAL ASSUR,1.01
JOURNAL OF RADIOANALYTICAL AND NUCLEAR CHEMISTRY,J RADIOANAL NUCL CH,0.983
JOURNAL OF AOAC INTERNATIONAL,J AOAC INT,0.918
Advances in Chromatography,ADV CHROMATOGR,0.833
International Journal of Analytical Chemistry,INT J ANAL CHEM,0.719
JOURNAL OF ANALYTICAL CHEMISTRY,J ANAL CHEM+,0.694
JOURNAL OF LIQUID CHROMATOGRAPHY & RELATED TECHNOLOGIES,J LIQ CHROMATOGR R T,0.669
JPC-JOURNAL OF PLANAR CHROMATOGRAPHY-MODERN TLC,JPC-J PLANAR CHROMAT,0.611
CHINESE JOURNAL OF ANALYTICAL CHEMISTRY,CHINESE J ANAL CHEM,0.566
ACTA CHROMATOGRAPHICA,ACTA CHROMATOGR,0.55
COMMUNICATIONS IN SOIL SCIENCE AND PLANT ANALYSIS,COMMUN SOIL SCI PLAN,0.529
INSTRUMENTATION SCIENCE & TECHNOLOGY,INSTRUM SCI TECHNOL,0.525
LC GC EUROPE,LC GC EUR,0.481
STUDIES IN CONSERVATION,STUD CONSERV,0.323
Journal of Water Chemistry and Technology,J WATER CHEM TECHNO+,0.258
BUNSEKI KAGAKU,BUNSEKI KAGAKU,0.229
ArcheoSciences-Revue d Archeometrie,ARCHEOSCIENCES-REV A,0.111
AMERICAN LABORATORY,AM LAB,0.028
