nfull,nabb,if
AUTOIMMUNITY,AUTOIMMUNITY,2.917
AMERICAN JOURNAL OF REPRODUCTIVE IMMUNOLOGY,AM J REPROD IMMUNOL,2.916
BIODRUGS,BIODRUGS,2.867
Innate Immunity,INNATE IMMUN-LONDON,2.83
Journal of Immunology Research,J IMMUNOL RES,2.812
IMMUNOBIOLOGY,IMMUNOBIOLOGY,2.781
INFECTIOUS DISEASE CLINICS OF NORTH AMERICA,INFECT DIS CLIN N AM,2.776
Current Opinion in Allergy and Clinical Immunology,CURR OPIN ALLERGY CL,2.771
Immunity & Ageing,IMMUN AGEING,2.708
INTERNATIONAL ARCHIVES OF ALLERGY AND IMMUNOLOGY,INT ARCH ALLERGY IMM,2.677
INFLAMMATION,INFLAMMATION,2.618
Expert Review of Clinical Immunology,EXPERT REV CLIN IMMU,2.596
PEDIATRIC INFECTIOUS DISEASE JOURNAL,PEDIATR INFECT DIS J,2.587
EUROPEAN CYTOKINE NETWORK,EUR CYTOKINE NETW,2.562
INFLAMMATION RESEARCH,INFLAMM RES,2.557
CRITICAL REVIEWS IN IMMUNOLOGY,CRIT REV IMMUNOL,2.551
INTERNATIONAL IMMUNOPHARMACOLOGY,INT IMMUNOPHARMACOL,2.551
JOURNAL OF NEUROIMMUNOLOGY,J NEUROIMMUNOL,2.536
IMMUNOLOGY LETTERS,IMMUNOL LETT,2.483
Pathogens and Disease,PATHOG DIS,2.483
GENES AND IMMUNITY,GENES IMMUN,2.472
ARCHIVUM IMMUNOLOGIAE ET THERAPIAE EXPERIMENTALIS,ARCH IMMUNOL THER EX,2.464
CELLULAR IMMUNOLOGY,CELL IMMUNOL,2.399
NEUROIMMUNOMODULATION,NEUROIMMUNOMODULAT,2.361
ALLERGOLOGY INTERNATIONAL,ALLERGOL INT,2.355
IMMUNOLOGY AND ALLERGY CLINICS OF NORTH AMERICA,IMMUNOL ALLERGY CLIN,2.352
Allergy Asthma & Immunology Research,ALLERGY ASTHMA IMMUN,2.309
INFLAMMOPHARMACOLOGY,INFLAMMOPHARMACOLOGY,2.304
IMMUNOGENETICS,IMMUNOGENETICS,2.303
MEDICAL MICROBIOLOGY AND IMMUNOLOGY,MED MICROBIOL IMMUN,2.302
MICROBES AND INFECTION,MICROBES INFECT,2.291
Allergy Asthma and Clinical Immunology,ALLERGY ASTHMA CL IM,2.283
Clinical and Vaccine Immunology,CLIN VACCINE IMMUNOL,2.277
SCANDINAVIAN JOURNAL OF IMMUNOLOGY,SCAND J IMMUNOL,2.27
JOURNAL OF ANTIBIOTICS,J ANTIBIOT,2.173
BMC IMMUNOLOGY,BMC IMMUNOL,2.161
TRANSFUSION MEDICINE AND HEMOTHERAPY,TRANSFUS MED HEMOTH,2.16
Human Vaccines & Immunotherapeutics,HUM VACC IMMUNOTHER,2.146
JOURNAL OF INTERFERON AND CYTOKINE RESEARCH,J INTERF CYTOK RES,2.135
JOURNAL OF INVESTIGATIONAL ALLERGOLOGY AND CLINICAL IMMUNOLOGY,J INVEST ALLERG CLIN,2.131
HUMAN IMMUNOLOGY,HUM IMMUNOL,2.127
Immunotherapy,IMMUNOTHERAPY-UK,2.083
AIDS REVIEWS,AIDS REV,2.068
TISSUE ANTIGENS,TISSUE ANTIGENS,2.046
Endocrine Metabolic & Immune Disorders-Drug Targets,ENDOCR METAB IMMUNE,1.987
Journal of Inflammation-London,J INFLAMM-LOND,1.975
AIDS RESEARCH AND HUMAN RETROVIRUSES,AIDS RES HUM RETROV,1.949
COMPARATIVE IMMUNOLOGY MICROBIOLOGY AND INFECTIOUS DISEASES,COMP IMMUNOL MICROB,1.943
APMIS,APMIS,1.933
LYMPHOLOGY,LYMPHOLOGY,1.921
PARASITE IMMUNOLOGY,PARASITE IMMUNOL,1.917
MICROBIAL PATHOGENESIS,MICROB PATHOGENESIS,1.888
JOURNAL OF IMMUNOLOGICAL METHODS,J IMMUNOL METHODS,1.858
IMMUNOLOGICAL INVESTIGATIONS,IMMUNOL INVEST,1.78
Infectious Agents and Cancer,INFECT AGENTS CANCER,1.718
ALLERGOLOGIA ET IMMUNOPATHOLOGIA,ALLERGOL IMMUNOPATH,1.689
VETERINARY IMMUNOLOGY AND IMMUNOPATHOLOGY,VET IMMUNOL IMMUNOP,1.664
IMMUNOPHARMACOLOGY AND IMMUNOTOXICOLOGY,IMMUNOPHARM IMMUNOT,1.617
CURRENT HIV RESEARCH,CURR HIV RES,1.562
FOOD AND AGRICULTURAL IMMUNOLOGY,FOOD AGR IMMUNOL,1.548
JOURNAL OF BIOLOGICAL REGULATORS AND HOMEOSTATIC AGENTS,J BIOL REG HOMEOS AG,1.546
VIRAL IMMUNOLOGY,VIRAL IMMUNOL,1.513
INTERNATIONAL JOURNAL OF IMMUNOPATHOLOGY AND PHARMACOLOGY,INT J IMMUNOPATH PH,1.47
Transplant Infectious Disease,TRANSPL INFECT DIS,1.459
INDIAN JOURNAL OF MEDICAL RESEARCH,INDIAN J MED RES,1.446
MICROBIOLOGY AND IMMUNOLOGY,MICROBIOL IMMUNOL,1.428
TRANSPLANT IMMUNOLOGY,TRANSPL IMMUNOL,1.317
INTERNATIONAL JOURNAL OF STD & AIDS,INT J STD AIDS,1.3
ASIAN PACIFIC JOURNAL OF ALLERGY AND IMMUNOLOGY,ASIAN PAC J ALLERGY,1.269
International Journal of Immunogenetics,INT J IMMUNOGENET,1.174
Iranian Journal of Allergy Asthma and Immunology,IRAN J ALLERGY ASTHM,1.117
Indian Journal of Medical Microbiology,INDIAN J MED MICROBI,1.006
Pediatric Allergy Immunology and Pulmonology,PEDIAT ALLER IMM PUL,0.941
TRANSPLANTATION PROCEEDINGS,TRANSPL P,0.867
ISJ-Invertebrate Survival Journal,ISJ-INVERT SURVIV J,0.754
Iranian Journal of Immunology,IRAN J IMMUNOL,0.741
ACTA MICROBIOLOGICA ET IMMUNOLOGICA HUNGARICA,ACTA MICROBIOL IMM H,0.568
TRANSFUSION CLINIQUE ET BIOLOGIQUE,TRANSFUS CLIN BIOL,0.561
European Journal of Inflammation,EUR J INFLAMM,0.532
Central European Journal of Immunology,CENT EUR J IMMUNOL,0.309
