nfull,nabb,if
TOHOKU JOURNAL OF EXPERIMENTAL MEDICINE,TOHOKU J EXP MED,1.287
MEDICINA CLINICA,MED CLIN-BARCELONA,1.267
JOURNAL OF KOREAN MEDICAL SCIENCE,J KOREAN MED SCI,1.256
MINERVA MEDICA,MINERVA MED,1.236
Sexual Medicine,SEX MED-UK,1.188
MEDICAL PRINCIPLES AND PRACTICE,MED PRIN PRACT,1.159
IRISH JOURNAL OF MEDICAL SCIENCE,IRISH J MED SCI,1.158
YONSEI MEDICAL JOURNAL,YONSEI MED J,1.154
Atencion Primaria,ATEN PRIM,1.098
JOURNAL OF THE NATIONAL MEDICAL ASSOCIATION,J NATL MED ASSOC,1.067
JOURNAL OF EVALUATION IN CLINICAL PRACTICE,J EVAL CLIN PRACT,1.053
ANNALS ACADEMY OF MEDICINE SINGAPORE,ANN ACAD MED SINGAP,1.041
PRESSE MEDICALE,PRESSE MED,1.015
Journal of the Chinese Medical Association,J CHIN MED ASSOC,1.013
FAMILY MEDICINE,FAM MED,0.981
Danish Medical Journal,DAN MED J,0.972
MILITARY MEDICINE,MIL MED,0.969
CHINESE MEDICAL JOURNAL,CHINESE MED J-PEKING,0.957
Sao Paulo Medical Journal,SAO PAULO MED J,0.955
Archives of Iranian Medicine,ARCH IRAN MED,0.931
NATIONAL MEDICAL JOURNAL OF INDIA,NATL MED J INDIA,0.907
REVUE DE MEDECINE INTERNE,REV MED INTERNE,0.905
HONG KONG MEDICAL JOURNAL,HONG KONG MED J,0.887
SOUTHERN MEDICAL JOURNAL,SOUTH MED J,0.882
ISRAEL MEDICAL ASSOCIATION JOURNAL,ISR MED ASSOC J,0.879
Colombia Medica,COLOMB MEDICA,0.873
Journal of Postgraduate Medicine,J POSTGRAD MED,0.87
WIENER KLINISCHE WOCHENSCHRIFT,WIEN KLIN WOCHENSCHR,0.836
INTERNAL MEDICINE,INTERNAL MED,0.832
Journal of Research in Medical Sciences,J RES MED SCI,0.812
PRIMARY CARE,PRIMARY CARE,0.76
REVISTA CLINICA ESPANOLA,REV CLIN ESP,0.76
Australian Family Physician,AUST FAM PHYSICIAN,0.759
AVIATION SPACE AND ENVIRONMENTAL MEDICINE,AVIAT SPACE ENVIR MD,0.755
ACTA CLINICA BELGICA,ACTA CLIN BELG,0.683
Iranian Red Crescent Medical Journal,IRAN RED CRESCENT ME,0.676
Revista da Associacao Medica Brasileira,REV ASSOC MED BRAS,0.664
Journal of the Royal Army Medical Corps,J ROY ARMY MED CORPS,0.662
JOURNAL OF FAMILY PRACTICE,J FAM PRACTICE,0.658
African Health Sciences,AFR HEALTH SCI,0.642
Medicina-Lithuania,MEDICINA-LITHUANIA,0.609
MEDICINA-BUENOS AIRES,MEDICINA-BUENOS AIRE,0.589
JOURNAL OF NIPPON MEDICAL SCHOOL,J NIPPON MED SCH,0.586
SINGAPORE MEDICAL JOURNAL,SINGAP MED J,0.573
Medizinische Klinik-Intensivmedizin und Notfallmedizin,MED KLIN-INTENSIVMED,0.564
SAUDI MEDICAL JOURNAL,SAUDI MED J,0.562
Hippokratia,HIPPOKRATIA,0.56
Pakistan Journal of Medical Sciences,PAK J MED SCI,0.544
SCOTTISH MEDICAL JOURNAL,SCOT MED J,0.542
Nigerian Journal of Clinical Practice,NIGER J CLIN PRACT,0.524
International Journal of Osteopathic Medicine,INT J OSTEOPATH MED,0.509
Balkan Medical Journal,BALK MED J,0.504
DEUTSCHE MEDIZINISCHE WOCHENSCHRIFT,DEUT MED WOCHENSCHR,0.503
JOURNAL OF THE PAKISTAN MEDICAL ASSOCIATION,J PAK MED ASSOC,0.488
Revista de Investigacion Clinica-Clinical and Translational Investigation,REV INVEST CLIN,0.477
Bratislava Medical Journal-Bratislavske Lekarske Listy,BRATISL MED J,0.454
REVISTA MEDICA DE CHILE,REV MED CHILE,0.44
MEDICAL PROBLEMS OF PERFORMING ARTISTS,MED PROBL PERFORM AR,0.435
Acta Clinica Croatica,ACTA CLIN CROAT,0.412
Vojnosanitetski Pregled,VOJNOSANIT PREGL,0.355
JCPSP-Journal of the College of Physicians and Surgeons Pakistan,JCPSP-J COLL PHYSICI,0.343
INTERNIST,INTERNIST,0.336
Turkish Journal Of Medical Sciences,TURK J MED SCI,0.325
ANNALS OF SAUDI MEDICINE,ANN SAUDI MED,0.311
Acta Medica Portuguesa,ACTA MEDICA PORT,0.304
Laeknabladid,LAEKNABLADID,0.301
BRITISH JOURNAL OF HOSPITAL MEDICINE,BRIT J HOSP MED,0.298
ORVOSI HETILAP,ORVOSI HETILAP,0.291
Srpski Arhiv za Celokupno Lekarstvo,SRP ARK CELOK LEK,0.277
Gaceta Medica de Mexico,GAC MED MEX,0.263
JAAPA-Journal of the American Academy of Physician Assistants,JAAPA-J AM ACAD PHYS,0.254
Journal of Nepal Medical Association,J NEPAL MED ASSOC,0.203
Central European Journal of Medicine,CENT EUR J MED,0.19
WEST INDIAN MEDICAL JOURNAL,W INDIAN MED J,0.186
TERAPEVTICHESKII ARKHIV,TERAPEVT ARKH,0.182
MEDICINA DELLO SPORT,MED SPORT,0.163
Acta Medica Mediterranea,ACTA MEDICA MEDITERR,0.154
Kuwait Medical Journal,KUWAIT MED J,0.08
BULLETIN DE L ACADEMIE NATIONALE DE MEDECINE,B ACAD NAT MED PARIS,0.014
Aerospace Medicine and Human Performance,AEROSP MED HUM PERF,Not Available
Open Medicine,OPEN MED-WARSAW,Not Available
