nfull,nabb,if
Geoscience Data Journal,GEOSCI DATA J,1.562
Acta Meteorologica Sinica,ACTA METEOROL SIN,1.551
WATER AIR AND SOIL POLLUTION,WATER AIR SOIL POLL,1.551
JOURNAL OF ATMOSPHERIC CHEMISTRY,J ATMOS CHEM,1.55
JOURNAL OF ATMOSPHERIC AND SOLAR-TERRESTRIAL PHYSICS,J ATMOS SOL-TERR PHY,1.463
DYNAMICS OF ATMOSPHERES AND OCEANS,DYNAM ATMOS OCEANS,1.439
ADVANCES IN SPACE RESEARCH,ADV SPACE RES,1.409
TELLUS SERIES A-DYNAMIC METEOROLOGY AND OCEANOGRAPHY,TELLUS A,1.398
ENVIRONMENTAL FLUID MECHANICS,ENVIRON FLUID MECH,1.394
ADVANCES IN ATMOSPHERIC SCIENCES,ADV ATMOS SCI,1.363
NONLINEAR PROCESSES IN GEOPHYSICS,NONLINEAR PROC GEOPH,1.321
PHYSICS AND CHEMISTRY OF THE EARTH,PHYS CHEM EARTH,1.297
Natural Hazards Review,NAT HAZARDS REV,1.293
METEOROLOGICAL APPLICATIONS,METEOROL APPL,1.273
RADIO SCIENCE,RADIO SCI,1.273
Journal of Operational Oceanography,J OPER OCEANOGR,1.263
Weather,WEATHER,1.262
International Journal of Disaster Risk Reduction,INT J DISAST RISK RE,1.242
Atmosphere,ATMOSPHERE-BASEL,1.221
METEOROLOGY AND ATMOSPHERIC PHYSICS,METEOROL ATMOS PHYS,1.172
Advances in Meteorology,ADV METEOROL,1.107
Geoscientific Instrumentation Methods and Data Systems,GEOSCI INSTRUM METH,1.071
Journal of Meteorological Research,J METEOROL RES-PRC,0.96
International Journal of Disaster Risk Science,INT J DISAST RISK SC,0.935
JOURNAL OF THE METEOROLOGICAL SOCIETY OF JAPAN,J METEOROL SOC JPN,0.933
PHYSICAL GEOGRAPHY,PHYS GEOGR,0.875
Idojaras,IDOJARAS,0.81
SOLA,SOLA,0.791
Journal of Tropical Meteorology,J TROP METEOROL,0.744
TERRESTRIAL ATMOSPHERIC AND OCEANIC SCIENCES,TERR ATMOS OCEAN SCI,0.556
ATMOSFERA,ATMOSFERA,0.547
IZVESTIYA ATMOSPHERIC AND OCEANIC PHYSICS,IZV ATMOS OCEAN PHY+,0.5
JOURNAL OF AGRICULTURAL METEOROLOGY,J AGRIC METEOROL,0.467
Journal of Agrometeorology,J AGROMETEOROL,0.361
Mausam,MAUSAM,0.306
Italian Journal of Agrometeorology-Rivista Italiana di Agrometeorologia,ITAL J AGROMETEOROL,0.29
Russian Meteorology and Hydrology,RUSS METEOROL HYDRO+,0.242
