nfull,nabb,if
GRAEFES ARCHIVE FOR CLINICAL AND EXPERIMENTAL OPHTHALMOLOGY,GRAEF ARCH CLIN EXP,1.991
COMPUTERS & OPERATIONS RESEARCH,COMPUT OPER RES,1.988
M&SOM-Manufacturing & Service Operations Management,M&SOM-MANUF SERV OP,1.966
INTERNATIONAL JOURNAL OF SYSTEMS SCIENCE,INT J SYST SCI,1.947
SYSTEMS & CONTROL LETTERS,SYST CONTROL LETT,1.908
OPHTHALMIC GENETICS,OPHTHALMIC GENET,1.886
VISUAL NEUROSCIENCE,VISUAL NEUROSCI,1.871
Flexible Services and Manufacturing Journal,FLEX SERV MANUF J,1.857
CORNEA,CORNEA,1.833
OPERATIONS RESEARCH,OPER RES,1.777
VISION RESEARCH,VISION RES,1.776
JOURNAL OF OCULAR PHARMACOLOGY AND THERAPEUTICS,J OCUL PHARMACOL TH,1.754
Contact Lens & Anterior Eye,CONTACT LENS ANTERIO,1.752
PRODUCTION AND OPERATIONS MANAGEMENT,PROD OPER MANAG,1.732
INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH,INT J PROD RES,1.693
JOURNAL OF QUALITY TECHNOLOGY,J QUAL TECHNOL,1.578
JOURNAL OF NEURO-OPHTHALMOLOGY,J NEURO-OPHTHALMOL,1.576
OPHTHALMIC EPIDEMIOLOGY,OPHTHAL EPIDEMIOL,1.571
PRODUCTION PLANNING & CONTROL,PROD PLAN CONTROL,1.532
OPHTHALMOLOGICA,OPHTHALMOLOGICA,1.515
JAPANESE JOURNAL OF OPHTHALMOLOGY,JPN J OPHTHALMOL,1.51
IIE TRANSACTIONS,IIE TRANS,1.463
Journal of Ophthalmology,J OPHTHALMOL,1.463
CANADIAN JOURNAL OF OPHTHALMOLOGY-JOURNAL CANADIEN D OPHTALMOLOGIE,CAN J OPHTHALMOL,1.46
QUALITY AND RELIABILITY ENGINEERING INTERNATIONAL,QUAL RELIAB ENG INT,1.457
COMPUTATIONAL OPTIMIZATION AND APPLICATIONS,COMPUT OPTIM APPL,1.444
DOCUMENTA OPHTHALMOLOGICA,DOC OPHTHALMOL,1.444
OPTOMETRY AND VISION SCIENCE,OPTOMETRY VISION SCI,1.442
ANNALS OF OPERATIONS RESEARCH,ANN OPER RES,1.406
MATHEMATICS OF OPERATIONS RESEARCH,MATH OPER RES,1.406
OR SPECTRUM,OR SPECTRUM,1.395
ENGINEERING OPTIMIZATION,ENG OPTIMIZ,1.38
4OR-A Quarterly Journal of Operations Research,4OR-Q J OPER RES,1.371
OPHTHALMIC RESEARCH,OPHTHALMIC RES,1.344
INTERNATIONAL JOURNAL OF COMPUTER INTEGRATED MANUFACTURING,INT J COMPUT INTEG M,1.319
Clinical and Experimental Optometry,CLIN EXP OPTOM,1.28
DISCRETE EVENT DYNAMIC SYSTEMS-THEORY AND APPLICATIONS,DISCRETE EVENT DYN S,1.268
International Transactions in Operational Research,INT T OPER RES,1.255
Eye & Contact Lens-Science and Clinical Practice,EYE CONTACT LENS,1.252
INFORMS JOURNAL ON COMPUTING,INFORMS J COMPUT,1.246
BMC Ophthalmology,BMC OPHTHALMOL,1.238
JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,J OPER RES SOC,1.225
JOURNAL OF GLOBAL OPTIMIZATION,J GLOBAL OPTIM,1.219
Ophthalmic Surgery Lasers & Imaging Retina,OSLI RETINA,1.212
ENGINEERING ECONOMIST,ENG ECON,1.207
Seminars in Ophthalmology,SEMIN OPHTHALMOL,1.184
INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY & DECISION MAKING,INT J INF TECH DECIS,1.183
Journal of Simulation,J SIMUL,1.164
JOURNAL OF OPTIMIZATION THEORY AND APPLICATIONS,J OPTIMIZ THEORY APP,1.16
Cutaneous and Ocular Toxicology,CUTAN OCUL TOXICOL,1.119
JOURNAL OF PEDIATRIC OPHTHALMOLOGY & STRABISMUS,J PEDIAT OPHTH STRAB,1.116
OPTIMAL CONTROL APPLICATIONS & METHODS,OPTIM CONTR APPL MET,1.097
Proceedings of the Institution of Mechanical Engineers Part O-Journal of Risk and Reliability,P I MECH ENG O-J RIS,1.073
JOURNAL OF SCHEDULING,J SCHEDULING,1.023
CONCURRENT ENGINEERING-RESEARCH AND APPLICATIONS,CONCURRENT ENG-RES A,1.02
Optimization Letters,OPTIM LETT,1.019
EUROPEAN JOURNAL OF OPHTHALMOLOGY,EUR J OPHTHALMOL,1.007
OPHTHALMIC PLASTIC AND RECONSTRUCTIVE SURGERY,OPHTHAL PLAST RECONS,0.991
Central European Journal of Operations Research,CENT EUR J OPER RES,0.978
INTERNATIONAL OPHTHALMOLOGY,INT OPHTHALMOL,0.959
Systems Engineering,SYSTEMS ENG,0.956
NETWORKS,NETWORKS,0.943
International Journal of Ophthalmology,INT J OPHTHALMOL-CHI,0.939
JOURNAL OF AAPOS,J AAPOS,0.931
Top,TOP,0.927
Memetic Computing,MEMET COMPUT,0.9
OPTIMIZATION AND ENGINEERING,OPTIM ENG,0.9
Discrete Optimization,DISCRETE OPTIM,0.889
IMA Journal of Management Mathematics,IMA J MANAG MATH,0.878
QUEUEING SYSTEMS,QUEUEING SYST,0.875
INTERNATIONAL JOURNAL OF TECHNOLOGY MANAGEMENT,INT J TECHNOL MANAGE,0.867
OPTIMIZATION METHODS & SOFTWARE,OPTIM METHOD SOFTW,0.841
INDIAN JOURNAL OF OPHTHALMOLOGY,INDIAN J OPHTHALMOL,0.825
OPTIMIZATION,OPTIMIZATION,0.822
Journal of Systems Science and Systems Engineering,J SYST SCI SYST ENG,0.804
SOCIO-ECONOMIC PLANNING SCIENCES,SOCIO-ECON PLAN SCI,0.796
NAVAL RESEARCH LOGISTICS,NAV RES LOG,0.787
Journal of Industrial and Management Optimization,J IND MANAG OPTIM,0.776
Studies in Informatics and Control,STUD INFORM CONTROL,0.723
European Journal of Industrial Engineering,EUR J IND ENG,0.718
KLINISCHE MONATSBLATTER FUR AUGENHEILKUNDE,KLIN MONATSBL AUGENH,0.689
OPHTHALMOLOGE,OPHTHALMOLOGE,0.635
INTERFACES,INTERFACES,0.631
OPERATIONS RESEARCH LETTERS,OPER RES LETT,0.627
Quality Technology and Quantitative Management,QUAL TECHNOL QUANT M,0.627
Operational Research,OPER RES-GER,0.6
APPLIED STOCHASTIC MODELS IN BUSINESS AND INDUSTRY,APPL STOCH MODEL BUS,0.574
Journal of Eye Movement Research,J EYE MOVEMENT RES,0.568
MATHEMATICAL METHODS OF OPERATIONS RESEARCH,MATH METHOD OPER RES,0.526
ARQUIVOS BRASILEIROS DE OFTALMOLOGIA,ARQ BRAS OFTALMOL,0.494
Journal of Systems Engineering and Electronics,J SYST ENG ELECTRON,0.468
ASIA-PACIFIC JOURNAL OF OPERATIONAL RESEARCH,ASIA PAC J OPER RES,0.425
SORT-Statistics and Operations Research Transactions,SORT-STAT OPER RES T,0.414
JOURNAL FRANCAIS D OPHTALMOLOGIE,J FR OPHTALMOL,0.391
PROBABILITY IN THE ENGINEERING AND INFORMATIONAL SCIENCES,PROBAB ENG INFORM SC,0.39
RAIRO-OPERATIONS RESEARCH,RAIRO-OPER RES,0.358
Pacific Journal of Optimization,PAC J OPTIM,0.307
INFOR,INFOR,0.095
