nfull,nabb,if
JOURNAL OF ESSENTIAL OIL RESEARCH,J ESSENT OIL RES,0.871
JOURNAL OF FOOD BIOCHEMISTRY,J FOOD BIOCHEM,0.832
GRASAS Y ACEITES,GRASAS ACEITES,0.827
FOOD BIOTECHNOLOGY,FOOD BIOTECHNOL,0.814
CyTA-Journal of Food,CYTA-J FOOD,0.769
JOURNAL OF FOOD QUALITY,J FOOD QUALITY,0.755
JOURNAL OF FOOD PROCESS ENGINEERING,J FOOD PROCESS ENG,0.745
Agribusiness,AGRIBUSINESS,0.738
Food Science and Technology,FOOD SCI TECH-BRAZIL,0.729
CZECH JOURNAL OF FOOD SCIENCES,CZECH J FOOD SCI,0.728
International Journal of Food Engineering,INT J FOOD ENG,0.712
IRISH JOURNAL OF AGRICULTURAL AND FOOD RESEARCH,IRISH J AGR FOOD RES,0.706
FOOD SCIENCE AND BIOTECHNOLOGY,FOOD SCI BIOTECHNOL,0.699
JOURNAL INTERNATIONAL DES SCIENCES DE LA VIGNE ET DU VIN,J INT SCI VIGNE VIN,0.695
POLISH JOURNAL OF FOOD AND NUTRITION SCIENCES,POL J FOOD NUTR SCI,0.679
Journal of Aquatic Food Product Technology,J AQUAT FOOD PROD T,0.673
Journal of the Korean Society for Applied Biological Chemistry,J KOREAN SOC APPL BI,0.655
Quality Assurance and Safety of Crops & Foods,QUAL ASSUR SAF CROP,0.624
Emirates Journal of Food and Agriculture,EMIR J FOOD AGR,0.623
FOOD AND DRUG LAW JOURNAL,FOOD DRUG LAW J,0.578
Journal of Oil Palm Research,J OIL PALM RES,0.544
Journal of Food Measurement and Characterization,J FOOD MEAS CHARACT,0.521
ITALIAN JOURNAL OF FOOD SCIENCE,ITAL J FOOD SCI,0.504
JOURNAL OF THE AMERICAN SOCIETY OF BREWING CHEMISTS,J AM SOC BREW CHEM,0.492
Ciencia e Tecnica Vitivinicola,CIENC TEC VITIVINIC,0.444
Journal fur Verbraucherschutz und Lebensmittelsicherheit-Journal of Consumer Protection and Food Safety,J VERBRAUCH LEBENSM,0.402
Food Hygiene and Safety Science,FOOD HYG SAFE SCI,0.4
Korean Journal for Food Science of Animal Resources,KOREAN J FOOD SCI AN,0.393
FOOD SCIENCE AND TECHNOLOGY RESEARCH,FOOD SCI TECHNOL RES,0.357
ACTA ALIMENTARIA,ACTA ALIMENT HUNG,0.333
LISTY CUKROVARNICKE A REPARSKE,LISTY CUKROV REPAR,0.317
Sugar Industry-Zuckerindustrie,SUGAR IND,0.25
FOOD TECHNOLOGY,FOOD TECHNOL-CHICAGO,0.239
AGRO FOOD INDUSTRY HI-TECH,AGRO FOOD IND HI TEC,0.202
INTERNATIONAL SUGAR JOURNAL,INT SUGAR J,0.181
MITTEILUNGEN KLOSTERNEUBURG,MITT KLOSTERNEUBURG,0.176
Rivista Italiana delle Sostanze Grasse,RIV ITAL SOSTANZE GR,0.159
FOOD AUSTRALIA,FOOD AUST,0.125
Journal of Food Safety and Food Quality-Archiv fur Lebensmittelhygiene,J FOOD SAF FOOD QUAL,0.083
FLEISCHWIRTSCHAFT,FLEISCHWIRTSCHAFT,0.077
JOURNAL OF THE JAPANESE SOCIETY FOR FOOD SCIENCE AND TECHNOLOGY-NIPPON SHOKUHIN KAGAKU KOGAKU KAISHI,J JPN SOC FOOD SCI,0.054
DEUTSCHE LEBENSMITTEL-RUNDSCHAU,DEUT LEBENSM-RUNDSCH,0.035
