nfull,nabb,if
Fuzzy Optimization and Decision Making,FUZZY OPTIM DECIS MA,2.569
Childhood Obesity,CHILD OBES,2.543
Paediatric Respiratory Reviews,PAEDIATR RESPIR REV,2.536
RELIABILITY ENGINEERING & SYSTEM SAFETY,RELIAB ENG SYST SAFE,2.498
Academic Pediatrics,ACAD PEDIATR,2.438
PEDIATRIC CLINICS OF NORTH AMERICA,PEDIATR CLIN N AM,2.424
JOURNAL OF PEDIATRIC GASTROENTEROLOGY AND NUTRITION,J PEDIATR GASTR NUTR,2.4
PEDIATRIC NEPHROLOGY,PEDIATR NEPHROL,2.338
JOURNAL OF DEVELOPMENTAL AND BEHAVIORAL PEDIATRICS,J DEV BEHAV PEDIATR,2.323
TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,TRANSPORT RES E-LOG,2.279
TECHNOVATION,TECHNOVATION,2.243
JOURNAL OF MANUFACTURING SYSTEMS,J MANUF SYST,2.24
JOURNAL OF HUMAN LACTATION,J HUM LACT,2.233
CURRENT OPINION IN PEDIATRICS,CURR OPIN PEDIATR,2.202
SAFETY SCIENCE,SAFETY SCI,2.157
JOURNAL OF CHILD AND ADOLESCENT PSYCHOPHARMACOLOGY,J CHILD ADOL PSYCHOP,2.149
Pediatric Rheumatology,PEDIATR RHEUMATOL,2.144
Child and Adolescent Psychiatry and Mental Health,CHILD ADOL PSYCH MEN,2.134
SEMINARS IN PERINATOLOGY,SEMIN PERINATOL,2.131
IEEE Systems Journal,IEEE SYST J,2.114
Journal of Perinatology,J PERINATOL,2.087
PEDIATRIC ANESTHESIA,PEDIATR ANESTH,2.082
PEDIATRIC DRUGS,PEDIATR DRUGS,2.077
Jornal de Pediatria,J PEDIAT-BRAZIL,2.062
MATHEMATICAL PROGRAMMING,MATH PROGRAM,2.062
Current Problems in Pediatric and Adolescent Health Care,CURR PROB PEDIATR AD,2.021
COMPUTERS & OPERATIONS RESEARCH,COMPUT OPER RES,1.988
M&SOM-Manufacturing & Service Operations Management,M&SOM-MANUF SERV OP,1.966
INTERNATIONAL JOURNAL OF SYSTEMS SCIENCE,INT J SYST SCI,1.947
EUROPEAN JOURNAL OF PAEDIATRIC NEUROLOGY,EUR J PAEDIATR NEURO,1.923
EARLY HUMAN DEVELOPMENT,EARLY HUM DEV,1.913
SYSTEMS & CONTROL LETTERS,SYST CONTROL LETT,1.908
BIRTH-ISSUES IN PERINATAL CARE,BIRTH-ISS PERINAT C,1.867
PEDIATRIC NEUROLOGY,PEDIATR NEUROL,1.866
Flexible Services and Manufacturing Journal,FLEX SERV MANUF J,1.857
BMC Pediatrics,BMC PEDIATR,1.813
JOURNAL OF PERINATAL MEDICINE,J PERINAT MED,1.798
EUROPEAN JOURNAL OF PEDIATRICS,EUR J PEDIATR,1.791
OPERATIONS RESEARCH,OPER RES,1.777
Journal of Neurosurgery-Pediatrics,J NEUROSURG-PEDIATR,1.757
CHILD CARE HEALTH AND DEVELOPMENT,CHILD CARE HLTH DEV,1.754
JOURNAL OF PEDIATRIC SURGERY,J PEDIATR SURG,1.733
PRODUCTION AND OPERATIONS MANAGEMENT,PROD OPER MANAG,1.732
INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH,INT J PROD RES,1.693
AMERICAN JOURNAL OF PERINATOLOGY,AM J PERINAT,1.677
Hormone Research in Paediatrics,HORM RES PAEDIAT,1.661
ACTA PAEDIATRICA,ACTA PAEDIATR,1.647
Seminars in Pediatric Surgery,SEMIN PEDIATR SURG,1.624
Journal of Pediatric Health Care,J PEDIATR HEALTH CAR,1.615
Italian Journal of Pediatrics,ITAL J PEDIATR,1.614
Journal of Pediatric and Adolescent Gynecology,J PEDIATR ADOL GYNEC,1.605
Developmental Neurorehabilitation,DEV NEUROREHABIL,1.578
JOURNAL OF QUALITY TECHNOLOGY,J QUAL TECHNOL,1.578
Journal of Clinical Research in Pediatric Endocrinology,J CLIN RES PEDIATR E,1.568
PRODUCTION PLANNING & CONTROL,PROD PLAN CONTROL,1.532
PEDIATRIC RADIOLOGY,PEDIATR RADIOL,1.525
Paediatrics & Child Health,PAED CHILD HEALT-CAN,1.509
PEDIATRIC EXERCISE SCIENCE,PEDIATR EXERC SCI,1.495
JOURNAL OF PAEDIATRICS AND CHILD HEALTH,J PAEDIATR CHILD H,1.477
IIE TRANSACTIONS,IIE TRANS,1.463
QUALITY AND RELIABILITY ENGINEERING INTERNATIONAL,QUAL RELIAB ENG INT,1.457
PEDIATRIC CARDIOLOGY,PEDIATR CARDIOL,1.452
COMPUTATIONAL OPTIMIZATION AND APPLICATIONS,COMPUT OPTIM APPL,1.444
Breastfeeding Medicine,BREASTFEED MED,1.438
JOURNAL OF CHILD NEUROLOGY,J CHILD NEUROL,1.434
ANNALS OF OPERATIONS RESEARCH,ANN OPER RES,1.406
MATHEMATICS OF OPERATIONS RESEARCH,MATH OPER RES,1.406
Child and Adolescent Mental Health,CHILD ADOL MENT H-UK,1.405
OR SPECTRUM,OR SPECTRUM,1.395
ENGINEERING OPTIMIZATION,ENG OPTIMIZ,1.38
4OR-A Quarterly Journal of Operations Research,4OR-Q J OPER RES,1.371
Archives of Disease in Childhood-Education and Practice Edition,ARCH DIS CHILDHOOD-E,1.333
JOURNAL OF PEDIATRIC ORTHOPAEDICS,J PEDIATR ORTHOPED,1.33
INTERNATIONAL JOURNAL OF COMPUTER INTEGRATED MANUFACTURING,INT J COMPUT INTEG M,1.319
Pediatrics and Neonatology,PEDIATR NEONATOL,1.319
International Journal of Paediatric Dentistry,INT J PAEDIATR DENT,1.303
Seminars in Pediatric Neurology,SEMIN PEDIATR NEUROL,1.303
NEUROPEDIATRICS,NEUROPEDIATRICS,1.291
PEDIATRIC TRANSPLANTATION,PEDIATR TRANSPLANT,1.284
EUROPEAN JOURNAL OF PEDIATRIC SURGERY,EUR J PEDIATR SURG,1.269
DISCRETE EVENT DYNAMIC SYSTEMS-THEORY AND APPLICATIONS,DISCRETE EVENT DYN S,1.268
International Transactions in Operational Research,INT T OPER RES,1.255
PHYSICAL & OCCUPATIONAL THERAPY IN PEDIATRICS,PHYS OCCUP THER PEDI,1.255
INFORMS JOURNAL ON COMPUTING,INFORMS J COMPUT,1.246
Journal of Child Health Care,J CHILD HEALTH CARE,1.242
JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,J OPER RES SOC,1.225
JOURNAL OF GLOBAL OPTIMIZATION,J GLOBAL OPTIM,1.219
ENGINEERING ECONOMIST,ENG ECON,1.207
INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY & DECISION MAKING,INT J INF TECH DECIS,1.183
Journal of Pediatric Urology,J PEDIATR UROL,1.17
Journal of Simulation,J SIMUL,1.164
PEDIATRIC DERMATOLOGY,PEDIATR DERMATOL,1.163
JOURNAL OF OPTIMIZATION THEORY AND APPLICATIONS,J OPTIMIZ THEORY APP,1.16
JOURNAL OF PEDIATRIC HEMATOLOGY ONCOLOGY,J PEDIAT HEMATOL ONC,1.146
INTERNATIONAL JOURNAL OF PEDIATRIC OTORHINOLARYNGOLOGY,INT J PEDIATR OTORHI,1.125
JOURNAL OF PEDIATRIC OPHTHALMOLOGY & STRABISMUS,J PEDIAT OPHTH STRAB,1.116
Paediatrics and International Child Health,PAEDIATR INT CHILD H,1.103
Pediatric Physical Therapy,PEDIATR PHYS THER,1.101
OPTIMAL CONTROL APPLICATIONS & METHODS,OPTIM CONTR APPL MET,1.097
PEDIATRIC HEMATOLOGY AND ONCOLOGY,PEDIATR HEMAT ONCOL,1.09
CHILDS NERVOUS SYSTEM,CHILD NERV SYST,1.08
Proceedings of the Institution of Mechanical Engineers Part O-Journal of Risk and Reliability,P I MECH ENG O-J RIS,1.073
JOURNAL OF TROPICAL PEDIATRICS,J TROP PEDIATRICS,1.059
World Journal of Pediatrics,WORLD J PEDIATR,1.025
JOURNAL OF SCHEDULING,J SCHEDULING,1.023
CONCURRENT ENGINEERING-RESEARCH AND APPLICATIONS,CONCURRENT ENG-RES A,1.02
Optimization Letters,OPTIM LETT,1.019
PEDIATRIC SURGERY INTERNATIONAL,PEDIATR SURG INT,1.01
Journal of Pediatric Nursing-Nursing Care of Children & Families,J PEDIATR NURS,1.006
CONGENITAL ANOMALIES,CONGENIT ANOM,0.985
KLINISCHE PADIATRIE,KLIN PADIATR,0.98
Central European Journal of Operations Research,CENT EUR J OPER RES,0.978
INDIAN PEDIATRICS,INDIAN PEDIATR,0.972
Systems Engineering,SYSTEMS ENG,0.956
CLINICAL PEDIATRICS,CLIN PEDIATR,0.954
NETWORKS,NETWORKS,0.943
Pediatric Allergy Immunology and Pulmonology,PEDIAT ALLER IMM PUL,0.941
JOURNAL OF AAPOS,J AAPOS,0.931
Top,TOP,0.927
PEDIATRIC EMERGENCY CARE,PEDIATR EMERG CARE,0.923
Journal for Specialists in Pediatric Nursing,J SPEC PEDIATR NURS,0.919
JOURNAL OF PEDIATRIC ENDOCRINOLOGY & METABOLISM,J PEDIATR ENDOCR MET,0.912
Memetic Computing,MEMET COMPUT,0.9
OPTIMIZATION AND ENGINEERING,OPTIM ENG,0.9
Discrete Optimization,DISCRETE OPTIM,0.889
IMA Journal of Management Mathematics,IMA J MANAG MATH,0.878
QUEUEING SYSTEMS,QUEUEING SYST,0.875
PEDIATRICS INTERNATIONAL,PEDIATR INT,0.868
INTERNATIONAL JOURNAL OF TECHNOLOGY MANAGEMENT,INT J TECHNOL MANAGE,0.867
JOURNAL OF PERINATAL & NEONATAL NURSING,J PERINAT NEONAT NUR,0.857
OPTIMIZATION METHODS & SOFTWARE,OPTIM METHOD SOFTW,0.841
CARDIOLOGY IN THE YOUNG,CARDIOL YOUNG,0.825
OPTIMIZATION,OPTIMIZATION,0.822
INDIAN JOURNAL OF PEDIATRICS,INDIAN J PEDIATR,0.808
Journal of Systems Science and Systems Engineering,J SYST SCI SYST ENG,0.804
PEDIATRIC DENTISTRY,PEDIATR DENT,0.8
SOCIO-ECONOMIC PLANNING SCIENCES,SOCIO-ECON PLAN SCI,0.796
NAVAL RESEARCH LOGISTICS,NAV RES LOG,0.787
PEDIATRIC AND DEVELOPMENTAL PATHOLOGY,PEDIATR DEVEL PATHOL,0.777
Journal of Industrial and Management Optimization,J IND MANAG OPTIM,0.776
ANALES DE PEDIATRIA,AN PEDIATR,0.773
Studies in Informatics and Control,STUD INFORM CONTROL,0.723
European Journal of Industrial Engineering,EUR J IND ENG,0.718
PEDIATRIC ANNALS,PEDIATR ANN,0.714
INTERFACES,INTERFACES,0.631
OPERATIONS RESEARCH LETTERS,OPER RES LETT,0.627
Quality Technology and Quantitative Management,QUAL TECHNOL QUANT M,0.627
Operational Research,OPER RES-GER,0.6
APPLIED STOCHASTIC MODELS IN BUSINESS AND INDUSTRY,APPL STOCH MODEL BUS,0.574
Journal of Clinical Pediatric Dentistry,J CLIN PEDIATR DENT,0.562
MINERVA PEDIATRICA,MINERVA PEDIATR,0.532
Archivos Argentinos de Pediatria,ARCH ARGENT PEDIATR,0.53
MATHEMATICAL METHODS OF OPERATIONS RESEARCH,MATH METHOD OPER RES,0.526
Iranian Journal of Pediatrics,IRAN J PEDIATR,0.521
Fetal and Pediatric Pathology,FETAL PEDIATR PATHOL,0.514
TURKISH JOURNAL OF PEDIATRICS,TURKISH J PEDIATR,0.484
ZEITSCHRIFT FUR GEBURTSHILFE UND NEONATOLOGIE,Z GEBURTSH NEONATOL,0.481
Journal of Systems Engineering and Electronics,J SYST ENG ELECTRON,0.468
JOURNAL OF PEDIATRIC ORTHOPAEDICS-PART B,J PEDIATR ORTHOP B,0.449
ASIA-PACIFIC JOURNAL OF OPERATIONAL RESEARCH,ASIA PAC J OPER RES,0.425
European Journal of Paediatric Dentistry,EUR J PAEDIATR DENT,0.421
SORT-Statistics and Operations Research Transactions,SORT-STAT OPER RES T,0.414
ARCHIVES DE PEDIATRIE,ARCH PEDIATRIE,0.401
PROBABILITY IN THE ENGINEERING AND INFORMATIONAL SCIENCES,PROBAB ENG INFORM SC,0.39
RAIRO-OPERATIONS RESEARCH,RAIRO-OPER RES,0.358
MONATSSCHRIFT KINDERHEILKUNDE,MONATSSCHR KINDERH,0.341
Pacific Journal of Optimization,PAC J OPTIM,0.307
PEDIATRIC NEUROSURGERY,PEDIATR NEUROSURG,0.245
Hong Kong Journal of Paediatrics,HONG KONG J PAEDIATR,0.194
INFOR,INFOR,0.095
