nfull,nabb,if
INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH,INT J PROD RES,1.693
BMC MUSCULOSKELETAL DISORDERS,BMC MUSCULOSKEL DIS,1.684
JOURNAL OF HAND SURGERY-AMERICAN VOLUME,J HAND SURG-AM,1.64
CLINICAL BIOMECHANICS,CLIN BIOMECH,1.636
JOURNAL OF QUALITY TECHNOLOGY,J QUAL TECHNOL,1.578
PRODUCTION PLANNING & CONTROL,PROD PLAN CONTROL,1.532
SKELETAL RADIOLOGY,SKELETAL RADIOL,1.527
ORTHOPEDIC CLINICS OF NORTH AMERICA,ORTHOP CLIN N AM,1.51
ARCHIVES OF ORTHOPAEDIC AND TRAUMA SURGERY,ARCH ORTHOP TRAUM SU,1.496
Journal of Foot and Ankle Research,J FOOT ANKLE RES,1.481
IIE TRANSACTIONS,IIE TRANS,1.463
QUALITY AND RELIABILITY ENGINEERING INTERNATIONAL,QUAL RELIAB ENG INT,1.457
KNEE,KNEE,1.446
COMPUTATIONAL OPTIMIZATION AND APPLICATIONS,COMPUT OPTIM APPL,1.444
CONNECTIVE TISSUE RESEARCH,CONNECT TISSUE RES,1.411
ANNALS OF OPERATIONS RESEARCH,ANN OPER RES,1.406
MATHEMATICS OF OPERATIONS RESEARCH,MATH OPER RES,1.406
OR SPECTRUM,OR SPECTRUM,1.395
Orthopaedics & Traumatology-Surgery & Research,ORTHOP TRAUMATOL-SUR,1.393
HAND CLINICS,HAND CLIN,1.384
ENGINEERING OPTIMIZATION,ENG OPTIMIZ,1.38
4OR-A Quarterly Journal of Operations Research,4OR-Q J OPER RES,1.371
JOURNAL OF PEDIATRIC ORTHOPAEDICS,J PEDIATR ORTHOPED,1.33
INTERNATIONAL JOURNAL OF COMPUTER INTEGRATED MANUFACTURING,INT J COMPUT INTEG M,1.319
DISCRETE EVENT DYNAMIC SYSTEMS-THEORY AND APPLICATIONS,DISCRETE EVENT DYN S,1.268
International Transactions in Operational Research,INT T OPER RES,1.255
INFORMS JOURNAL ON COMPUTING,INFORMS J COMPUT,1.246
JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,J OPER RES SOC,1.225
JOURNAL OF GLOBAL OPTIMIZATION,J GLOBAL OPTIM,1.219
Journal of Orthopaedic Surgery and Research,J ORTHOP SURG RES,1.215
ENGINEERING ECONOMIST,ENG ECON,1.207
INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY & DECISION MAKING,INT J INF TECH DECIS,1.183
Clinics in Podiatric Medicine and Surgery,CLIN PODIATR MED SUR,1.181
Journal of Knee Surgery,J KNEE SURG,1.173
Journal of Simulation,J SIMUL,1.164
JOURNAL OF OPTIMIZATION THEORY AND APPLICATIONS,J OPTIMIZ THEORY APP,1.16
JOURNAL OF ORTHOPAEDIC SCIENCE,J ORTHOP SCI,1.154
PHYSICIAN AND SPORTSMEDICINE,PHYSICIAN SPORTSMED,1.144
Cartilage,CARTILAGE,1.127
ORTHOPEDICS,ORTHOPEDICS,1.127
OPTIMAL CONTROL APPLICATIONS & METHODS,OPTIM CONTR APPL MET,1.097
Foot and Ankle Surgery,FOOT ANKLE SURG,1.092
Proceedings of the Institution of Mechanical Engineers Part O-Journal of Risk and Reliability,P I MECH ENG O-J RIS,1.073
Journal of Foot & Ankle Surgery,J FOOT ANKLE SURG,1.066
Operative Orthopadie und Traumatologie,OPER ORTHOP TRAUMATO,1.033
JOURNAL OF SCHEDULING,J SCHEDULING,1.023
CONCURRENT ENGINEERING-RESEARCH AND APPLICATIONS,CONCURRENT ENG-RES A,1.02
Optimization Letters,OPTIM LETT,1.019
Central European Journal of Operations Research,CENT EUR J OPER RES,0.978
JOURNAL OF BACK AND MUSCULOSKELETAL REHABILITATION,J BACK MUSCULOSKELET,0.956
Systems Engineering,SYSTEMS ENG,0.956
NETWORKS,NETWORKS,0.943
PROSTHETICS AND ORTHOTICS INTERNATIONAL,PROSTHET ORTHOT INT,0.93
Top,TOP,0.927
Memetic Computing,MEMET COMPUT,0.9
OPTIMIZATION AND ENGINEERING,OPTIM ENG,0.9
Brazilian Journal of Physical Therapy,BRAZ J PHYS THER,0.898
Discrete Optimization,DISCRETE OPTIM,0.889
Hip International,HIP INT,0.889
IMA Journal of Management Mathematics,IMA J MANAG MATH,0.878
QUEUEING SYSTEMS,QUEUEING SYST,0.875
INTERNATIONAL JOURNAL OF TECHNOLOGY MANAGEMENT,INT J TECHNOL MANAGE,0.867
Eklem Hastaliklari ve Cerrahisi-Joint Diseases and Related Surgery,EKLEM HAST CERRAHISI,0.845
OPTIMIZATION METHODS & SOFTWARE,OPTIM METHOD SOFTW,0.841
Acta Orthopaedica Belgica,ACTA ORTHOP BELG,0.837
OPTIMIZATION,OPTIMIZATION,0.822
Journal of Systems Science and Systems Engineering,J SYST SCI SYST ENG,0.804
SOCIO-ECONOMIC PLANNING SCIENCES,SOCIO-ECON PLAN SCI,0.796
Foot and Ankle Clinics,FOOT ANKLE CLIN,0.794
Journal of Plastic Surgery and Hand Surgery,J PLAST SURG HAND SU,0.791
NAVAL RESEARCH LOGISTICS,NAV RES LOG,0.787
Journal of Industrial and Management Optimization,J IND MANAG OPTIM,0.776
Studies in Informatics and Control,STUD INFORM CONTROL,0.723
European Journal of Industrial Engineering,EUR J IND ENG,0.718
Orthopaedic Surgery,ORTHOP SURG,0.655
Indian Journal of Orthopaedics,INDIAN J ORTHOP,0.64
INTERFACES,INTERFACES,0.631
OPERATIONS RESEARCH LETTERS,OPER RES LETT,0.627
Quality Technology and Quantitative Management,QUAL TECHNOL QUANT M,0.627
Acta Ortopedica Brasileira,ACTA ORTOP BRAS,0.6
Operational Research,OPER RES-GER,0.6
Orthopaedic Nursing,ORTHOP NURS,0.581
APPLIED STOCHASTIC MODELS IN BUSINESS AND INDUSTRY,APPL STOCH MODEL BUS,0.574
Acta Chirurgiae Orthopaedicae et Traumatologiae Cechoslovaca,ACTA CHIR ORTHOP TR,0.552
Journal of Orthopaedic Surgery,J ORTHOP SURG-HONG K,0.542
MATHEMATICAL METHODS OF OPERATIONS RESEARCH,MATH METHOD OPER RES,0.526
International Journal of Shoulder Surgery,INT J SHOULDER SURG,0.519
Zeitschrift fur Orthopadie und Unfallchirurgie,Z ORTHOP UNFALLCHIR,0.51
JOURNAL OF THE AMERICAN PODIATRIC MEDICAL ASSOCIATION,J AM PODIAT MED ASSN,0.483
Journal of Systems Engineering and Electronics,J SYST ENG ELECTRON,0.468
SPORTVERLETZUNG-SPORTSCHADEN,SPORTVERLETZ SPORTSC,0.451
JOURNAL OF PEDIATRIC ORTHOPAEDICS-PART B,J PEDIATR ORTHOP B,0.449
Chirurgie de la Main,CHIR MAIN,0.439
ASIA-PACIFIC JOURNAL OF OPERATIONAL RESEARCH,ASIA PAC J OPER RES,0.425
SORT-Statistics and Operations Research Transactions,SORT-STAT OPER RES T,0.414
Acta Orthopaedica et Traumatologica Turcica,ACTA ORTHOP TRAUMATO,0.398
PROBABILITY IN THE ENGINEERING AND INFORMATIONAL SCIENCES,PROBAB ENG INFORM SC,0.39
ORTHOPADE,ORTHOPADE,0.373
RAIRO-OPERATIONS RESEARCH,RAIRO-OPER RES,0.358
ISOKINETICS AND EXERCISE SCIENCE,ISOKINET EXERC SCI,0.357
Pacific Journal of Optimization,PAC J OPTIM,0.307
INFOR,INFOR,0.095
