nfull,nabb,if
PROCEEDINGS OF THE BIOLOGICAL SOCIETY OF WASHINGTON,P BIOL SOC WASH,0.757
CRYOLETTERS,CRYOLETTERS,0.748
BIOLOGIA,BIOLOGIA,0.719
BIOLOGICAL RHYTHM RESEARCH,BIOL RHYTHM RES,0.695
ACTA BIOLOGICA HUNGARICA,ACTA BIOL HUNG,0.605
Journal of Biological Research-Thessaloniki,J BIOL RES-THESSALON,0.574
FOLIA BIOLOGICA-KRAKOW,FOLIA BIOL-KRAKOW,0.562
BRAZILIAN JOURNAL OF BIOLOGY,BRAZ J BIOL,0.559
JOURNAL OF BIOLOGICAL EDUCATION,J BIOL EDUC,0.507
JOURNAL OF BIOLOGICAL SYSTEMS,J BIOL SYST,0.479
BRAZILIAN ARCHIVES OF BIOLOGY AND TECHNOLOGY,BRAZ ARCH BIOL TECHN,0.468
REVISTA DE BIOLOGIA TROPICAL,REV BIOL TROP,0.441
BIOCELL,BIOCELL,0.423
Archives of Biological Sciences,ARCH BIOL SCI,0.367
BIOLOGY BULLETIN,BIOL BULL+,0.358
Theoretical Biology Forum,THEOR BIOL FORUM,0.3
AMERICAN BIOLOGY TEACHER,AM BIOL TEACH,0.229
Bioscience Journal,BIOSCI J,0.218
ZHURNAL OBSHCHEI BIOLOGII,ZH OBSHCH BIOL,0.206
PERIODICUM BIOLOGORUM,PERIOD BIOL,0.152
Open Life Sciences,OPEN LIFE SCI,Not Available
