nfull,nabb,if
ECOTOXICOLOGY,ECOTOXICOLOGY,2.329
APPLIED VEGETATION SCIENCE,APPL VEG SCI,2.308
Ecosphere,ECOSPHERE,2.287
ECOLOGICAL MODELLING,ECOL MODEL,2.275
BIODIVERSITY AND CONSERVATION,BIODIVERS CONSERV,2.258
JOURNAL FOR NATURE CONSERVATION,J NAT CONSERV,2.22
Ecohydrology,ECOHYDROLOGY,2.138
AQUATIC MICROBIAL ECOLOGY,AQUAT MICROB ECOL,2.109
Theoretical Ecology,THEOR ECOL-NETH,2.085
ORYX,ORYX,2.052
URBAN ECOSYSTEMS,URBAN ECOSYST,1.984
Aquatic Invasions,AQUAT INVASIONS,1.955
EUROPEAN JOURNAL OF SOIL BIOLOGY,EUR J SOIL BIOL,1.951
BIOTROPICA,BIOTROPICA,1.944
RESTORATION ECOLOGY,RESTOR ECOL,1.891
EVOLUTIONARY ECOLOGY,EVOL ECOL,1.875
CHEMOECOLOGY,CHEMOECOLOGY,1.863
BASIC AND APPLIED ECOLOGY,BASIC APPL ECOL,1.836
PHYTOCOENOLOGIA,PHYTOCOENOLOGIA,1.828
AQUATIC ECOLOGY,AQUAT ECOL,1.797
Ecological Complexity,ECOL COMPLEX,1.797
JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,J EXP MAR BIOL ECOL,1.796
Journal of Plant Ecology,J PLANT ECOL,1.769
JOURNAL OF SOIL AND WATER CONSERVATION,J SOIL WATER CONSERV,1.752
POLAR RESEARCH,POLAR RES,1.728
JOURNAL OF WILDLIFE MANAGEMENT,J WILDLIFE MANAGE,1.725
POLAR BIOLOGY,POLAR BIOL,1.711
POPULATION ECOLOGY,POPUL ECOL,1.698
Ecological Informatics,ECOL INFORM,1.683
Marine Biology Research,MAR BIOL RES,1.649
SOUTH AFRICAN JOURNAL OF WILDLIFE RESEARCH,S AFR J WILDL RES,1.641
JOURNAL OF ARID ENVIRONMENTS,J ARID ENVIRON,1.623
INTERNATIONAL JOURNAL OF SUSTAINABLE DEVELOPMENT AND WORLD ECOLOGY,INT J SUST DEV WORLD,1.609
AUSTRAL ECOLOGY,AUSTRAL ECOL,1.598
FLORA,FLORA,1.59
PEDOBIOLOGIA,PEDOBIOLOGIA,1.535
WETLANDS,WETLANDS,1.504
PLANT ECOLOGY,PLANT ECOL,1.49
THEORETICAL POPULATION BIOLOGY,THEOR POPUL BIOL,1.452
ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,ACTA OECOL,1.42
ENVIRONMENTAL BIOLOGY OF FISHES,ENVIRON BIOL FISH,1.404
EUROPEAN JOURNAL OF WILDLIFE RESEARCH,EUR J WILDLIFE RES,1.403
Rangeland Ecology & Management,RANGELAND ECOL MANAG,1.349
ECOLOGICAL RESEARCH,ECOL RES,1.338
PLANT SPECIES BIOLOGY,PLANT SPEC BIOL,1.303
CHEMISTRY AND ECOLOGY,CHEM ECOL,1.281
AFRICAN JOURNAL OF RANGE & FORAGE SCIENCE,AFR J RANGE FOR SCI,1.25
NEW ZEALAND JOURNAL OF ECOLOGY,NEW ZEAL J ECOL,1.247
Bulletin of the Peabody Museum of Natural History,B PEABODY MUS NAT HI,1.217
RANGELAND JOURNAL,RANGELAND J,1.194
POLISH POLAR RESEARCH,POL POLAR RES,1.182
TROPICAL ECOLOGY,TROP ECOL,1.169
Polar Science,POLAR SCI,1.157
Journal of Biological Dynamics,J BIOL DYNAM,1.147
Fire Ecology,FIRE ECOL,1.098
COMMUNITY ECOLOGY,COMMUNITY ECOL,1.019
JOURNAL OF NATURAL HISTORY,J NAT HIST,1.01
WILDLIFE RESEARCH,WILDLIFE RES,1
BIOCHEMICAL SYSTEMATICS AND ECOLOGY,BIOCHEM SYST ECOL,0.988
JOURNAL OF TROPICAL ECOLOGY,J TROP ECOL,0.975
WILDLIFE BIOLOGY,WILDLIFE BIOL,0.968
PROCEEDINGS OF THE ACADEMY OF NATURAL SCIENCES OF PHILADELPHIA,P ACAD NAT SCI PHILA,0.952
POLAR RECORD,POLAR REC,0.904
AFRICAN JOURNAL OF ECOLOGY,AFR J ECOL,0.875
Journal of Fish and Wildlife Management,J FISH WILDL MANAG,0.795
ANNALES ZOOLOGICI FENNICI,ANN ZOOL FENN,0.753
REVISTA CHILENA DE HISTORIA NATURAL,REV CHIL HIST NAT,0.738
Israel Journal of Ecology & Evolution,ISR J ECOL EVOL,0.727
JOURNAL OF FRESHWATER ECOLOGY,J FRESHWATER ECOL,0.72
NATURAL AREAS JOURNAL,NAT AREA J,0.626
Landscape and Ecological Engineering,LANDSC ECOL ENG,0.597
ECOSCIENCE,ECOSCIENCE,0.595
AMERICAN MIDLAND NATURALIST,AM MIDL NAT,0.592
EKOLOJI,EKOLOJI,0.592
EVOLUTIONARY ECOLOGY RESEARCH,EVOL ECOL RES,0.585
NORTHEASTERN NATURALIST,NORTHEAST NAT,0.569
COMPOST SCIENCE & UTILIZATION,COMPOST SCI UTIL,0.564
SOUTHEASTERN NATURALIST,SOUTHEAST NAT,0.513
APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,APPL ECOL ENV RES,0.5
POLISH JOURNAL OF ECOLOGY,POL J ECOL,0.5
RUSSIAN JOURNAL OF ECOLOGY,RUSS J ECOL+,0.456
NORTHWEST SCIENCE,NORTHWEST SCI,0.412
ACTA AMAZONICA,ACTA AMAZON,0.408
ECOTROPICA,ECOTROPICA,0.35
WESTERN NORTH AMERICAN NATURALIST,WEST N AM NATURALIST,0.291
Eco mont-Journal on Protected Mountain Areas Research,ECO MONT,0.278
Contemporary Problems of Ecology,CONTEMP PROBL ECOL+,0.259
SOUTHWESTERN NATURALIST,SOUTHWEST NAT,0.255
VIE ET MILIEU-LIFE AND ENVIRONMENT,VIE MILIEU,0.222
INTERCIENCIA,INTERCIENCIA,0.219
PROCEEDINGS OF THE LINNEAN SOCIETY OF NEW SOUTH WALES,P LINN SOC N S W,0.214
REVUE D ECOLOGIE-LA TERRE ET LA VIE,REV ECOL-TERRE VIE,0.164
NATURAL HISTORY,NAT HIST,0.051
