nfull,nabb,if
JOURNAL OF NUCLEAR CARDIOLOGY,J NUCL CARDIOL,2.929
Journal of the American College of Radiology,J AM COLL RADIOL,2.929
STRAHLENTHERAPIE UND ONKOLOGIE,STRAHLENTHER ONKOL,2.898
Clinical Neuroradiology,CLIN NEURORADIOL,2.887
SEMINARS IN NUCLEAR MEDICINE,SEMIN NUCL MED,2.85
PHYSICS IN MEDICINE AND BIOLOGY,PHYS MED BIOL,2.811
JOURNAL OF NEURORADIOLOGY,J NEURORADIOLOGY,2.759
AMERICAN JOURNAL OF ROENTGENOLOGY,AM J ROENTGENOL,2.66
MAGNETIC RESONANCE MATERIALS IN PHYSICS BIOLOGY AND MEDICINE,MAGN RESON MATER PHY,2.638
EUROPEAN JOURNAL OF RADIOLOGY,EUR J RADIOL,2.593
JOURNAL OF VASCULAR AND INTERVENTIONAL RADIOLOGY,J VASC INTERV RADIOL,2.57
MOLECULAR IMAGING AND BIOLOGY,MOL IMAGING BIOL,2.569
JOURNAL OF BIOMEDICAL OPTICS,J BIOMED OPT,2.556
RADIOGRAPHICS,RADIOGRAPHICS,2.523
MEDICAL PHYSICS,MED PHYS,2.496
Journal of Cardiovascular Computed Tomography,J CARDIOVASC COMPUT,2.472
Radiation Oncology,RADIAT ONCOL,2.466
NUCLEAR MEDICINE AND BIOLOGY,NUCL MED BIOL,2.429
QUARTERLY JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING,Q J NUCL MED MOL IM,2.413
ULTRASOUND IN MEDICINE AND BIOLOGY,ULTRASOUND MED BIOL,2.298
NEURORADIOLOGY,NEURORADIOLOGY,2.274
Molecular Imaging,MOL IMAGING,2.216
ABDOMINAL IMAGING,ABDOM IMAGING,2.189
CLINICAL RADIOLOGY,CLIN RADIOL,2.151
CARDIOVASCULAR AND INTERVENTIONAL RADIOLOGY,CARDIOVASC INTER RAD,2.144
ULTRASONIC IMAGING,ULTRASONIC IMAGING,2.111
Brachytherapy,BRACHYTHERAPY,2.088
Zeitschrift fur Medizinische Physik,Z MED PHYS,2.085
ACTA RADIOLOGICA,ACTA RADIOL,2.009
MAGNETIC RESONANCE IMAGING,MAGN RESON IMAGING,1.98
ACADEMIC RADIOLOGY,ACAD RADIOL,1.966
ULTRASONICS,ULTRASONICS,1.954
RADIATION AND ENVIRONMENTAL BIOPHYSICS,RADIAT ENVIRON BIOPH,1.923
DENTOMAXILLOFACIAL RADIOLOGY,DENTOMAXILLOFAC RAD,1.919
INTERNATIONAL JOURNAL OF CARDIOVASCULAR IMAGING,INT J CARDIOVAS IMAG,1.88
Dose-Response,DOSE-RESPONSE,1.855
Magnetic Resonance Imaging Clinics of North America,MAGN RESON IMAGING C,1.854
BRITISH JOURNAL OF RADIOLOGY,BRIT J RADIOL,1.84
International Journal of Computer Assisted Radiology and Surgery,INT J COMPUT ASS RAD,1.827
RADIOLOGIC CLINICS OF NORTH AMERICA,RADIOL CLIN N AM,1.796
INTERNATIONAL JOURNAL OF RADIATION BIOLOGY,INT J RADIAT BIOL,1.779
Physica Medica-European Journal of Medical Physics,PHYS MEDICA,1.763
EJNMMI Research,EJNMMI RES,1.761
Radiology and Oncology,RADIOL ONCOL,1.736
JOURNAL OF THORACIC IMAGING,J THORAC IMAG,1.723
CANCER BIOTHERAPY AND RADIOPHARMACEUTICALS,CANCER BIOTHER RADIO,1.715
ROFO-FORTSCHRITTE AUF DEM GEBIET DER RONTGENSTRAHLEN UND DER BILDGEBENDEN VERFAHREN,ROFO-FORTSCHR RONTG,1.672
BMC MEDICAL IMAGING,BMC MED IMAGING,1.663
JOURNAL OF NEUROIMAGING,J NEUROIMAGING,1.625
KOREAN JOURNAL OF RADIOLOGY,KOREAN J RADIOL,1.592
JOURNAL OF RADIOLOGICAL PROTECTION,J RADIOL PROT,1.581
NEUROIMAGING CLINICS OF NORTH AMERICA,NEUROIMAG CLIN N AM,1.557
JOURNAL OF ULTRASOUND IN MEDICINE,J ULTRAS MED,1.544
JOURNAL OF RADIATION RESEARCH,J RADIAT RES,1.536
SKELETAL RADIOLOGY,SKELETAL RADIOL,1.527
PEDIATRIC RADIOLOGY,PEDIATR RADIOL,1.525
Radiologia Medica,RADIOL MED,1.523
CANCER IMAGING,CANCER IMAGING,1.47
JOURNAL OF COMPUTER ASSISTED TOMOGRAPHY,J COMPUT ASSIST TOMO,1.47
ANNALS OF NUCLEAR MEDICINE,ANN NUCL MED,1.467
NUCLEAR MEDICINE COMMUNICATIONS,NUCL MED COMMUN,1.453
Journal of Applied Clinical Medical Physics,J APPL CLIN MED PHYS,1.444
SEMINARS IN INTERVENTIONAL RADIOLOGY,SEMIN INTERVENT RAD,1.444
Journal of Contemporary Brachytherapy,J CONTEMP BRACHYTHER,1.413
Diagnostic and Interventional Radiology,DIAGN INTERV RADIOL,1.406
JOURNAL OF DIGITAL IMAGING,J DIGIT IMAGING,1.406
COMPUTERIZED MEDICAL IMAGING AND GRAPHICS,COMPUT MED IMAG GRAP,1.385
Magnetic Resonance in Medical Sciences,MAGN RESON MED SCI,1.385
NUKLEARMEDIZIN-NUCLEAR MEDICINE,NUKLEARMED-NUCL MED,1.356
SEMINARS IN ULTRASOUND CT AND MRI,SEMIN ULTRASOUND CT,1.319
Cancer Radiotherapie,CANCER RADIOTHER,1.299
SURGICAL AND RADIOLOGIC ANATOMY,SURG RADIOL ANAT,1.195
HEALTH PHYSICS,HEALTH PHYS,1.193
Journal of Medical Imaging and Radiation Oncology,J MED IMAG RADIAT ON,1.182
Medical Ultrasonography,MED ULTRASON,1.167
SEMINARS IN MUSCULOSKELETAL RADIOLOGY,SEMIN MUSCULOSKEL R,1.141
APPLIED RADIATION AND ISOTOPES,APPL RADIAT ISOTOPES,1.136
CANADIAN ASSOCIATION OF RADIOLOGISTS JOURNAL-JOURNAL DE L ASSOCIATION CANADIENNE DES RADIOLOGISTES,CAN ASSOC RADIOL J,1.082
Journal of Innovative Optical Health Sciences,J INNOV OPT HEAL SCI,1.033
Hellenic Journal of Nuclear Medicine,HELL J NUCL MED,1.015
Medical Dosimetry,MED DOSIM,1.007
Revista Espanola de Medicina Nuclear e Imagen Molecular,REV ESP MED NUCL IMA,0.983
CLINICAL IMAGING,CLIN IMAG,0.966
RADIATION PROTECTION DOSIMETRY,RADIAT PROT DOSIM,0.894
Journal of Medical Imaging and Health Informatics,J MED IMAG HEALTH IN,0.877
Japanese Journal of Radiology,JPN J RADIOL,0.874
JOURNAL OF CLINICAL ULTRASOUND,J CLIN ULTRASOUND,0.862
SEMINARS IN ROENTGENOLOGY,SEMIN ROENTGENOL,0.833
Ultrasound Quarterly,ULTRASOUND Q,0.79
INTERVENTIONAL NEURORADIOLOGY,INTERV NEURORADIOL,0.703
Current Medical Imaging Reviews,CURR MED IMAGING REV,0.613
Journal of Medical Ultrasonics,J MED ULTRASON,0.559
CONCEPTS IN MAGNETIC RESONANCE PART A,CONCEPT MAGN RESON A,0.526
RADIOPROTECTION,RADIOPROTECTION,0.508
Iranian Journal of Radiology,IRAN J RADIOL,0.438
JBR-BTR,JBR-BTR,0.354
International Journal of Radiation Research,INT J RADIAT RES,0.322
RADIOLOGE,RADIOLOGE,0.278
