nfull,nabb,if
Contemporary Nurse,Contemp Nurse,0.886
Journal Of Emergency Nursing,J Emerg Nurs,0.872
Cin-Computers Informatics Nursing,Cin-Comput Inform Nu,0.868
Journal Of Perinatal & Neonatal Nursing,J Perinat Neonat Nur,0.857
Asian Nursing Research,Asian Nurs Res,0.849
Australian Journal Of Rural Health,Aust J Rural Health,0.764
Clinical Journal Of Oncology Nursing,Clin J Oncol Nurs,0.755
Advances In Nursing Science,Adv Nurs Sci,0.754
Nephrology Nursing Journal,Nephrol Nurs J,0.734
International Journal Of Nursing Knowledge,Int J Nurs Knowl,0.727
Journal Of Psychosocial Nursing And Mental Health Services,J Psychosoc Nurs Men,0.725
Journal Of Neuroscience Nursing,J Neurosci Nurs,0.724
Journal Of Continuing Education In Nursing,J Contin Educ Nurs,0.713
Mcn-The American Journal Of Maternal-Child Nursing,Mcn-Am J Matern-Chil,0.7
Revista Latino-Americana De Enfermagem,Rev Lat-Am Enferm,0.687
Nursing Clinics Of North America,Nurs Clin N Am,0.667
Journal Of Perianesthesia Nursing,J Perianesth Nurs,0.662
Holistic Nursing Practice,Holist Nurs Pract,0.659
Clinical Nurse Specialist,Clin Nurse Spec,0.608
Research In Gerontological Nursing,Res Gerontol Nurs,0.593
Orthopaedic Nursing,Orthop Nurs,0.581
Nursing Science Quarterly,Nurs Sci Quart,0.579
Journal Of Trauma Nursing,J Trauma Nurs,0.556
Journal Of Korean Academy Of Nursing,J Korean Acad Nurs,0.549
Workplace Health & Safety,Workplace Health Saf,0.545
Journal Of Community Health Nursing,J Commun Health Nurs,0.538
Gastroenterology Nursing,Gastroenterol Nurs,0.493
Journal Of Addictions Nursing,J Addict Nurs,0.48
Journal Of Hospice & Palliative Nursing,J Hosp Palliat Nurs,0.475
Japan Journal Of Nursing Science,Jpn J Nurs Sci,0.458
Revista Da Escola De Enfermagem Da Usp,Rev Esc Enferm Usp,0.415
Journal Of Forensic Nursing,J Forensic Nurs,0.339
Australian Journal Of Advanced Nursing,Aust J Adv Nurs,0.302
Pflege,Pflege,0.298
Acta Paulista De Enfermagem,Acta Paul Enferm,0.294
Critical Care Nursing Clinics Of North America,Crit Care Nurs Clin,0.284
Research And Theory For Nursing Practice,Res Theor Nurs Pract,0.273
Jnp-Journal For Nurse Practitioners,Jnp-J Nurse Pract,0.234
Bariatric Surgical Practice And Patient Care,Bariatr Surg Pract P,0.224
Assistenza Infermieristica E Ricerca,Assist Inferm Ric,0.075
Nursing History Review,Nurs Hist Rev,0
,,
