nfull,nabb,if
INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,INT J HYDROGEN ENERG,3.205
INTERNATIONAL JOURNAL OF POLYMER ANALYSIS AND CHARACTERIZATION,INT J POLYM ANAL CH,1.515
International Journal of Polymer Science,INT J POLYM SCI,1
International Journal of Polymeric Materials and Polymeric Biomaterials,INT J POLYM MATER PO,1.667
INTERNATIONAL POLYMER PROCESSING,INT POLYM PROC,0.523
IONICS,IONICS,2.119
IRANIAN POLYMER JOURNAL,IRAN POLYM J,1.684
JOURNAL OF APPLIED ELECTROCHEMISTRY,J APPL ELECTROCHEM,2.223
JOURNAL OF APPLIED POLYMER SCIENCE,J APPL POLYM SCI,1.866
JOURNAL OF BIOACTIVE AND COMPATIBLE POLYMERS,J BIOACT COMPAT POL,1.568
JOURNAL OF BIOMATERIALS SCIENCE-POLYMER EDITION,J BIOMAT SCI-POLYM E,1.733
JOURNAL OF CELLULAR PLASTICS,J CELL PLAST,2.057
JOURNAL OF ELASTOMERS AND PLASTICS,J ELASTOM PLAST,0.671
JOURNAL OF ELECTROANALYTICAL CHEMISTRY,J ELECTROANAL CHEM,2.822
Journal of Electrochemical Science and Technology,J ELECTROCHEM SCI TE,0.462
Journal of Fuel Cell Science and Technology,J FUEL CELL SCI TECH,0.711
Journal of Inorganic and Organometallic Polymers and Materials,J INORG ORGANOMET P,1.308
Journal of Macromolecular Science Part A-Pure and Applied Chemistry,J MACROMOL SCI A,0.963
Journal of Macromolecular Science Part B-Physics,J MACROMOL SCI B,0.62
JOURNAL OF MEMBRANE SCIENCE,J MEMBRANE SCI,5.557
JOURNAL OF NEW MATERIALS FOR ELECTROCHEMICAL SYSTEMS,J NEW MAT ELECTR SYS,0.433
JOURNAL OF PHOTOPOLYMER SCIENCE AND TECHNOLOGY,J PHOTOPOLYM SCI TEC,0.857
JOURNAL OF POLYMER ENGINEERING,J POLYM ENG,0.631
JOURNAL OF POLYMER MATERIALS,J POLYM MATER,0.377
JOURNAL OF POLYMER RESEARCH,J POLYM RES,1.969
JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,J POLYM SCI POL CHEM,3.114
JOURNAL OF POLYMER SCIENCE PART B-POLYMER PHYSICS,J POLYM SCI POL PHYS,3.318
JOURNAL OF POLYMERS AND THE ENVIRONMENT,J POLYM ENVIRON,1.969
JOURNAL OF POWER SOURCES,J POWER SOURCES,6.333
JOURNAL OF REINFORCED PLASTICS AND COMPOSITES,J REINF PLAST COMP,0.901
Journal of Renewable Materials,J RENEW MATER,1.263
Journal of Rubber Research,J RUBBER RES,0.125
JOURNAL OF SOLID STATE ELECTROCHEMISTRY,J SOLID STATE ELECTR,2.327
JOURNAL OF THE ELECTROCHEMICAL SOCIETY,J ELECTROCHEM SOC,3.014
JOURNAL OF VINYL & ADDITIVE TECHNOLOGY,J VINYL ADDIT TECHN,1.219
KGK-Kautschuk Gummi Kunststoffe,KGK-KAUT GUMMI KUNST,0.359
KOBUNSHI RONBUNSHU,KOBUNSHI RONBUNSHU,0.257
KOREA-AUSTRALIA RHEOLOGY JOURNAL,KOREA-AUST RHEOL J,1.014
MACROMOLECULAR BIOSCIENCE,MACROMOL BIOSCI,3.68
MACROMOLECULAR CHEMISTRY AND PHYSICS,MACROMOL CHEM PHYS,2.495
MACROMOLECULAR MATERIALS AND ENGINEERING,MACROMOL MATER ENG,2.834
MACROMOLECULAR RAPID COMMUNICATIONS,MACROMOL RAPID COMM,4.638
Macromolecular Reaction Engineering,MACROMOL REACT ENG,1.256
MACROMOLECULAR RESEARCH,MACROMOL RES,1.357
MACROMOLECULAR THEORY AND SIMULATIONS,MACROMOL THEOR SIMUL,2.294
MACROMOLECULES,MACROMOLECULES,5.554
MECHANICS OF COMPOSITE MATERIALS,MECH COMPOS MATER,0.729
NIHON REOROJI GAKKAISHI,NIHON REOROJI GAKK,0.282
Plasma Processes and Polymers,PLASMA PROCESS POLYM,2.713
PLASTICS RUBBER AND COMPOSITES,PLAST RUBBER COMPOS,0.57
Polimeros-Ciencia e Tecnologia,POLIMEROS,0.498
POLIMERY,POLIMERY-W,0.718
POLYMER,POLYMER,3.586
POLYMER BULLETIN,POLYM BULL,1.371
Polymer Chemistry,POLYM CHEM-UK,5.687
POLYMER COMPOSITES,POLYM COMPOSITE,2.004
POLYMER DEGRADATION AND STABILITY,POLYM DEGRAD STABIL,3.12
POLYMER ENGINEERING AND SCIENCE,POLYM ENG SCI,1.719
POLYMER INTERNATIONAL,POLYM INT,2.414
POLYMER JOURNAL,POLYM J,1.629
Polymer Reviews,POLYM REV,6.216
POLYMER SCIENCE SERIES A,POLYM SCI SER A+,0.76
POLYMER SCIENCE SERIES B,POLYM SCI SER B+,0.737
POLYMER SCIENCE SERIES C,POLYM SCI SER C+,1.72
POLYMER TESTING,POLYM TEST,2.35
POLYMER-KOREA,POLYM-KOREA,0.388
POLYMER-PLASTICS TECHNOLOGY AND ENGINEERING,POLYM-PLAST TECHNOL,1.511
Polymers,POLYMERS-BASEL,2.944
POLYMERS & POLYMER COMPOSITES,POLYM POLYM COMPOS,0.256
POLYMERS FOR ADVANCED TECHNOLOGIES,POLYM ADVAN TECHNOL,1.823
PROGRESS IN POLYMER SCIENCE,PROG POLYM SCI,27.184
Progress in Rubber Plastics and Recycling Technology,PROG RUBBER PLAST RE,0.212
REACTIVE & FUNCTIONAL POLYMERS,REACT FUNCT POLYM,2.725
RUBBER CHEMISTRY AND TECHNOLOGY,RUBBER CHEM TECHNOL,0.878
RUSSIAN JOURNAL OF ELECTROCHEMISTRY,RUSS J ELECTROCHEM+,0.692
SEN-I GAKKAISHI,SEN-I GAKKAISHI,0.176
SENSORS,SENSORS-BASEL,2.033
SENSORS AND ACTUATORS B-CHEMICAL,SENSOR ACTUAT B-CHEM,4.758
Soft Matter,SOFT MATTER,3.798
SYNTHETIC METALS,SYNTHETIC MET,2.299
TRANSACTIONS OF THE INSTITUTE OF METAL FINISHING,T I MET FINISH,0.688
