nfull,nabb,if
INTERNATIONAL JOURNAL OF HYPERTHERMIA,INT J HYPERTHER,3.361
INVESTIGATIONAL NEW DRUGS,INVEST NEW DRUG,3.281
BMC CANCER,BMC CANCER,3.265
PSYCHO-ONCOLOGY,PSYCHO-ONCOLOGY,3.256
CLINICAL ONCOLOGY,CLIN ONCOL-UK,3.212
Targeted Oncology,TARGET ONCOL,3.197
CANCER CYTOPATHOLOGY,CANCER CYTOPATHOL,3.183
Hormones & Cancer,HORM CANCER-US,3.167
JOURNAL OF SURGICAL ONCOLOGY,J SURG ONCOL,3.151
American Journal of Translational Research,AM J TRANSL RES,3.146
JOURNAL OF MAMMARY GLAND BIOLOGY AND NEOPLASIA,J MAMMARY GLAND BIOL,3.143
JOURNAL OF CANCER RESEARCH AND CLINICAL ONCOLOGY,J CANCER RES CLIN,3.141
LEUKEMIA & LYMPHOMA,LEUKEMIA LYMPHOMA,3.093
Clinical Colorectal Cancer,CLIN COLORECTAL CANC,3.09
Clinical Breast Cancer,CLIN BREAST CANCER,3.082
Translational Oncology,TRANSL ONCOL,3.077
Clinical Lung Cancer,CLIN LUNG CANCER,3.03
INTERNATIONAL JOURNAL OF ONCOLOGY,INT J ONCOL,3.018
AMERICAN JOURNAL OF CLINICAL ONCOLOGY-CANCER CLINICAL TRIALS,AM J CLIN ONCOL-CANC,2.977
ONCOLOGY-NEW YORK,ONCOLOGY-NY,2.967
EJSO,EJSO-EUR J SURG ONC,2.94
TUMOR BIOLOGY,TUMOR BIOL,2.926
CANCER BIOLOGY & THERAPY,CANCER BIOL THER,2.921
UROLOGIC ONCOLOGY-SEMINARS AND ORIGINAL INVESTIGATIONS,UROL ONCOL-SEMIN ORI,2.921
Cancer Medicine,CANCER MED-US,2.915
STRAHLENTHERAPIE UND ONKOLOGIE,STRAHLENTHER ONKOL,2.898
Cancer Cell International,CANCER CELL INT,2.884
BIODRUGS,BIODRUGS,2.867
CANCER CHEMOTHERAPY AND PHARMACOLOGY,CANCER CHEMOTH PHARM,2.824
Chinese Journal of Cancer,CHIN J CANCER,2.814
HEMATOLOGY-ONCOLOGY CLINICS OF NORTH AMERICA,HEMATOL ONCOL CLIN N,2.806
Cancer Genomics & Proteomics,CANCER GENOM PROTEOM,2.8
JOURNAL OF NEURO-ONCOLOGY,J NEURO-ONCOL,2.754
BREAST,BREAST,2.74
CLINICAL & EXPERIMENTAL METASTASIS,CLIN EXP METASTAS,2.728
Anti-Cancer Agents in Medicinal Chemistry,ANTI-CANCER AGENT ME,2.722
ONCOLOGY NURSING FORUM,ONCOL NURS FORUM,2.708
Cancer Control,CANCER CONTROL,2.686
CANCER CAUSES & CONTROL,CANCER CAUSE CONTROL,2.68
Current Oncology Reports,CURR ONCOL REP,2.653
Cancer Epidemiology,CANCER EPIDEMIOL,2.644
PEDIATRIC BLOOD & CANCER,PEDIATR BLOOD CANCER,2.634
LEUKEMIA RESEARCH,LEUKEMIA RES,2.606
Clinical Genitourinary Cancer,CLIN GENITOURIN CANC,2.599
SUPPORTIVE CARE IN CANCER,SUPPORT CARE CANCER,2.535
CANCER GENE THERAPY,CANCER GENE THER,2.532
Journal of Gynecologic Oncology,J GYNECOL ONCOL,2.522
MEDICAL ONCOLOGY,MED ONCOL,2.486
ONCOLOGY REPORTS,ONCOL REP,2.486
Radiation Oncology,RADIAT ONCOL,2.466
EUROPEAN JOURNAL OF CANCER PREVENTION,EUR J CANCER PREV,2.415
Photodiagnosis and Photodynamic Therapy,PHOTODIAGN PHOTODYN,2.412
Cancer Genetics,CANCER GENET-NY,2.333
Clinical Lymphoma Myeloma & Leukemia,CL LYMPH MYELOM LEUK,2.316
OncoTargets and Therapy,ONCOTARGETS THER,2.272
ANTI-CANCER DRUGS,ANTI-CANCER DRUG,2.268
Journal of Geriatric Oncology,J GERIATR ONCOL,2.257
NUTRITION AND CANCER-AN INTERNATIONAL JOURNAL,NUTR CANCER,2.241
CANCER INVESTIGATION,CANCER INVEST,2.231
MELANOMA RESEARCH,MELANOMA RES,2.219
Chinese Journal of Cancer Research,CHINESE J CANCER RES,2.201
TECHNOLOGY IN CANCER RESEARCH & TREATMENT,TECHNOL CANCER RES T,2.185
ONCOLOGY,ONCOLOGY-BASEL,2.152
Current Hematologic Malignancy Reports,CURR HEMATOL MALIG R,2.146
Future Oncology,FUTURE ONCOL,2.129
CURRENT TREATMENT OPTIONS IN ONCOLOGY,CURR TREAT OPTION ON,2.127
INTERNATIONAL JOURNAL OF GYNECOLOGICAL CANCER,INT J GYNECOL CANCER,2.116
Expert Review of Anticancer Therapy,EXPERT REV ANTICANC,2.094
Familial Cancer,FAM CANCER,2.09
Brachytherapy,BRACHYTHERAPY,2.088
Clinical & Translational Oncology,CLIN TRANSL ONCOL,2.075
CANCER NURSING,CANCER NURS,2.017
NEOPLASMA,NEOPLASMA,1.961
Surgical Oncology Clinics of North America,SURG ONCOL CLIN N AM,1.958
PATHOLOGY & ONCOLOGY RESEARCH,PATHOL ONCOL RES,1.94
Breast Journal,BREAST J,1.92
ANTICANCER RESEARCH,ANTICANCER RES,1.895
JAPANESE JOURNAL OF CLINICAL ONCOLOGY,JPN J CLIN ONCOL,1.889
Frontiers of Medicine,FRONT MED-PRC,1.863
Journal of Breast Cancer,J BREAST CANCER,1.854
Current Oncology,CURR ONCOL,1.829
International Journal of Clinical Oncology,INT J CLIN ONCOL,1.806
EUROPEAN JOURNAL OF CANCER CARE,EUR J CANCER CARE,1.794
Translational Cancer Research,TRANSL CANCER RES,1.757
Cancer Biomarkers,CANCER BIOMARK,1.736
Radiology and Oncology,RADIOL ONCOL,1.736
Asia-Pacific Journal of Clinical Oncology,ASIA-PAC J CLIN ONCO,1.722
Infectious Agents and Cancer,INFECT AGENTS CANCER,1.718
CANCER BIOTHERAPY AND RADIOPHARMACEUTICALS,CANCER BIOTHER RADIO,1.715
INTEGRATIVE CANCER THERAPIES,INTEGR CANCER THER,1.706
Breast Care,BREAST CARE,1.645
Progress in Tumor Research,PROG TUMOR RES,1.625
European Journal of Oncology Nursing,EUR J ONCOL NURS,1.618
International Journal of Clinical and Experimental Pathology,INT J CLIN EXP PATHO,1.581
Molecular Medicine Reports,MOL MED REP,1.559
Hereditary Cancer in Clinical Practice,HERED CANCER CLIN PR,1.55
ONKOLOGIE,ONKOLOGIE,1.522
Journal of Pediatric Oncology Nursing,J PEDIATR ONCOL NURS,1.507
Oncology Letters,ONCOL LETT,1.482
CANCER IMAGING,CANCER IMAGING,1.47
Journal of Contemporary Brachytherapy,J CONTEMP BRACHYTHER,1.413
JOURNAL OF CANCER EDUCATION,J CANCER EDUC,1.368
JOURNAL OF CHEMOTHERAPY,J CHEMOTHERAPY,1.333
Oncology Research and Treatment,ONCOL RES TREAT,1.333
Cancer Radiotherapie,CANCER RADIOTHER,1.299
World Journal of Surgical Oncology,WORLD J SURG ONCOL,1.286
INTERNATIONAL JOURNAL OF BIOLOGICAL MARKERS,INT J BIOL MARKER,1.217
Brain Tumor Pathology,BRAIN TUMOR PATHOL,1.202
Breast Cancer,BREAST CANCER-TOKYO,1.182
JOURNAL OF PEDIATRIC HEMATOLOGY ONCOLOGY,J PEDIAT HEMATOL ONC,1.146
Journal of Adolescent and Young Adult Oncology,J ADOLESC YOUNG ADUL,1.111
PEDIATRIC HEMATOLOGY AND ONCOLOGY,PEDIATR HEMAT ONCOL,1.09
TUMORI,TUMORI,1.071
Medical Dosimetry,MED DOSIM,1.007
CHEMOTHERAPY,CHEMOTHERAPY,0.992
UHOD-Uluslararasi Hematoloji-Onkoloji Dergisi,UHOD-ULUSLAR HEMATOL,0.974
CURRENT PROBLEMS IN CANCER,CURR PROB CANCER,0.971
BIRTH DEFECTS RESEARCH PART B-DEVELOPMENTAL AND REPRODUCTIVE TOXICOLOGY,BIRTH DEFECTS RES B,0.965
Journal of Bone Oncology,J BONE ONCOL,0.947
Journal of BUON,J BUON,0.88
FOLIA BIOLOGICA,FOLIA BIOL-PRAGUE,0.833
Thoracic Cancer,THORAC CANCER,0.799
Journal of Cancer Research and Therapeutics,J CANCER RES THER,0.777
Clinical Journal of Oncology Nursing,CLIN J ONCOL NURS,0.755
BULLETIN DU CANCER,B CANCER,0.706
EUROPEAN JOURNAL OF GYNAECOLOGICAL ONCOLOGY,EUR J GYNAECOL ONCOL,0.58
Analytical Cellular Pathology,ANAL CELL PATHOL,0.459
INDIAN JOURNAL OF CANCER,INDIAN J CANCER,0.432
Psycho-Oncologie,PSYCHO-ONCOLOGIE,0.176
Onkologe,ONKOLOGE,0.09
Oncologie,ONCOLOGIE,0.066
