nfull,nabb,if
ORIENTAL INSECTS,ORIENT INSECTS,0.36
ENTOMOLOGICA FENNICA,ENTOMOL FENNICA,0.353
ENTOMOLOGICAL NEWS,ENTOMOL NEWS,0.324
JOURNAL OF THE KANSAS ENTOMOLOGICAL SOCIETY,J KANSAS ENTOMOL SOC,0.277
Entomologica Americana,ENTOMOL AM-NY,0.231
REVISTA COLOMBIANA DE ENTOMOLOGIA,REV COLOMB ENTOMOL,0.219
JOURNAL OF THE ENTOMOLOGICAL RESEARCH SOCIETY,J ENTOMOL RES SOC,0.181
Egyptian Journal of Biological Pest Control,EGYPT J BIOL PEST CO,0.152
AQUATIC INSECTS,AQUAT INSECT,0.129
ENTOMOLOGIA GENERALIS,ENTOMOL GEN,0.067
