nfull,nabb,if
EUROPEAN JOURNAL OF VASCULAR AND ENDOVASCULAR SURGERY,EUR J VASC ENDOVASC,2.912
KIDNEY & BLOOD PRESSURE RESEARCH,KIDNEY BLOOD PRESS R,2.908
JOURNAL OF HUMAN HYPERTENSION,J HUM HYPERTENS,2.833
INTERNATIONAL JOURNAL OF PRODUCTION ECONOMICS,INT J PROD ECON,2.782
MANAGEMENT SCIENCE,MANAGE SCI,2.741
EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,EUR J OPER RES,2.679
Journal of the American Society of Hypertension,J AM SOC HYPERTENS,2.656
DECISION SUPPORT SYSTEMS,DECIS SUPPORT SYST,2.604
JOURNAL OF VASCULAR AND INTERVENTIONAL RADIOLOGY,J VASC INTERV RADIOL,2.57
Fuzzy Optimization and Decision Making,FUZZY OPTIM DECIS MA,2.569
Journal of Clinical Hypertension,J CLIN HYPERTENS,2.549
RELIABILITY ENGINEERING & SYSTEM SAFETY,RELIAB ENG SYST SAFE,2.498
MICROCIRCULATION,MICROCIRCULATION,2.435
Journal of Atherosclerosis and Thrombosis,J ATHEROSCLER THROMB,2.411
Current Vascular Pharmacology,CURR VASC PHARMACOL,2.374
JOURNAL OF THE RENIN-ANGIOTENSIN-ALDOSTERONE SYSTEM,J RENIN-ANGIO-ALDO S,2.35
THROMBOSIS RESEARCH,THROMB RES,2.32
MICROVASCULAR RESEARCH,MICROVASC RES,2.3
HEART AND VESSELS,HEART VESSELS,2.293
TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,TRANSPORT RES E-LOG,2.279
TECHNOVATION,TECHNOVATION,2.243
JOURNAL OF MANUFACTURING SYSTEMS,J MANUF SYST,2.24
JOURNAL OF VASCULAR RESEARCH,J VASC RES,2.186
SAFETY SCIENCE,SAFETY SCI,2.157
IEEE Systems Journal,IEEE SYST J,2.114
MATHEMATICAL PROGRAMMING,MATH PROGRAM,2.062
BLOOD PRESSURE,BLOOD PRESSURE,2.01
COMPUTERS & OPERATIONS RESEARCH,COMPUT OPER RES,1.988
CLINICAL AND APPLIED THROMBOSIS-HEMOSTASIS,CLIN APPL THROMB-HEM,1.973
M&SOM-Manufacturing & Service Operations Management,M&SOM-MANUF SERV OP,1.966
INTERNATIONAL JOURNAL OF SYSTEMS SCIENCE,INT J SYST SCI,1.947
SYSTEMS & CONTROL LETTERS,SYST CONTROL LETT,1.908
JOURNAL OF THROMBOSIS AND THROMBOLYSIS,J THROMB THROMBOLYS,1.884
Flexible Services and Manufacturing Journal,FLEX SERV MANUF J,1.857
CLINICAL HEMORHEOLOGY AND MICROCIRCULATION,CLIN HEMORHEOL MICRO,1.815
OPERATIONS RESEARCH,OPER RES,1.777
PRODUCTION AND OPERATIONS MANAGEMENT,PROD OPER MANAG,1.732
INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH,INT J PROD RES,1.693
JOURNAL OF CARDIOVASCULAR SURGERY,J CARDIOVASC SURG,1.632
Journal of Stroke & Cerebrovascular Diseases,J STROKE CEREBROVASC,1.599
JOURNAL OF QUALITY TECHNOLOGY,J QUAL TECHNOL,1.578
Journal of Vascular Access,J VASC ACCESS,1.535
PRODUCTION PLANNING & CONTROL,PROD PLAN CONTROL,1.532
JOURNAL OF CARDIOTHORACIC AND VASCULAR ANESTHESIA,J CARDIOTHOR VASC AN,1.519
IIE TRANSACTIONS,IIE TRANS,1.463
QUALITY AND RELIABILITY ENGINEERING INTERNATIONAL,QUAL RELIAB ENG INT,1.457
COMPUTATIONAL OPTIMIZATION AND APPLICATIONS,COMPUT OPTIM APPL,1.444
PERFUSION-UK,PERFUSION-UK,1.442
VASCULAR MEDICINE,VASC MED,1.438
PHLEBOLOGY,PHLEBOLOGY,1.413
ANNALS OF OPERATIONS RESEARCH,ANN OPER RES,1.406
MATHEMATICS OF OPERATIONS RESEARCH,MATH OPER RES,1.406
OR SPECTRUM,OR SPECTRUM,1.395
ENGINEERING OPTIMIZATION,ENG OPTIMIZ,1.38
4OR-A Quarterly Journal of Operations Research,4OR-Q J OPER RES,1.371
INTERNATIONAL JOURNAL OF COMPUTER INTEGRATED MANUFACTURING,INT J COMPUT INTEG M,1.319
Pregnancy Hypertension-An International Journal of Womens Cardiovascular Health,PREGNANCY HYPERTENS,1.308
CLINICAL AND EXPERIMENTAL HYPERTENSION,CLIN EXP HYPERTENS,1.307
DISCRETE EVENT DYNAMIC SYSTEMS-THEORY AND APPLICATIONS,DISCRETE EVENT DYN S,1.268
International Transactions in Operational Research,INT T OPER RES,1.255
INFORMS JOURNAL ON COMPUTING,INFORMS J COMPUT,1.246
JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,J OPER RES SOC,1.225
JOURNAL OF GLOBAL OPTIMIZATION,J GLOBAL OPTIM,1.219
HYPERTENSION IN PREGNANCY,HYPERTENS PREGNANCY,1.211
ENGINEERING ECONOMIST,ENG ECON,1.207
INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY & DECISION MAKING,INT J INF TECH DECIS,1.183
Journal of Simulation,J SIMUL,1.164
JOURNAL OF OPTIMIZATION THEORY AND APPLICATIONS,J OPTIMIZ THEORY APP,1.16
Vasa-European Journal of Vascular Medicine,VASA,1.122
BLOOD PRESSURE MONITORING,BLOOD PRESS MONIT,1.115
OPTIMAL CONTROL APPLICATIONS & METHODS,OPTIM CONTR APPL MET,1.097
Proceedings of the Institution of Mechanical Engineers Part O-Journal of Risk and Reliability,P I MECH ENG O-J RIS,1.073
ANNALS OF VASCULAR SURGERY,ANN VASC SURG,1.045
JOURNAL OF SCHEDULING,J SCHEDULING,1.023
CONCURRENT ENGINEERING-RESEARCH AND APPLICATIONS,CONCURRENT ENG-RES A,1.02
Optimization Letters,OPTIM LETT,1.019
Central European Journal of Operations Research,CENT EUR J OPER RES,0.978
Systems Engineering,SYSTEMS ENG,0.956
NETWORKS,NETWORKS,0.943
Top,TOP,0.927
Memetic Computing,MEMET COMPUT,0.9
OPTIMIZATION AND ENGINEERING,OPTIM ENG,0.9
INTERNATIONAL ANGIOLOGY,INT ANGIOL,0.899
Discrete Optimization,DISCRETE OPTIM,0.889
Journal of Vascular Surgery-Venous and Lymphatic Disorders,J VASC SURG-VENOUS L,0.882
IMA Journal of Management Mathematics,IMA J MANAG MATH,0.878
QUEUEING SYSTEMS,QUEUEING SYST,0.875
INTERNATIONAL JOURNAL OF TECHNOLOGY MANAGEMENT,INT J TECHNOL MANAGE,0.867
OPTIMIZATION METHODS & SOFTWARE,OPTIM METHOD SOFTW,0.841
OPTIMIZATION,OPTIMIZATION,0.822
Journal of Systems Science and Systems Engineering,J SYST SCI SYST ENG,0.804
SOCIO-ECONOMIC PLANNING SCIENCES,SOCIO-ECON PLAN SCI,0.796
NAVAL RESEARCH LOGISTICS,NAV RES LOG,0.787
Vascular and Endovascular Surgery,VASC ENDOVASC SURG,0.782
Journal of Industrial and Management Optimization,J IND MANAG OPTIM,0.776
Studies in Informatics and Control,STUD INFORM CONTROL,0.723
European Journal of Industrial Engineering,EUR J IND ENG,0.718
INTERFACES,INTERFACES,0.631
OPERATIONS RESEARCH LETTERS,OPER RES LETT,0.627
Quality Technology and Quantitative Management,QUAL TECHNOL QUANT M,0.627
Seminars in Vascular Surgery,SEMIN VASC SURG,0.62
Vascular,VASCULAR,0.612
Operational Research,OPER RES-GER,0.6
APPLIED STOCHASTIC MODELS IN BUSINESS AND INDUSTRY,APPL STOCH MODEL BUS,0.574
MATHEMATICAL METHODS OF OPERATIONS RESEARCH,MATH METHOD OPER RES,0.526
Journal of Systems Engineering and Electronics,J SYST ENG ELECTRON,0.468
ASIA-PACIFIC JOURNAL OF OPERATIONAL RESEARCH,ASIA PAC J OPER RES,0.425
SORT-Statistics and Operations Research Transactions,SORT-STAT OPER RES T,0.414
PROBABILITY IN THE ENGINEERING AND INFORMATIONAL SCIENCES,PROBAB ENG INFORM SC,0.39
RAIRO-OPERATIONS RESEARCH,RAIRO-OPER RES,0.358
Pacific Journal of Optimization,PAC J OPTIM,0.307
INFOR,INFOR,0.095
