nfull,nabb,if
RESEARCH IN VETERINARY SCIENCE,RES VET SCI,1.504
JAVMA-JOURNAL OF THE AMERICAN VETERINARY MEDICAL ASSOCIATION,JAVMA-J AM VET MED A,1.501
ANIMAL HEALTH RESEARCH REVIEWS,ANIM HEALTH RES REV,1.5
VETERINARY ANAESTHESIA AND ANALGESIA,VET ANAESTH ANALG,1.485
Journal of Veterinary Behavior-Clinical Applications and Research,J VET BEHAV,1.366
AVIAN PATHOLOGY,AVIAN PATHOL,1.336
VETERINARY SURGERY,VET SURG,1.295
JOURNAL OF VETERINARY PHARMACOLOGY AND THERAPEUTICS,J VET PHARMACOL THER,1.279
JOURNAL OF SWINE HEALTH AND PRODUCTION,J SWINE HEALTH PROD,1.277
EXPERIMENTAL ANIMALS,EXP ANIM TOKYO,1.247
ACTA VETERINARIA SCANDINAVICA,ACTA VET SCAND,1.23
JOURNAL OF ANIMAL PHYSIOLOGY AND ANIMAL NUTRITION,J ANIM PHYSIOL AN N,1.212
JOURNAL OF FELINE MEDICINE AND SURGERY,J FELINE MED SURG,1.211
REPRODUCTION IN DOMESTIC ANIMALS,REPROD DOMEST ANIM,1.21
JOURNAL OF VETERINARY DIAGNOSTIC INVESTIGATION,J VET DIAGN INVEST,1.196
JOURNAL OF WILDLIFE DISEASES,J WILDLIFE DIS,1.189
JOURNAL OF COMPARATIVE PATHOLOGY,J COMP PATHOL,1.173
AMERICAN JOURNAL OF VETERINARY RESEARCH,AM J VET RES,1.124
JOURNAL OF VETERINARY EMERGENCY AND CRITICAL CARE,J VET EMERG CRIT CAR,1.122
AVIAN DISEASES,AVIAN DIS,1.104
NEW ZEALAND VETERINARY JOURNAL,NEW ZEAL VET J,1.08
Journal of Veterinary Science,J VET SCI,1.076
VETERINARY CLINICAL PATHOLOGY,VET CLIN PATH,1.069
VETERINARY CLINICS OF NORTH AMERICA-SMALL ANIMAL PRACTICE,VET CLIN N AM-SMALL,1.049
VETERINARY QUARTERLY,VET QUART,1.047
COMPARATIVE MEDICINE,COMPARATIVE MED,1
REVISTA BRASILEIRA DE PARASITOLOGIA VETERINARIA,REV BRAS PARASITOL V,0.99
VETERINARY RESEARCH COMMUNICATIONS,VET RES COMMUN,0.988
JOURNAL OF SMALL ANIMAL PRACTICE,J SMALL ANIM PRACT,0.976
Topics in Companion Animal Medicine,TOP COMPANION ANIM M,0.96
ZOO BIOLOGY,ZOO BIOL,0.953
JOURNAL OF APPLIED ANIMAL WELFARE SCIENCE,J APPL ANIM WELF SCI,0.936
JOURNAL OF MEDICAL PRIMATOLOGY,J MED PRIMATOL,0.93
VETERINARY RADIOLOGY & ULTRASOUND,VET RADIOL ULTRASOUN,0.926
VETERINARY CLINICS OF NORTH AMERICA-EQUINE PRACTICE,VET CLIN N AM-EQUINE,0.921
Journal of the American Association for Laboratory Animal Science,J AM ASSOC LAB ANIM,0.906
REVUE SCIENTIFIQUE ET TECHNIQUE-OFFICE INTERNATIONAL DES EPIZOOTIES,REV SCI TECH OIE,0.904
JOURNAL OF VETERINARY MEDICAL EDUCATION,J VET MED EDUC,0.901
ACTA VETERINARIA HUNGARICA,ACTA VET HUNG,0.871
TROPICAL ANIMAL HEALTH AND PRODUCTION,TROP ANIM HEALTH PRO,0.87
JOURNAL OF AQUATIC ANIMAL HEALTH,J AQUAT ANIM HEALTH,0.859
VETERINARY AND COMPARATIVE ORTHOPAEDICS AND TRAUMATOLOGY,VET COMP ORTHOPAED,0.853
Veterinaria Italiana,VET ITAL,0.843
Italian Journal of Animal Science,ITAL J ANIM SCI,0.841
ANIMAL WELFARE,ANIM WELFARE,0.824
IRISH VETERINARY JOURNAL,IRISH VET J,0.824
JOURNAL OF VETERINARY MEDICAL SCIENCE,J VET MED SCI,0.822
PAKISTAN VETERINARY JOURNAL,PAK VET J,0.822
CANADIAN JOURNAL OF VETERINARY RESEARCH-REVUE CANADIENNE DE RECHERCHE VETERINAIRE,CAN J VET RES,0.804
JOURNAL OF THE AMERICAN ANIMAL HOSPITAL ASSOCIATION,J AM ANIM HOSP ASSOC,0.793
Inra Productions Animales,INRA PROD ANIM,0.767
ACTA VETERINARIA-BEOGRAD,ACTA VET-BEOGRAD,0.741
JOURNAL OF EQUINE VETERINARY SCIENCE,J EQUINE VET SCI,0.73
ANTHROZOOS,ANTHROZOOS,0.725
POLISH JOURNAL OF VETERINARY SCIENCES,POL J VET SCI,0.719
WIENER TIERARZTLICHE MONATSSCHRIFT,WIEN TIERARZTL MONAT,0.717
AUSTRALIAN VETERINARY JOURNAL,AUST VET J,0.699
LAB ANIMAL,LAB ANIMAL,0.681
BERLINER UND MUNCHENER TIERARZTLICHE WOCHENSCHRIFT,BERL MUNCH TIERARZTL,0.65
CANADIAN VETERINARY JOURNAL-REVUE VETERINAIRE CANADIENNE,CAN VET J,0.639
Journal of Veterinary Cardiology,J VET CARDIOL,0.631
ANATOMIA HISTOLOGIA EMBRYOLOGIA,ANAT HISTOL EMBRYOL,0.615
EQUINE VETERINARY EDUCATION,EQUINE VET EDUC,0.615
ONDERSTEPOORT JOURNAL OF VETERINARY RESEARCH,ONDERSTEPOORT J VET,0.603
FISH PATHOLOGY,FISH PATHOL,0.6
VETERINARNI MEDICINA,VET MED-CZECH,0.56
JOURNAL OF AVIAN MEDICINE AND SURGERY,J AVIAN MED SURG,0.552
JOURNAL OF VETERINARY DENTISTRY,J VET DENT,0.536
SCHWEIZER ARCHIV FUR TIERHEILKUNDE,SCHWEIZ ARCH TIERH,0.492
BULLETIN OF THE VETERINARY INSTITUTE IN PULAWY,B VET I PULAWY,0.468
ACTA VETERINARIA BRNO,ACTA VET BRNO,0.442
Journal of the South African Veterinary Association,J S AFR VET ASSOC,0.441
Journal of Animal and Plant Sciences,J ANIM PLANT SCI,0.422
JOURNAL OF ZOO AND WILDLIFE MEDICINE,J ZOO WILDLIFE MED,0.421
Kafkas Universitesi Veteriner Fakultesi Dergisi,KAFKAS UNIV VET FAK,0.418
REVISTA BRASILEIRA DE ZOOTECNIA-BRAZILIAN JOURNAL OF ANIMAL SCIENCE,REV BRAS ZOOTECN,0.412
Journal of Exotic Pet Medicine,J EXOT PET MED,0.396
TURKISH JOURNAL OF VETERINARY & ANIMAL SCIENCES,TURK J VET ANIM SCI,0.352
PFERDEHEILKUNDE,PFERDEHEILKUNDE,0.339
PESQUISA VETERINARIA BRASILEIRA,PESQUI VET BRASIL,0.335
Journal of the Hellenic Veterinary Medical Society,J HELL VET MED SOC,0.326
SOCIETY & ANIMALS,SOC ANIM,0.323
VETERINARSKI ARHIV,VET ARHIV,0.321
REVUE DE MEDECINE VETERINAIRE,REV MED VET-TOULOUSE,0.319
TIERARZTLICHE PRAXIS,TIERAERZTL PRAX,0.305
VETERINARIA MEXICO,VET MEXICO,0.294
ISRAEL JOURNAL OF VETERINARY MEDICINE,ISR J VET MED,0.293
Ankara Universitesi Veteriner Fakultesi Dergisi,ANKARA UNIV VET FAK,0.288
ARCHIVOS DE MEDICINA VETERINARIA,ARCH MED VET,0.275
JAPANESE JOURNAL OF VETERINARY RESEARCH,JPN J VET RES,0.27
Thai Journal of Veterinary Medicine,THAI J VET MED,0.257
MAGYAR ALLATORVOSOK LAPJA,MAGY ALLATORVOSOK,0.212
ARQUIVO BRASILEIRO DE MEDICINA VETERINARIA E ZOOTECNIA,ARQ BRAS MED VET ZOO,0.21
VLAAMS DIERGENEESKUNDIG TIJDSCHRIFT,VLAAMS DIERGEN TIJDS,0.203
Acta Scientiae Veterinariae,ACTA SCI VET,0.198
Medycyna Weterynaryjna-Veterinary Medicine-Science and Practice,MED WETER,0.195
Iranian Journal of Veterinary Research,IRAN J VET RES,0.167
International Journal of Applied Research in Veterinary Medicine,INT J APPL RES VET M,0.159
IN PRACTICE,IN PRACTICE,0.117
REVISTA CIENTIFICA-FACULTAD DE CIENCIAS VETERINARIAS,REV CIENT-FAC CIEN V,0.117
CATTLE PRACTICE,CATTLE PRACT,0.115
Medicina Veterinaria-Recife,MED VET-RECIFE,0.1
Slovenian Veterinary Research,SLOV VET RES,0.091
TIERAERZTLICHE UMSCHAU,TIERAERZTL UMSCHAU,0.079
JOURNAL OF CAMEL PRACTICE AND RESEARCH,J CAMEL PRACT RES,0.027
KLEINTIERPRAXIS,KLEINTIERPRAXIS,0.02
IPPOLOGIA,IPPOLOGIA,0
SCANDINAVIAN JOURNAL OF LABORATORY ANIMAL SCIENCE,SCAND J LAB ANIM SCI,0
