nfull,nabb,if
ESAIM-CONTROL OPTIMISATION AND CALCULUS OF VARIATIONS,ESAIM CONTR OPTIM CA,1.112
Journal of Dynamics and Differential Equations,J DYN DIFFER EQU,1.11
OPTIMAL CONTROL APPLICATIONS & METHODS,OPTIM CONTR APPL MET,1.097
COMPUTER AIDED GEOMETRIC DESIGN,COMPUT AIDED GEOM D,1.092
EUROPEAN JOURNAL OF APPLIED MATHEMATICS,EUR J APPL MATH,1.088
JOURNAL OF COMBINATORIAL OPTIMIZATION,J COMB OPTIM,1.08
Nonlinear Analysis-Modelling and Control,NONLINEAR ANAL-MODEL,1.075
International Journal of Applied Mathematics and Computer Science,INT J AP MAT COM-POL,1.037
IMA JOURNAL OF APPLIED MATHEMATICS,IMA J APPL MATH,1.034
JOURNAL OF SYMBOLIC COMPUTATION,J SYMB COMPUT,1.03
Advances in Nonlinear Analysis,ADV NONLINEAR ANAL,1.024
Optimization Letters,OPTIM LETT,1.019
JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS,J MATH ANAL APPL,1.014
RANDOM STRUCTURES & ALGORITHMS,RANDOM STRUCT ALGOR,1.011
MATHEMATICAL METHODS IN THE APPLIED SCIENCES,MATH METHOD APPL SCI,1.002
Aequationes Mathematicae,AEQUATIONES MATH,1
QUARTERLY JOURNAL OF MECHANICS AND APPLIED MATHEMATICS,Q J MECH APPL MATH,1
Journal of Inverse and Ill-Posed Problems,J INVERSE ILL-POSE P,0.987
ARS Mathematica Contemporanea,ARS MATH CONTEMP,0.985
ERGODIC THEORY AND DYNAMICAL SYSTEMS,ERGOD THEOR DYN SYST,0.983
PROCEEDINGS OF THE ROYAL SOCIETY OF EDINBURGH SECTION A-MATHEMATICS,P ROY SOC EDINB A,0.983
Set-Valued and Variational Analysis,SET-VALUED VAR ANAL,0.973
LINEAR ALGEBRA AND ITS APPLICATIONS,LINEAR ALGEBRA APPL,0.965
NUMERICAL METHODS FOR PARTIAL DIFFERENTIAL EQUATIONS,NUMER METH PART D E,0.964
ANZIAM JOURNAL,ANZIAM J,0.957
Inverse Problems and Imaging,INVERSE PROBL IMAG,0.951
ANNALS OF MATHEMATICS AND ARTIFICIAL INTELLIGENCE,ANN MATH ARTIF INTEL,0.944
Journal of Integral Equations and Applications,J INTEGRAL EQU APPL,0.935
COMMUNICATIONS ON PURE AND APPLIED ANALYSIS,COMMUN PUR APPL ANAL,0.926
APPLIED MATHEMATICS AND MECHANICS-ENGLISH EDITION,APPL MATH MECH-ENGL,0.922
Advances in Differential Equations,ADV DIFFERENTIAL EQU,0.917
Communications in Applied Mathematics and Computational Science,COMM APP MATH COM SC,0.917
JOURNAL OF FOURIER ANALYSIS AND APPLICATIONS,J FOURIER ANAL APPL,0.912
Advances in Applied Clifford Algebras,ADV APPL CLIFFORD AL,0.905
Discrete Optimization,DISCRETE OPTIM,0.889
INFORMATION AND COMPUTATION,INFORM COMPUT,0.873
INTERFACES AND FREE BOUNDARIES,INTERFACE FREE BOUND,0.868
Journal of Spectral Theory,J SPECTR THEOR,0.868
ANNALI DI MATEMATICA PURA ED APPLICATA,ANN MAT PUR APPL,0.861
ACTA APPLICANDAE MATHEMATICAE,ACTA APPL MATH,0.853
Milan Journal of Mathematics,MILAN J MATH,0.853
Differential and Integral Equations,DIFFER INTEGRAL EQU,0.851
DYNAMICAL SYSTEMS-AN INTERNATIONAL JOURNAL,DYNAM SYST,0.846
International Journal of Numerical Analysis and Modeling,INT J NUMER ANAL MOD,0.844
OPTIMIZATION METHODS & SOFTWARE,OPTIM METHOD SOFTW,0.841
SIAM JOURNAL ON COMPUTING,SIAM J COMPUT,0.841
ADVANCES IN APPLIED MATHEMATICS,ADV APPL MATH,0.833
Analysis and Applications,ANAL APPL,0.831
FORUM MATHEMATICUM,FORUM MATH,0.823
OPTIMIZATION,OPTIMIZATION,0.822
APPLICABLE ANALYSIS,APPL ANAL,0.815
COMPUTATIONAL & APPLIED MATHEMATICS,COMPUT APPL MATH,0.802
Banach Journal of Mathematical Analysis,BANACH J MATH ANAL,0.8
JOURNAL OF COMPUTATIONAL ANALYSIS AND APPLICATIONS,J COMPUT ANAL APPL,0.799
NODEA-NONLINEAR DIFFERENTIAL EQUATIONS AND APPLICATIONS,NODEA-NONLINEAR DIFF,0.797
ALGORITHMICA,ALGORITHMICA,0.795
SIAM JOURNAL ON DISCRETE MATHEMATICS,SIAM J DISCRETE MATH,0.793
COMPUTATIONAL MATHEMATICS AND MATHEMATICAL PHYSICS,COMP MATH MATH PHYS+,0.789
Advances in Applied Mathematics and Mechanics,ADV APPL MATH MECH,0.788
Applicable Analysis and Discrete Mathematics,APPL ANAL DISCR MATH,0.787
MATHEMATICAL PHYSICS ANALYSIS AND GEOMETRY,MATH PHYS ANAL GEOM,0.787
DESIGNS CODES AND CRYPTOGRAPHY,DESIGN CODE CRYPTOGR,0.781
ACM Transactions on Algorithms,ACM T ALGORITHMS,0.776
Electronic Journal of Differential Equations,ELECTRON J DIFFER EQ,0.769
Results in Mathematics,RESULTS MATH,0.768
JOURNAL OF DIFFERENCE EQUATIONS AND APPLICATIONS,J DIFFER EQU APPL,0.761
Science China-Mathematics,SCI CHINA MATH,0.761
Mathematical Control and Related Fields,MATH CONTROL RELAT F,0.756
JOURNAL OF GEOMETRY AND PHYSICS,J GEOM PHYS,0.752
Cryptography and Communications-Discrete-Structures Boolean Functions and Sequences,CRYPTOGR COMMUN,0.742
Discrete and Continuous Dynamical Systems-Series S,DISCRETE CONT DYN-S,0.737
Electronic Journal of Qualitative Theory of Differential Equations,ELECTRON J QUAL THEO,0.732
JOURNAL OF COMPUTATIONAL MATHEMATICS,J COMPUT MATH,0.731
JOURNAL OF EVOLUTION EQUATIONS,J EVOL EQU,0.731
Funkcialaj Ekvacioj-Serio Internacia,FUNKC EKVACIOJ-SER I,0.73
Asian Journal of Mathematics,ASIAN J MATH,0.722
DISCRETE APPLIED MATHEMATICS,DISCRETE APPL MATH,0.722
Applied and Computational Mathematics,APPL COMPUT MATH-BAK,0.717
Qualitative Theory of Dynamical Systems,QUAL THEOR DYN SYST,0.717
MATHEMATIKA,MATHEMATIKA,0.714
PROCEEDINGS OF THE AMERICAN MATHEMATICAL SOCIETY,P AM MATH SOC,0.7
Journal of Nonlinear and Convex Analysis,J NONLINEAR CONVEX A,0.691
INTERNATIONAL JOURNAL OF NONLINEAR SCIENCES AND NUMERICAL SIMULATION,INT J NONLIN SCI NUM,0.687
Dynamics of Partial Differential Equations,DYNAM PART DIFFER EQ,0.686
INFINITE DIMENSIONAL ANALYSIS QUANTUM PROBABILITY AND RELATED TOPICS,INFIN DIMENS ANAL QU,0.682
Journal of Modern Dynamics,J MOD DYNAM,0.675
Rendiconti Lincei-Matematica e Applicazioni,REND LINCEI-MAT APPL,0.674
Computational Methods in Applied Mathematics,COMPUT METH APPL MAT,0.673
ELECTRONIC TRANSACTIONS ON NUMERICAL ANALYSIS,ELECTRON T NUMER ANA,0.671
JOURNAL OF PURE AND APPLIED ALGEBRA,J PURE APPL ALGEBRA,0.669
BULLETIN DES SCIENCES MATHEMATIQUES,B SCI MATH,0.664
Complex Analysis and Operator Theory,COMPLEX ANAL OPER TH,0.663
FUNDAMENTA INFORMATICAE,FUND INFORM,0.658
Numerical Mathematics-Theory Methods and Applications,NUMER MATH-THEORY ME,0.656
QUARTERLY OF APPLIED MATHEMATICS,Q APPL MATH,0.654
Journal of Noncommutative Geometry,J NONCOMMUT GEOM,0.649
NUMERICAL FUNCTIONAL ANALYSIS AND OPTIMIZATION,NUMER FUNC ANAL OPT,0.649
Moscow Mathematical Journal,MOSC MATH J,0.648
Boundary Value Problems,BOUND VALUE PROBL,0.642
Theory and Applications of Categories,THEOR APPL CATEG,0.641
Journal of Mathematical Inequalities,J MATH INEQUAL,0.636
Problems of Information Transmission,PROBL INFORM TRANSM+,0.632
Advances in Mathematics of Communications,ADV MATH COMMUN,0.631
Revista Matematica Complutense,REV MAT COMPLUT,0.631
JOURNAL OF INEQUALITIES AND APPLICATIONS,J INEQUAL APPL,0.63
STOCHASTIC ANALYSIS AND APPLICATIONS,STOCH ANAL APPL,0.63
Stochastics-An International Journal of Probability and Stochastic Reports,STOCHASTICS,0.63
MATHEMATICAL AND COMPUTER MODELLING OF DYNAMICAL SYSTEMS,MATH COMP MODEL DYN,0.625
ELECTRONIC JOURNAL OF COMBINATORICS,ELECTRON J COMB,0.612
Carpathian Journal of Mathematics,CARPATHIAN J MATH,0.61
Filomat,FILOMAT,0.603
Journal of Geometric Mechanics,J GEOM MECH,0.6
Mediterranean Journal of Mathematics,MEDITERR J MATH,0.599
DIFFERENTIAL GEOMETRY AND ITS APPLICATIONS,DIFFER GEOM APPL,0.594
Collectanea Mathematica,COLLECT MATH,0.593
COMPUTATIONAL GEOMETRY-THEORY AND APPLICATIONS,COMP GEOM-THEOR APPL,0.589
Review of Symbolic Logic,REV SYMB LOGIC,0.588
Analysis and Mathematical Physics,ANAL MATH PHYS,0.583
ANNALS OF PURE AND APPLIED LOGIC,ANN PURE APPL LOGIC,0.582
Fixed Point Theory,FIXED POINT THEOR-RO,0.581
JOURNAL OF NONLINEAR MATHEMATICAL PHYSICS,J NONLINEAR MATH PHY,0.58
INTERNATIONAL JOURNAL OF COMPUTER MATHEMATICS,INT J COMPUT MATH,0.577
Evolution Equations and Control Theory,EVOL EQU CONTROL THE,0.557
ACM Transactions on Modeling and Computer Simulation,ACM T MODEL COMPUT S,0.556
Journal of Hyperbolic Differential Equations,J HYPERBOL DIFFER EQ,0.556
Journal of Numerical Mathematics,J NUMER MATH,0.552
RUSSIAN JOURNAL OF NUMERICAL ANALYSIS AND MATHEMATICAL MODELLING,RUSS J NUMER ANAL M,0.541
Journal of Fixed Point Theory and Applications,J FIX POINT THEORY A,0.54
TRANSPORT THEORY AND STATISTICAL PHYSICS,TRANSPORT THEOR STAT,0.538
DISCRETE MATHEMATICS AND THEORETICAL COMPUTER SCIENCE,DISCRETE MATH THEOR,0.537
INTEGRAL TRANSFORMS AND SPECIAL FUNCTIONS,INTEGR TRANSF SPEC F,0.528
MATHEMATICAL METHODS OF OPERATIONS RESEARCH,MATH METHOD OPER RES,0.526
Journal of Applied Logic,J APPL LOGIC,0.524
Applications of Mathematics,APPL MATH-CZECH,0.507
Image Analysis & Stereology,IMAGE ANAL STEREOL,0.5
TOPOLOGY AND ITS APPLICATIONS,TOPOL APPL,0.493
Annals of Functional Analysis,ANN FUNCT ANAL,0.492
East Asian Journal on Applied Mathematics,E ASIAN J APPL MATH,0.489
FUNCTIONAL ANALYSIS AND ITS APPLICATIONS,FUNCT ANAL APPL+,0.486
Homology Homotopy and Applications,HOMOL HOMOTOPY APPL,0.486
Communications in Number Theory and Physics,COMMUN NUMBER THEORY,0.474
Journal of Function Spaces and Applications,J FUNCT SPACE APPL,0.469
Portugaliae Mathematica,PORT MATH,0.469
Pure and Applied Mathematics Quarterly,PURE APPL MATH Q,0.465
Proceedings of the Steklov Institute of Mathematics,P STEKLOV I MATH+,0.464
Journal of Applied Analysis and Computation,J APPL ANAL COMPUT,0.444
Journal of Pseudo-Differential Operators and Applications,J PSEUDO-DIFFER OPER,0.444
ZEITSCHRIFT FUR ANALYSIS UND IHRE ANWENDUNGEN,Z ANAL ANWEND,0.444
LOGIC JOURNAL OF THE IGPL,LOG J IGPL,0.434
COMPEL-THE INTERNATIONAL JOURNAL FOR COMPUTATION AND MATHEMATICS IN ELECTRICAL AND ELECTRONIC ENGINEERING,COMPEL,0.43
LMS Journal of Computation and Mathematics,LMS J COMPUT MATH,0.43
Journal of Function Spaces,J FUNCT SPACE,0.426
JOURNAL OF DYNAMICAL AND CONTROL SYSTEMS,J DYN CONTROL SYST,0.422
ASYMPTOTIC ANALYSIS,ASYMPTOTIC ANAL,0.414
Glasnik Matematicki,GLAS MAT,0.41
Annals of Combinatorics,ANN COMB,0.407
ACTA MATHEMATICA SINICA-ENGLISH SERIES,ACTA MATH SIN,0.386
Analele Stiintifice ale Universitatii Ovidius Constanta-Seria Matematica,AN STI U OVID CO-MAT,0.383
RENDICONTI DEL SEMINARIO MATEMATICO DELLA UNIVERSITA DI PADOVA,REND SEMIN MAT U PAD,0.382
Iranian Journal of Fuzzy Systems,IRAN J FUZZY SYST,0.381
JAPAN JOURNAL OF INDUSTRIAL AND APPLIED MATHEMATICS,JPN J IND APPL MATH,0.377
APPLICABLE ALGEBRA IN ENGINEERING COMMUNICATION AND COMPUTING,APPL ALGEBR ENG COMM,0.37
PMM JOURNAL OF APPLIED MATHEMATICS AND MECHANICS,PMM-J APPL MATH MEC+,0.367
JOURNAL OF ALGEBRA AND ITS APPLICATIONS,J ALGEBRA APPL,0.365
University Politehnica of Bucharest Scientific Bulletin-Series A-Applied Mathematics and Physics,U POLITEH BUCH SER A,0.365
Computational Methods and Function Theory,COMPUT METH FUNCT TH,0.362
JOURNAL OF THE KOREAN MATHEMATICAL SOCIETY,J KOREAN MATH SOC,0.356
Revista de la Union Matematica Argentina,REV UNION MAT ARGENT,0.344
Mathematical Communications,MATH COMMUN,0.316
Pacific Journal of Optimization,PAC J OPTIM,0.307
Advances in Difference Equations,ADV DIFFER EQU-NY,0.297
Periodica Mathematica Hungarica,PERIOD MATH HUNG,0.286
UTILITAS MATHEMATICA,UTILITAS MATHEMATICA,0.273
ALGEBRA COLLOQUIUM,ALGEBR COLLOQ,0.252
Acta Mathematicae Applicatae Sinica-English Series,ACTA MATH APPL SIN-E,0.25
Applied Mathematics-A Journal of Chinese Universities Series B,APPL MATH SER B,0.244
CRYPTOLOGIA,CRYPTOLOGIA,0.213
DYNAMIC SYSTEMS AND APPLICATIONS,DYNAM SYST APPL,0.213
Ukrainian Mathematical Journal,UKR MATH J+,0.189
