nfull,nabb,if
INTERNATIONAL JOURNAL OF AUDIOLOGY,INT J AUDIOL,1.681
EUROPEAN ARCHIVES OF OTO-RHINO-LARYNGOLOGY,EUR ARCH OTO-RHINO-L,1.627
Current Opinion in Otolaryngology & Head and Neck Surgery,CURR OPIN OTOLARYNGO,1.586
Journal of Otolaryngology-Head & Neck Surgery,J OTOLARYNGOL-HEAD N,1.585
JOURNAL OF QUALITY TECHNOLOGY,J QUAL TECHNOL,1.578
PRODUCTION PLANNING & CONTROL,PROD PLAN CONTROL,1.532
Acta Otorhinolaryngologica Italica,ACTA OTORHINOLARYNGO,1.531
IIE TRANSACTIONS,IIE TRANS,1.463
QUALITY AND RELIABILITY ENGINEERING INTERNATIONAL,QUAL RELIAB ENG INT,1.457
COMPUTATIONAL OPTIMIZATION AND APPLICATIONS,COMPUT OPTIM APPL,1.444
ANNALS OF OPERATIONS RESEARCH,ANN OPER RES,1.406
MATHEMATICS OF OPERATIONS RESEARCH,MATH OPER RES,1.406
OR SPECTRUM,OR SPECTRUM,1.395
ENGINEERING OPTIMIZATION,ENG OPTIMIZ,1.38
4OR-A Quarterly Journal of Operations Research,4OR-Q J OPER RES,1.371
Journal of the American Academy of Audiology,J AM ACAD AUDIOL,1.344
INTERNATIONAL JOURNAL OF COMPUTER INTEGRATED MANUFACTURING,INT J COMPUT INTEG M,1.319
DISCRETE EVENT DYNAMIC SYSTEMS-THEORY AND APPLICATIONS,DISCRETE EVENT DYN S,1.268
OTOLARYNGOLOGIC CLINICS OF NORTH AMERICA,OTOLARYNG CLIN N AM,1.264
International Transactions in Operational Research,INT T OPER RES,1.255
INFORMS JOURNAL ON COMPUTING,INFORMS J COMPUT,1.246
JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,J OPER RES SOC,1.225
JOURNAL OF GLOBAL OPTIMIZATION,J GLOBAL OPTIM,1.219
ENGINEERING ECONOMIST,ENG ECON,1.207
INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY & DECISION MAKING,INT J INF TECH DECIS,1.183
ANNALS OF OTOLOGY RHINOLOGY AND LARYNGOLOGY,ANN OTO RHINOL LARYN,1.171
Journal of Simulation,J SIMUL,1.164
JOURNAL OF OPTIMIZATION THEORY AND APPLICATIONS,J OPTIMIZ THEORY APP,1.16
ACTA OTO-LARYNGOLOGICA,ACTA OTO-LARYNGOL,1.127
American Journal of Audiology,AM J AUDIOL,1.125
INTERNATIONAL JOURNAL OF PEDIATRIC OTORHINOLARYNGOLOGY,INT J PEDIATR OTORHI,1.125
JOURNAL OF VOICE,J VOICE,1.113
OPTIMAL CONTROL APPLICATIONS & METHODS,OPTIM CONTR APPL MET,1.097
Proceedings of the Institution of Mechanical Engineers Part O-Journal of Risk and Reliability,P I MECH ENG O-J RIS,1.073
JOURNAL OF VESTIBULAR RESEARCH-EQUILIBRIUM & ORIENTATION,J VESTIBUL RES-EQUIL,1.047
AURIS NASUS LARYNX,AURIS NASUS LARYNX,1.038
JOURNAL OF SCHEDULING,J SCHEDULING,1.023
CONCURRENT ENGINEERING-RESEARCH AND APPLICATIONS,CONCURRENT ENG-RES A,1.02
Optimization Letters,OPTIM LETT,1.019
ORL-Journal for Oto-Rhino-Laryngology Head and Neck Surgery,ORL J OTO-RHINO-LARY,1
Central European Journal of Operations Research,CENT EUR J OPER RES,0.978
Systems Engineering,SYSTEMS ENG,0.956
NETWORKS,NETWORKS,0.943
European Annals of Otorhinolaryngology-Head and Neck Diseases,EUR ANN OTORHINOLARY,0.942
AMERICAN JOURNAL OF OTOLARYNGOLOGY,AM J OTOLARYNG,0.933
ENT-EAR NOSE & THROAT JOURNAL,ENT-EAR NOSE THROAT,0.932
Top,TOP,0.927
Memetic Computing,MEMET COMPUT,0.9
OPTIMIZATION AND ENGINEERING,OPTIM ENG,0.9
Discrete Optimization,DISCRETE OPTIM,0.889
IMA Journal of Management Mathematics,IMA J MANAG MATH,0.878
QUEUEING SYSTEMS,QUEUEING SYST,0.875
INTERNATIONAL JOURNAL OF TECHNOLOGY MANAGEMENT,INT J TECHNOL MANAGE,0.867
Clinical and Experimental Otorhinolaryngology,CLIN EXP OTORHINOLAR,0.855
HNO,HNO,0.852
OPTIMIZATION METHODS & SOFTWARE,OPTIM METHOD SOFTW,0.841
OPTIMIZATION,OPTIMIZATION,0.822
Journal of Systems Science and Systems Engineering,J SYST SCI SYST ENG,0.804
SOCIO-ECONOMIC PLANNING SCIENCES,SOCIO-ECON PLAN SCI,0.796
NAVAL RESEARCH LOGISTICS,NAV RES LOG,0.787
Journal of Industrial and Management Optimization,J IND MANAG OPTIM,0.776
Logopedics Phoniatrics Vocology,LOGOP PHONIATR VOCO,0.75
JOURNAL OF LARYNGOLOGY AND OTOLOGY,J LARYNGOL OTOL,0.736
Brazilian Journal of Otorhinolaryngology,BRAZ J OTORHINOLAR,0.73
Studies in Informatics and Control,STUD INFORM CONTROL,0.723
European Journal of Industrial Engineering,EUR J IND ENG,0.718
INTERFACES,INTERFACES,0.631
OPERATIONS RESEARCH LETTERS,OPER RES LETT,0.627
Quality Technology and Quantitative Management,QUAL TECHNOL QUANT M,0.627
Operational Research,OPER RES-GER,0.6
APPLIED STOCHASTIC MODELS IN BUSINESS AND INDUSTRY,APPL STOCH MODEL BUS,0.574
LARYNGO-RHINO-OTOLOGIE,LARYNGO RHINO OTOL,0.572
MATHEMATICAL METHODS OF OPERATIONS RESEARCH,MATH METHOD OPER RES,0.526
B-ENT,B-ENT,0.487
Journal of Systems Engineering and Electronics,J SYST ENG ELECTRON,0.468
ASIA-PACIFIC JOURNAL OF OPERATIONAL RESEARCH,ASIA PAC J OPER RES,0.425
SORT-Statistics and Operations Research Transactions,SORT-STAT OPER RES T,0.414
FOLIA PHONIATRICA ET LOGOPAEDICA,FOLIA PHONIATR LOGO,0.391
PROBABILITY IN THE ENGINEERING AND INFORMATIONAL SCIENCES,PROBAB ENG INFORM SC,0.39
RAIRO-OPERATIONS RESEARCH,RAIRO-OPER RES,0.358
Pacific Journal of Optimization,PAC J OPTIM,0.307
Journal of International Advanced Otology,J INT ADV OTOL,0.123
INFOR,INFOR,0.095
