nfull,nabb,if
OSTEOPOROSIS INTERNATIONAL,OSTEOPOROSIS INT,3.445
MOLECULAR ENDOCRINOLOGY,MOL ENDOCRINOL,3.432
Pituitary,PITUITARY,3.407
NUTRITION METABOLISM AND CARDIOVASCULAR DISEASES,NUTR METAB CARDIOVAS,3.39
HORMONES AND BEHAVIOR,HORM BEHAV,3.34
ENDOCRINOLOGY AND METABOLISM CLINICS OF NORTH AMERICA,ENDOCRIN METAB CLIN,3.305
ENDOCRINE,ENDOCRINE,3.279
Biology of Sex Differences,BIOL SEX DIFFER,3.237
JOURNAL OF NEUROENDOCRINOLOGY,J NEUROENDOCRINOL,3.172
Hormones & Cancer,HORM CANCER-US,3.167
PROSTAGLANDINS LEUKOTRIENES AND ESSENTIAL FATTY ACIDS,PROSTAG LEUKOTR ESS,3.155
DIABETIC MEDICINE,DIABETIC MED,3.152
JOURNAL OF MAMMARY GLAND BIOLOGY AND NEOPLASIA,J MAMMARY GLAND BIOL,3.143
Current Opinion in Endocrinology Diabetes and Obesity,CURR OPIN ENDOCRINOL,3.119
MOLECULAR GENETICS AND METABOLISM,MOL GENET METAB,3.093
ACTA DIABETOLOGICA,ACTA DIABETOL,3.074
DIABETES-METABOLISM RESEARCH AND REVIEWS,DIABETES-METAB RES,3.064
CALCIFIED TISSUE INTERNATIONAL,CALCIFIED TISSUE INT,3.052
DIABETES RESEARCH AND CLINICAL PRACTICE,DIABETES RES CLIN PR,3.045
Diabetes & Vascular Disease Research,DIABETES VASC DIS RE,3.035
Frontiers of Hormone Research,FRONT HORM RES,3.02
JOURNAL OF DIABETES AND ITS COMPLICATIONS,J DIABETES COMPLICAT,2.955
JOURNAL OF MOLECULAR ENDOCRINOLOGY,J MOL ENDOCRINOL,2.947
Current Osteoporosis Reports,CURR OSTEOPOROS REP,2.89
Nutrition & Diabetes,NUTR DIABETES,2.773
NEUROPEPTIDES,NEUROPEPTIDES,2.726
GENERAL AND COMPARATIVE ENDOCRINOLOGY,GEN COMP ENDOCR,2.667
JOURNAL OF CLINICAL DENSITOMETRY,J CLIN DENSITOM,2.644
METABOLIC BRAIN DISEASE,METAB BRAIN DIS,2.603
NEUROENDOCRINOLOGY,NEUROENDOCRINOLOGY,2.583
JOURNAL OF TRACE ELEMENTS IN MEDICINE AND BIOLOGY,J TRACE ELEM MED BIO,2.55
COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY C-TOXICOLOGY & PHARMACOLOGY,COMP BIOCHEM PHYS C,2.546
STEROIDS,STEROIDS,2.513
Canadian Journal of Diabetes,CAN J DIABETES,2.509
Journal of Diabetes,J DIABETES,2.5
ANNALS OF NUTRITION AND METABOLISM,ANN NUTR METAB,2.461
Journal of Diabetes Research,J DIABETES RES,2.431
Diabetes Therapy,DIABETES THER,2.419
Islets,ISLETS,2.408
Obesity Facts,OBESITY FACTS,2.4
Archives of Osteoporosis,ARCH OSTEOPOROS,2.387
STRESS-THE INTERNATIONAL JOURNAL ON THE BIOLOGY OF STRESS,STRESS,2.383
International Journal of Endocrinology,INT J ENDOCRINOL,2.376
NEUROIMMUNOMODULATION,NEUROIMMUNOMODULAT,2.361
JOURNAL OF BONE AND MINERAL METABOLISM,J BONE MINER METAB,2.312
Journal of Diabetes Investigation,J DIABETES INVEST,2.294
Diabetes Technology & Therapeutics,DIABETES TECHNOL THE,2.198
Vitamins and Hormones,VITAM HORM,2.161
Reproductive Biology and Endocrinology,REPROD BIOL ENDOCRIN,2.147
Diabetology & Metabolic Syndrome,DIABETOL METAB SYNDR,2.119
Obesity Research & Clinical Practice,OBES RES CLIN PRACT,2.094
Endocrine Practice,ENDOCR PRACT,2.074
GROWTH FACTORS,GROWTH FACTORS,2.043
HORMONE AND METABOLIC RESEARCH,HORM METAB RES,2.029
JOURNAL OF ENDOCRINOLOGICAL INVESTIGATION,J ENDOCRINOL INVEST,1.994
Endocrine Metabolic & Immune Disorders-Drug Targets,ENDOCR METAB IMMUNE,1.987
ENDOCRINE JOURNAL,ENDOCR J,1.895
ENDOCRINE PATHOLOGY,ENDOCR PATHOL,1.817
REGULATORY PEPTIDES,REGUL PEPTIDES,1.813
BIOLOGICAL TRACE ELEMENT RESEARCH,BIOL TRACE ELEM RES,1.798
BMC Endocrine Disorders,BMC ENDOCR DISORD,1.739
EXPERIMENTAL AND CLINICAL ENDOCRINOLOGY & DIABETES,EXP CLIN ENDOCR DIAB,1.665
Hormone Research in Paediatrics,HORM RES PAEDIAT,1.661
DOMESTIC ANIMAL ENDOCRINOLOGY,DOMEST ANIM ENDOCRIN,1.613
DIABETES EDUCATOR,DIABETES EDUCATOR,1.595
Primary Care Diabetes,PRIM CARE DIABETES,1.57
Journal of Clinical Research in Pediatric Endocrinology,J CLIN RES PEDIATR E,1.568
JOURNAL OF BIOLOGICAL REGULATORS AND HOMEOSTATIC AGENTS,J BIOL REG HOMEOS AG,1.546
ARCHIVES OF PHYSIOLOGY AND BIOCHEMISTRY,ARCH PHYSIOL BIOCHEM,1.536
Aging Male,AGING MALE,1.493
ENDOCRINE RESEARCH,ENDOCR RES,1.476
GROWTH HORMONE & IGF RESEARCH,GROWTH HORM IGF RES,1.448
GYNECOLOGICAL ENDOCRINOLOGY,GYNECOL ENDOCRINOL,1.413
Endocrinologia y Nutricion,ENDOCRINOL NUTR,1.314
Hormones-International Journal of Endocrinology and Metabolism,HORM-INT J ENDOCRINO,1.19
MAGNESIUM RESEARCH,MAGNESIUM RES,1.163
Minerva Endocrinologica,MINERVA ENDOCRINOL,1.118
Endokrynologia Polska,ENDOKRYNOL POL,1.112
Arquivos Brasileiros de Endocrinologia e Metabologia,ARQ BRAS ENDOCRINOL,1.028
NEUROENDOCRINOLOGY LETTERS,NEUROENDOCRINOL LETT,0.946
ANNALES D ENDOCRINOLOGIE,ANN ENDOCRINOL-PARIS,0.93
JOURNAL OF PEDIATRIC ENDOCRINOLOGY & METABOLISM,J PEDIATR ENDOCR MET,0.912
Diabetologie und Stoffwechsel,DIABETOL STOFFWECHS,0.466
Nutrition Clinique et Metabolisme,NUTR CLIN METAB,0.398
TRACE ELEMENTS AND ELECTROLYTES,TRACE ELEM ELECTROLY,0.377
International Journal of Diabetes in Developing Countries,INT J DIABETES DEV C,0.366
Acta Endocrinologica-Bucharest,ACTA ENDOCRINOL-BUCH,0.235
Diabetes Stoffwechsel und Herz,DIABETES STOFFWECH H,0.204
Diabetologe,DIABETOLOGE,0.1
