nfull,nabb,if
AQUATIC MICROBIAL ECOLOGY,AQUAT MICROB ECOL,2.109
Annals of Clinical Microbiology and Antimicrobials,ANN CLIN MICROB ANTI,2.083
MICROBES AND ENVIRONMENTS,MICROBES ENVIRON,2.075
ANTONIE VAN LEEUWENHOEK INTERNATIONAL JOURNAL OF GENERAL AND MOLECULAR MICROBIOLOGY,ANTON LEEUW INT J G,1.944
COMPARATIVE IMMUNOLOGY MICROBIOLOGY AND INFECTIOUS DISEASES,COMP IMMUNOL MICROB,1.943
APMIS,APMIS,1.933
MICROBIAL PATHOGENESIS,MICROB PATHOGENESIS,1.888
FEMS MICROBIOLOGY LETTERS,FEMS MICROBIOL LETT,1.858
JOURNAL OF MICROBIOLOGICAL METHODS,J MICROBIOL METH,1.857
ARCHIVES OF MICROBIOLOGY,ARCH MICROBIOL,1.76
PLASMID,PLASMID,1.732
JOURNAL OF MOLECULAR MICROBIOLOGY AND BIOTECHNOLOGY,J MOL MICROB BIOTECH,1.701
JOURNAL OF MICROBIOLOGY AND BIOTECHNOLOGY,J MICROBIOL BIOTECHN,1.685
New Microbiologica,NEW MICROBIOL,1.629
JOURNAL OF MICROBIOLOGY,J MICROBIOL,1.621
Standards in Genomic Sciences,STAND GENOMIC SCI,1.594
JOURNAL OF BASIC MICROBIOLOGY,J BASIC MICROB,1.585
LETTERS IN APPLIED MICROBIOLOGY,LETT APPL MICROBIOL,1.579
ENFERMEDADES INFECCIOSAS Y MICROBIOLOGIA CLINICA,ENFERM INFEC MICR CL,1.53
CURRENT MICROBIOLOGY,CURR MICROBIOL,1.519
ACTA PROTOZOOLOGICA,ACTA PROTOZOOL,1.491
MICROBIOLOGY AND IMMUNOLOGY,MICROBIOL IMMUNOL,1.428
Methods in Microbiology,METHOD MICROBIOL,1.4
CANADIAN JOURNAL OF MICROBIOLOGY,CAN J MICROBIOL,1.335
FOLIA MICROBIOLOGICA,FOLIA MICROBIOL,1.335
SYMBIOSIS,SYMBIOSIS,1.284
Probiotics and Antimicrobial Proteins,PROBIOTICS ANTIMICRO,1.283
ANNALS OF MICROBIOLOGY,ANN MICROBIOL,1.232
INTERNATIONAL MICROBIOLOGY,INT MICROBIOL,1.157
INDIAN JOURNAL OF MICROBIOLOGY,INDIAN J MICROBIOL,1.143
JOURNAL OF WATER AND HEALTH,J WATER HEALTH,1.025
Revista Espanola de Quimioterapia,REV ESP QUIM,1.014
JOURNAL OF GENERAL AND APPLIED MICROBIOLOGY,J GEN APPL MICROBIOL,1
Canadian Journal of Infectious Diseases & Medical Microbiology,CAN J INFECT DIS MED,0.991
BRAZILIAN JOURNAL OF MICROBIOLOGY,BRAZ J MICROBIOL,0.865
MICROBIOLOGY,MICROBIOLOGY+,0.796
Polish Journal of Microbiology,POL J MICROBIOL,0.75
APPLIED BIOCHEMISTRY AND MICROBIOLOGY,APPL BIOCHEM MICRO+,0.671
MIKROBIYOLOJI BULTENI,MIKROBIYOL BUL,0.667
Jundishapur Journal of Microbiology,JUNDISHAPUR J MICROB,0.655
ACTA MICROBIOLOGICA ET IMMUNOLOGICA HUNGARICA,ACTA MICROBIOL IMM H,0.568
REVISTA ARGENTINA DE MICROBIOLOGIA,REV ARGENT MICROBIOL,0.551
EPIDEMIOLOGIE MIKROBIOLOGIE IMUNOLOGIE,EPIDEMIOL MIKROBI IM,0.268
Postepy Mikrobiologii,POSTEP MIKROBIOL,0.236
Molecular Genetics Microbiology and Virology,MOL GENET MICROBIOL+,0.183
