nfull,nabb,if
BIOPROCESS AND BIOSYSTEMS ENGINEERING,BIOPROC BIOSYST ENG,1.901
Bioengineered,BIOENGINEERED,1.87
CYTOTECHNOLOGY,CYTOTECHNOLOGY,1.864
International Journal of Genomics,INT J GENOMICS,1.83
MOLECULAR BIOTECHNOLOGY,MOL BIOTECHNOL,1.752
JOURNAL OF MOLECULAR MICROBIOLOGY AND BIOTECHNOLOGY,J MOL MICROB BIOTECH,1.701
BIOLOGICALS,BIOLOGICALS,1.69
JOURNAL OF MICROBIOLOGY AND BIOTECHNOLOGY,J MICROBIOL BIOTECHN,1.685
CRITICAL REVIEWS IN EUKARYOTIC GENE EXPRESSION,CRIT REV EUKAR GENE,1.66
BIOTECHNOLOGY LETTERS,BIOTECHNOL LETT,1.639
JOURNAL OF FOOD PROTECTION,J FOOD PROTECT,1.609
APPLIED BIOCHEMISTRY AND BIOTECHNOLOGY,APPL BIOCHEM BIOTECH,1.606
AMERICAN JOURNAL OF ENOLOGY AND VITICULTURE,AM J ENOL VITICULT,1.579
LETTERS IN APPLIED MICROBIOLOGY,LETT APPL MICROBIOL,1.579
JOURNAL OF BIOACTIVE AND COMPATIBLE POLYMERS,J BIOACT COMPAT POL,1.568
MOLECULAR AND CELLULAR PROBES,MOL CELL PROBE,1.565
JOURNAL OF COMPUTATIONAL BIOLOGY,J COMPUT BIOL,1.537
WORLD JOURNAL OF MICROBIOLOGY & BIOTECHNOLOGY,WORLD J MICROB BIOT,1.532
JOURNAL OF VIROLOGICAL METHODS,J VIROL METHODS,1.508
PLANT BREEDING,PLANT BREEDING,1.502
Plant Biotechnology Reports,PLANT BIOTECHNOL REP,1.49
DIAGNOSTIC MOLECULAR PATHOLOGY,DIAGN MOL PATHOL,1.474
Cellular Reprogramming,CELL REPROGRAM,1.462
Algorithms for Molecular Biology,ALGORITHM MOL BIOL,1.439
BIOTECHNOLOGY AND APPLIED BIOCHEMISTRY,BIOTECHNOL APPL BIOC,1.429
PROTEIN EXPRESSION AND PURIFICATION,PROTEIN EXPRES PURIF,1.407
ELECTRONIC JOURNAL OF BIOTECHNOLOGY,ELECTRON J BIOTECHN,1.403
GENOME,GENOME,1.356
CANADIAN JOURNAL OF MICROBIOLOGY,CAN J MICROBIOL,1.335
FOLIA MICROBIOLOGICA,FOLIA MICROBIOL,1.335
Journal of Zhejiang University-SCIENCE B,J ZHEJIANG UNIV-SC B,1.303
Probiotics and Antimicrobial Proteins,PROBIOTICS ANTIMICRO,1.283
ANNALS OF MICROBIOLOGY,ANN MICROBIOL,1.232
INTERNATIONAL JOURNAL OF BIOLOGICAL MARKERS,INT J BIOL MARKER,1.217
BIOTECHNOLOGY AND BIOPROCESS ENGINEERING,BIOTECHNOL BIOPROC E,1.211
FOOD TECHNOLOGY AND BIOTECHNOLOGY,FOOD TECHNOL BIOTECH,1.179
BIOSCIENCE BIOTECHNOLOGY AND BIOCHEMISTRY,BIOSCI BIOTECH BIOCH,1.176
INTERNATIONAL MICROBIOLOGY,INT MICROBIOL,1.157
INDIAN JOURNAL OF MICROBIOLOGY,INDIAN J MICROBIOL,1.143
PREPARATIVE BIOCHEMISTRY & BIOTECHNOLOGY,PREP BIOCHEM BIOTECH,1.114
BIOTECHNIC & HISTOCHEMISTRY,BIOTECH HISTOCHEM,1.078
JOURNAL OF GENERAL AND APPLIED MICROBIOLOGY,J GEN APPL MICROBIOL,1
3 Biotech,3 BIOTECH,0.992
Crop Breeding and Applied Biotechnology,CROP BREED APPL BIOT,0.946
Current Nanoscience,CURR NANOSCI,0.934
NEW GENETICS AND SOCIETY,NEW GENET SOC,0.929
JOURNAL OF FOOD SAFETY,J FOOD SAFETY,0.915
BIOCATALYSIS AND BIOTRANSFORMATION,BIOCATAL BIOTRANSFOR,0.892
BIOCONTROL SCIENCE AND TECHNOLOGY,BIOCONTROL SCI TECHN,0.848
FOOD BIOTECHNOLOGY,FOOD BIOTECHNOL,0.814
Plant Biotechnology,PLANT BIOTECHNOL-NAR,0.715
Genes & Genomics,GENES GENOM,0.692
ANIMAL BIOTECHNOLOGY,ANIM BIOTECHNOL,0.686
BIOCONTROL SCIENCE,BIOCONTROL SCI,0.677
CHEMICAL AND BIOCHEMICAL ENGINEERING QUARTERLY,CHEM BIOCHEM ENG Q,0.675
APPLIED BIOCHEMISTRY AND MICROBIOLOGY,APPL BIOCHEM MICRO+,0.671
CHIMICA OGGI-CHEMISTRY TODAY,CHIM OGGI,0.538
JOURNAL OF THE AMERICAN SOCIETY OF BREWING CHEMISTS,J AM SOC BREW CHEM,0.492
GENETIC COUNSELING,GENET COUNSEL,0.384
Romanian Biotechnological Letters,ROM BIOTECH LETT,0.381
BIOTECHNOLOGY & BIOTECHNOLOGICAL EQUIPMENT,BIOTECHNOL BIOTEC EQ,0.373
Iranian Journal of Biotechnology,IRAN J BIOTECHNOL,0.309
INDIAN JOURNAL OF BIOTECHNOLOGY,INDIAN J BIOTECHNOL,0.287
MINERVA BIOTECNOLOGICA,MINERVA BIOTECNOL,0.246
Research Journal of Biotechnology,RES J BIOTECHNOL,0.242
AGRO FOOD INDUSTRY HI-TECH,AGRO FOOD IND HI TEC,0.202
BIOPHARM INTERNATIONAL,BIOPHARM INT,0.181
BIOTECHNOLOGY LAW REPORT,BIOTECHNOL LAW REP,0.078
