nfull,nabb,if
BOTANICAL JOURNAL OF THE LINNEAN SOCIETY,BOT J LINN SOC,2.523
PHYTOCHEMICAL ANALYSIS,PHYTOCHEM ANALYSIS,2.497
FUNCTIONAL PLANT BIOLOGY,FUNCT PLANT BIOL,2.491
Plant Reproduction,PLANT REPROD,2.468
PLANT CELL TISSUE AND ORGAN CULTURE,PLANT CELL TISS ORG,2.39
PLANT PATHOLOGY,PLANT PATHOL,2.383
Plant Ecology & Diversity,PLANT ECOL DIVERS,2.349
PROTOPLASMA,PROTOPLASMA,2.343
PLANT GROWTH REGULATION,PLANT GROWTH REGUL,2.333
APPLIED VEGETATION SCIENCE,APPL VEG SCI,2.308
PLANT MOLECULAR BIOLOGY REPORTER,PLANT MOL BIOL REP,2.304
PLANT FOODS FOR HUMAN NUTRITION,PLANT FOOD HUM NUTR,2.276
PLANT BIOLOGY,PLANT BIOLOGY,2.216
EUROPEAN JOURNAL OF PHYCOLOGY,EUR J PHYCOL,2.205
JOURNAL OF PLANT GROWTH REGULATION,J PLANT GROWTH REGUL,2.166
REVIEW OF PALAEOBOTANY AND PALYNOLOGY,REV PALAEOBOT PALYNO,2.158
MOLECULAR BREEDING,MOL BREEDING,2.108
AoB Plants,AOB PLANTS,2.079
VEGETATION HISTORY AND ARCHAEOBOTANY,VEG HIST ARCHAEOBOT,2.039
Fottea,FOTTEA,2.026
Wulfenia,WULFENIA,2
WEED SCIENCE,WEED SCI,1.993
PLANTA MEDICA,PLANTA MED,1.99
AQUATIC BOTANY,AQUAT BOT,1.846
PHYTOCOENOLOGIA,PHYTOCOENOLOGIA,1.828
JOURNAL OF PLANT NUTRITION AND SOIL SCIENCE,J PLANT NUTR SOIL SC,1.816
ALGAE,ALGAE-SEOUL,1.778
Journal of Plant Ecology,J PLANT ECOL,1.769
JOURNAL OF PLANT RESEARCH,J PLANT RES,1.684
JOURNAL OF PLANT BIOLOGY,J PLANT BIOL,1.671
BIOLOGIA PLANTARUM,BIOL PLANTARUM,1.665
Alpine Botany,ALPINE BOT,1.645
PHYCOLOGIA,PHYCOLOGIA,1.628
EUPHYTICA,EUPHYTICA,1.618
FLORA,FLORA,1.59
AUSTRALIAN JOURNAL OF BOTANY,AUST J BOT,1.586
ACTA PHYSIOLOGIAE PLANTARUM,ACTA PHYSIOL PLANT,1.563
PHOTOSYNTHETICA,PHOTOSYNTHETICA,1.558
PHARMACEUTICAL BIOLOGY,PHARM BIOL,1.546
BREEDING SCIENCE,BREEDING SCI,1.543
INTERNATIONAL JOURNAL OF PLANT SCIENCES,INT J PLANT SCI,1.536
WEED RESEARCH,WEED RES,1.517
PLANT BREEDING,PLANT BREEDING,1.502
EUROPEAN JOURNAL OF PLANT PATHOLOGY,EUR J PLANT PATHOL,1.494
PLANT ECOLOGY,PLANT ECOL,1.49
Plant Biotechnology Reports,PLANT BIOTECHNOL REP,1.49
CRYPTOGAMIE ALGOLOGIE,CRYPTOGAMIE ALGOL,1.487
WEED TECHNOLOGY,WEED TECHNOL,1.487
FOLIA GEOBOTANICA,FOLIA GEOBOT,1.433
SEED SCIENCE RESEARCH,SEED SCI RES,1.406
CRYPTOGAMIE BRYOLOGIE,CRYPTOGAMIE BRYOL,1.389
PHYSIOLOGICAL AND MOLECULAR PLANT PATHOLOGY,PHYSIOL MOL PLANT P,1.371
ANNALS OF THE MISSOURI BOTANICAL GARDEN,ANN MO BOT GARD,1.368
PLANT SYSTEMATICS AND EVOLUTION,PLANT SYST EVOL,1.361
PLANT BIOSYSTEMS,PLANT BIOSYST,1.36
Phytochemistry Letters,PHYTOCHEM LETT,1.353
JOURNAL OF PLANT BIOCHEMISTRY AND BIOTECHNOLOGY,J PLANT BIOCHEM BIOT,1.352
PHYSIOLOGY AND MOLECULAR BIOLOGY OF PLANTS,PHYSIOL MOL BIOL PLA,1.351
JOURNAL OF BRYOLOGY,J BRYOL,1.325
Botany,BOTANY,1.317
PLANT SPECIES BIOLOGY,PLANT SPEC BIOL,1.303
BOTANICAL REVIEW,BOT REV,1.29
LICHENOLOGIST,LICHENOLOGIST,1.29
GENETIC RESOURCES AND CROP EVOLUTION,GENET RESOUR CROP EV,1.258
CANADIAN JOURNAL OF PLANT PATHOLOGY,CAN J PLANT PATHOL,1.252
BOTANICA MARINA,BOT MAR,1.25
SOUTH AFRICAN JOURNAL OF BOTANY,S AFR J BOT,1.244
ACTA SOCIETATIS BOTANICORUM POLONIAE,ACTA SOC BOT POL,1.213
Invasive Plant Science and Management,INVAS PLANT SCI MANA,1.21
Advances in Botanical Research,ADV BOT RES,1.204
Journal of Plant Interactions,J PLANT INTERACT,1.191
TURKISH JOURNAL OF BOTANY,TURK J BOT,1.178
Plant Ecology and Evolution,PLANT ECOL EVOL,1.162
Botanical Studies,BOT STUD,1.159
IN VITRO CELLULAR & DEVELOPMENTAL BIOLOGY-PLANT,IN VITRO CELL DEV-PL,1.152
Journal of Systematics and Evolution,J SYST EVOL,1.134
JOURNAL OF GENERAL PLANT PATHOLOGY,J GEN PLANT PATHOL,1.12
ECONOMIC BOTANY,ECON BOT,1.109
SYSTEMATIC BOTANY,SYST BOT,1.098
Phytotaxa,PHYTOTAXA,1.087
JOURNAL OF APPLIED BOTANY AND FOOD QUALITY,J APPL BOT FOOD QUAL,1.085
BRYOLOGIST,BRYOLOGIST,1.077
PALYNOLOGY,PALYNOLOGY,1.064
PHYTOPATHOLOGIA MEDITERRANEA,PHYTOPATHOL MEDITERR,1.042
JOURNAL OF PLANT PATHOLOGY,J PLANT PATHOL,1.038
PHYTOPARASITICA,PHYTOPARASITICA,1.034
AUSTRALASIAN PLANT PATHOLOGY,AUSTRALAS PLANT PATH,1.026
JOURNAL OF ASIAN NATURAL PRODUCTS RESEARCH,J ASIAN NAT PROD RES,1.009
PhytoKeys,PHYTOKEYS,0.99
Theoretical and Experimental Plant Physiology,THEOR EXP PLANT PHYS,0.96
SOIL SCIENCE AND PLANT NUTRITION,SOIL SCI PLANT NUTR,0.954
JOURNAL OF PHYTOPATHOLOGY,J PHYTOPATHOL,0.945
NORDIC JOURNAL OF BOTANY,NORD J BOT,0.921
Plant Pathology Journal,PLANT PATHOLOGY J,0.92
Applications in Plant Sciences,APPL PLANT SCI,0.911
ANNALES BOTANICI FENNICI,ANN BOT FENN,0.893
NOVA HEDWIGIA,NOVA HEDWIGIA,0.876
GRANA,GRANA,0.868
Tropical Plant Pathology,TROP PLANT PATHOL,0.835
HERZOGIA,HERZOGIA,0.821
NEW ZEALAND JOURNAL OF BOTANY,NEW ZEAL J BOT,0.806
TUEXENIA,TUEXENIA,0.795
ACTA BOTANICA GALLICA,ACTA BOT GALLICA,0.776
Records of Natural Products,REC NAT PROD,0.765
RUSSIAN JOURNAL OF PLANT PHYSIOLOGY,RUSS J PLANT PHYSL+,0.737
ACTA BOTANICA CROATICA,ACTA BOT CROAT,0.734
Brazilian Journal of Botany,BRAZ J BOT,0.734
CANADIAN JOURNAL OF PLANT SCIENCE,CAN J PLANT SCI,0.727
Plant Biotechnology,PLANT BIOTECHNOL-NAR,0.715
ANALES DEL JARDIN BOTANICO DE MADRID,AN JARDIN BOT MADRID,0.679
PLANT PROTECTION SCIENCE,PLANT PROTECT SCI,0.661
PAKISTAN JOURNAL OF BOTANY,PAK J BOT,0.658
BRITTONIA,BRITTONIA,0.652
AUSTRALIAN SYSTEMATIC BOTANY,AUST SYST BOT,0.648
ACTA BIOLOGICA CRACOVIENSIA SERIES BOTANICA,ACTA BIOL CRACOV BOT,0.625
Botanical Sciences,BOT SCI,0.624
Acta Botanica Brasilica,ACTA BOT BRAS,0.584
AMERICAN FERN JOURNAL,AM FERN J,0.583
Tropical Plant Biology,TROP PLANT BIOL,0.562
JOURNAL OF THE TORREY BOTANICAL SOCIETY,J TORREY BOT SOC,0.541
COMMUNICATIONS IN SOIL SCIENCE AND PLANT ANALYSIS,COMMUN SOIL SCI PLAN,0.529
SEED SCIENCE AND TECHNOLOGY,SEED SCI TECHNOL,0.521
JOURNAL OF PLANT NUTRITION,J PLANT NUTR,0.51
HASELTONIA,HASELTONIA,0.5
WEED BIOLOGY AND MANAGEMENT,WEED BIOL MANAG,0.5
Willdenowia,WILLDENOWIA,0.5
CARYOLOGIA,CARYOLOGIA,0.494
BOTHALIA,BOTHALIA,0.486
MAYDICA,MAYDICA,0.484
Journal of Plant Diseases and Protection,J PLANT DIS PROTECT,0.477
Czech Journal of Genetics and Plant Breeding,CZECH J GENET PLANT,0.476
Journal of Plant Registrations,J PLANT REGIST,0.474
TELOPEA,TELOPEA,0.462
Notulae Botanicae Horti Agrobotanici Cluj-Napoca,NOT BOT HORTI AGROBO,0.451
PHYTON-ANNALES REI BOTANICAE,PHYTON-ANN REI BOT A,0.442
Plant Genetic Resources-Characterization and Utilization,PLANT GENET RESOUR-C,0.442
BLUMEA,BLUMEA,0.419
RHODORA,RHODORA,0.41
ACTA AMAZONICA,ACTA AMAZON,0.408
Planta Daninha,PLANTA DANINHA,0.395
CANDOLLEA,CANDOLLEA,0.386
NOVON,NOVON,0.376
Indian Journal of Traditional Knowledge,INDIAN J TRADIT KNOW,0.371
KEW BULLETIN,KEW BULL,0.359
Acta Botanica Mexicana,ACTA BOT MEX,0.351
Journal of Essential Oil Bearing Plants,J ESSENT OIL BEAR PL,0.313
BANGLADESH JOURNAL OF BOTANY,BANGL J BOT,0.301
Bangladesh Journal of Plant Taxonomy,BANGL J PLANT TAXON,0.293
INDIAN JOURNAL OF GENETICS AND PLANT BREEDING,INDIAN J GENET PL BR,0.282
JOURNAL OF AQUATIC PLANT MANAGEMENT,J AQUAT PLANT MANAGE,0.257
ADANSONIA,ADANSONIA,0.256
CASTANEA,CASTANEA,0.255
CALDASIA,CALDASIA,0.25
Boletin de la Sociedad Argentina de Botanica,B SOC ARGENT BOT,0.232
GAYANA BOTANICA,GAYANA BOT,0.232
Bradleya,BRADLEYA,0.225
Zeitschrift fur Arznei- & Gewurzpflanzen,Z ARZNEI- GEWURZPFLA,0.194
IHERINGIA SERIE BOTANICA,IHERINGIA SER BOT,0.164
PHYTON-INTERNATIONAL JOURNAL OF EXPERIMENTAL BOTANY,PHYTON-INT J EXP BOT,0.143
ISRAEL JOURNAL OF PLANT SCIENCES,ISR J PLANT SCI,0.111
Gorteria,GORTERIA,0.056
Nature Plants,NAT PLANTS,Not Available
