nfull,nabb,if
AGRICULTURAL ECONOMICS,AGR ECON-BLACKWELL,1.739
Theoretical Economics,THEOR ECON,1.732
Journal of Financial Stability,J FINANC STABIL,1.689
JOURNAL OF ECONOMIC PSYCHOLOGY,J ECON PSYCHOL,1.677
NEW POLITICAL ECONOMY,NEW POLIT ECON,1.671
ENVIRONMENTAL & RESOURCE ECONOMICS,ENVIRON RESOUR ECON,1.667
WORLD BANK RESEARCH OBSERVER,WORLD BANK RES OBSER,1.667
ENERGY JOURNAL,ENERG J,1.662
JOURNAL OF BUSINESS & ECONOMIC STATISTICS,J BUS ECON STAT,1.648
Economics & Human Biology,ECON HUM BIOL,1.639
JOURNAL OF REGIONAL SCIENCE,J REGIONAL SCI,1.63
JOURNAL OF FINANCIAL AND QUANTITATIVE ANALYSIS,J FINANC QUANT ANAL,1.628
INTERNATIONAL JOURNAL OF FORECASTING,INT J FORECASTING,1.626
JOURNAL OF ECONOMETRICS,J ECONOMETRICS,1.611
RAND JOURNAL OF ECONOMICS,RAND J ECON,1.582
Emerging Markets Review,EMERG MARK REV,1.549
JOURNAL OF AGRICULTURAL ECONOMICS,J AGR ECON,1.545
EUROPEAN REVIEW OF AGRICULTURAL ECONOMICS,EUR REV AGRIC ECON,1.544
JOURNAL OF RISK AND INSURANCE,J RISK INSUR,1.535
Transport Policy,TRANSPORT POLICY,1.522
JOURNAL OF BANKING & FINANCE,J BANK FINANC,1.485
LAND ECONOMICS,LAND ECON,1.447
JOURNAL OF LAW & ECONOMICS,J LAW ECON,1.446
JOURNAL OF PUBLIC ECONOMICS,J PUBLIC ECON,1.44
AMERICAN JOURNAL OF AGRICULTURAL ECONOMICS,AM J AGR ECON,1.436
JOURNAL OF RISK AND UNCERTAINTY,J RISK UNCERTAINTY,1.426
Marine Resource Economics,MAR RESOUR ECON,1.405
ECONOMIC DEVELOPMENT AND CULTURAL CHANGE,ECON DEV CULT CHANGE,1.392
JOURNAL OF COMPARATIVE ECONOMICS,J COMP ECON,1.38
INSURANCE MATHEMATICS & ECONOMICS,INSUR MATH ECON,1.378
JOURNAL OF ECONOMIC BEHAVIOR & ORGANIZATION,J ECON BEHAV ORGAN,1.374
JOURNAL OF LAW ECONOMICS & ORGANIZATION,J LAW ECON ORGAN,1.372
North American Journal of Economics and Finance,N AM J ECON FINANC,1.36
American Economic Journal-Microeconomics,AM ECON J-MICROECON,1.359
JOURNAL OF MONEY CREDIT AND BANKING,J MONEY CREDIT BANK,1.356
INDUSTRIAL AND CORPORATE CHANGE,IND CORP CHANGE,1.327
AUSTRALIAN JOURNAL OF AGRICULTURAL AND RESOURCE ECONOMICS,AUST J AGR RESOUR EC,1.302
SCANDINAVIAN JOURNAL OF ECONOMICS,SCAND J ECON,1.298
ECONOMICS OF EDUCATION REVIEW,ECON EDUC REV,1.297
CANADIAN JOURNAL OF AGRICULTURAL ECONOMICS-REVUE CANADIENNE D AGROECONOMIE,CAN J AGR ECON,1.291
INTERNATIONAL ECONOMIC REVIEW,INT ECON REV,1.29
Review of Economics of the Household,REV ECON HOUSEHOLD,1.29
International Environmental Agreements-Politics Law and Economics,INT ENVIRON AGREEM-P,1.289
CAMBRIDGE JOURNAL OF ECONOMICS,CAMB J ECON,1.263
REVIEW OF ECONOMIC DYNAMICS,REV ECON DYNAM,1.256
RESOURCE AND ENERGY ECONOMICS,RESOUR ENERGY ECON,1.25
European Journal of Political Economy,EUR J POLIT ECON,1.248
OXFORD BULLETIN OF ECONOMICS AND STATISTICS,OXFORD B ECON STAT,1.247
E & M Ekonomie a Management,E M EKON MANAG,1.242
FUTURES,FUTURES,1.242
Journal of Agrarian Change,J AGRAR CHANGE,1.226
Quantitative Economics,QUANT ECON,1.216
Journal of Financial Econometrics,J FINANC ECONOMET,1.205
ECONOMY AND SOCIETY,ECON SOC,1.204
Journal of Forest Economics,J FOREST ECON,1.185
WORLD BANK ECONOMIC REVIEW,WORLD BANK ECON REV,1.182
Economics of Energy & Environmental Policy,ECON ENERGY ENV POL,1.172
ECONOMETRIC THEORY,ECONOMET THEOR,1.162
FEMINIST ECONOMICS,FEM ECON,1.154
Applied Economic Perspectives and Policy,APPL ECON PERSPECT P,1.148
PAPERS IN REGIONAL SCIENCE,PAP REG SCI,1.144
JOURNAL OF POPULATION ECONOMICS,J POPUL ECON,1.139
ECONOMIC THEORY,ECON THEOR,1.137
CHINA ECONOMIC REVIEW,CHINA ECON REV,1.116
Econometrics Journal,ECONOMET J,1.116
JOURNAL OF ECONOMIC THEORY,J ECON THEORY,1.097
EUROPEAN ECONOMIC REVIEW,EUR ECON REV,1.095
ECONOMIC INQUIRY,ECON INQ,1.091
REVIEW OF INCOME AND WEALTH,REV INCOME WEALTH,1.078
Journal of Neuroscience Psychology and Economics,J NEUROSCI PSYCHOL E,1.061
JOURNAL OF INDUSTRIAL ECONOMICS,J IND ECON,1.058
Journal of Choice Modelling,J CHOICE MODEL,1.056
JOURNAL OF CONSUMER AFFAIRS,J CONSUM AFF,1.053
Journal of International Financial Markets Institutions & Money,J INT FINANC MARK I,1.051
POST-SOVIET AFFAIRS,POST-SOV AFF,1.049
Annual Review of Resource Economics,ANNU REV RESOUR ECON,1.042
Journal of Economic Inequality,J ECON INEQUAL,1.041
JOURNAL OF HOUSING ECONOMICS,J HOUS ECON,1.035
Annual Review of Financial Economics,ANNU REV FINANC ECON,1.031
ECONOMICA,ECONOMICA,1.029
REGIONAL SCIENCE AND URBAN ECONOMICS,REG SCI URBAN ECON,1.024
ECONOMIC DEVELOPMENT QUARTERLY,ECON DEV Q,1
ECONOMIC HISTORY REVIEW,ECON HIST REV,1
EXPLORATIONS IN ECONOMIC HISTORY,EXPLOR ECON HIST,1
ECONOMIC MODELLING,ECON MODEL,0.997
JOURNAL OF POLICY MODELING,J POLICY MODEL,0.986
JOURNAL OF PRODUCTIVITY ANALYSIS,J PROD ANAL,0.973
ECONOMICS AND PHILOSOPHY,ECON PHILOS,0.971
Journal of Economic Interaction and Coordination,J ECON INTERACT COOR,0.962
Journal of Institutional Economics,J I ECON,0.939
JOURNAL OF TRANSPORT ECONOMICS AND POLICY,J TRANSP ECON POLICY,0.914
Journal of Economics,J ECON,0.914
Journal of Empirical Finance,J EMPIR FINANC,0.907
POLITICKA EKONOMIE,POLIT EKON,0.904
PUBLIC CHOICE,PUBLIC CHOICE,0.9
LABOUR ECONOMICS,LABOUR ECON,0.899
JOURNAL OF DEVELOPMENT STUDIES,J DEV STUD,0.896
Journal of Cultural Economics,J CULT ECON,0.895
GAMES AND ECONOMIC BEHAVIOR,GAME ECON BEHAV,0.882
JOURNAL OF ECONOMIC DYNAMICS & CONTROL,J ECON DYN CONTROL,0.879
Industry and Innovation,IND INNOV,0.87
REAL ESTATE ECONOMICS,REAL ESTATE ECON,0.869
INTERNATIONAL JOURNAL OF INDUSTRIAL ORGANIZATION,INT J IND ORGAN,0.866
JOURNAL OF REGULATORY ECONOMICS,J REGUL ECON,0.864
World Trade Review,WORLD TRADE REV,0.863
QME-Quantitative Marketing and Economics,QME-QUANT MARK ECON,0.846
KYKLOS,KYKLOS,0.836
ACTA OECONOMICA,ACTA OECON,0.831
Structural Change and Economic Dynamics,STRUCT CHANGE ECON D,0.829
INFORMATION ECONOMICS AND POLICY,INF ECON POLICY,0.826
Prague Economic Papers,PRAGUE ECON PAP,0.825
JOURNAL OF ECONOMICS & MANAGEMENT STRATEGY,J ECON MANAGE STRAT,0.823
JOURNAL OF FORECASTING,J FORECASTING,0.818
Spatial Economic Analysis,SPAT ECON ANAL,0.818
INTERNATIONAL LABOUR REVIEW,INT LABOUR REV,0.812
Inzinerine Ekonomika-Engineering Economics,INZ EKON,0.806
SOCIO-ECONOMIC PLANNING SCIENCES,SOCIO-ECON PLAN SCI,0.796
QUANTITATIVE FINANCE,QUANT FINANC,0.794
SOUTHERN ECONOMIC JOURNAL,SOUTH ECON J,0.788
Journal of Sports Economics,J SPORT ECON,0.774
OPEN ECONOMIES REVIEW,OPEN ECON REV,0.772
EMERGING MARKETS FINANCE AND TRADE,EMERG MARK FINANC TR,0.768
OXFORD REVIEW OF ECONOMIC POLICY,OXFORD REV ECON POL,0.764
WORLD ECONOMY,WORLD ECON,0.759
Journal of Pension Economics & Finance,J PENSION ECON FINAN,0.758
JOURNAL OF EVOLUTIONARY ECONOMICS,J EVOL ECON,0.753
Research in Transportation Economics,RES TRANSP ECON,0.75
THEORY AND DECISION,THEOR DECIS,0.75
CESifo Economic Studies,CESIFO ECON STUD,0.745
JOURNAL OF ECONOMIC HISTORY,J ECON HIST,0.742
MACROECONOMIC DYNAMICS,MACROECON DYN,0.741
China & World Economy,CHINA WORLD ECON,0.74
Agribusiness,AGRIBUSINESS,0.738
OXFORD ECONOMIC PAPERS-NEW SERIES,OXFORD ECON PAP,0.734
Astin Bulletin,ASTIN BULL,0.732
Cliometrica,CLIOMETRICA,0.731
International Journal of Health Care Finance & Economics,INT J HEALTH CARE FI,0.73
Journal of Competition Law & Economics,J COMPET LAW ECON,0.728
Mathematics and Financial Economics,MATH FINANC ECON,0.727
Asian Economic Policy Review,ASIAN ECON POLICY R,0.72
JOURNAL OF MACROECONOMICS,J MACROECON,0.714
FISCAL STUDIES,FISC STUD,0.705
Economic Systems,ECON SYST,0.701
Journal of Real Estate Research,J REAL ESTATE RES,0.7
REVIEW OF INDUSTRIAL ORGANIZATION,REV IND ORGAN,0.7
JOURNAL OF REAL ESTATE FINANCE AND ECONOMICS,J REAL ESTATE FINANC,0.698
BULLETIN OF INDONESIAN ECONOMIC STUDIES,B INDONES ECON STUD,0.697
Computational Economics,COMPUT ECON,0.691
Asian Journal of Technology Innovation,ASIAN J TECHNOL INNO,0.684
TIJDSCHRIFT VOOR ECONOMISCHE EN SOCIALE GEOGRAFIE,TIJDSCHR ECON SOC GE,0.682
EUROPE-ASIA STUDIES,EUROPE-ASIA STUD,0.671
ECONOMICS OF TRANSITION,ECON TRANSIT,0.66
Economics & Politics,ECON POLIT-OXFORD,0.652
INTERNATIONAL TAX AND PUBLIC FINANCE,INT TAX PUBLIC FINAN,0.627
Journal of Socio-Economics,J SOCIO-ECON,0.627
JOURNAL OF AFRICAN ECONOMIES,J AFR ECON,0.621
European Review of Economic History,EUR REV ECON HIST,0.619
Journal of Business Economics and Management,J BUS ECON MANAG,0.618
JOURNAL OF WORLD TRADE,J WORLD TRADE,0.616
Empirical Economics,EMPIR ECON,0.614
China Agricultural Economic Review,CHINA AGR ECON REV,0.609
Journal of Korea Trade,J KOREA TRADE,0.607
Zeitschrift fur Wirtschaftsgeographie,Z WIRTSCHAFTSGEOGR,0.607
EKONOMICKY CASOPIS,EKON CAS,0.606
International Finance,INT FINANC,0.606
ECONOMICS LETTERS,ECON LETT,0.603
JAPAN AND THE WORLD ECONOMY,JPN WORLD ECON,0.603
CONTEMPORARY ECONOMIC POLICY,CONTEMP ECON POLICY,0.602
American Law and Economics Review,AM LAW ECON REV,0.594
Journal of Human Capital,J HUM CAPITAL,0.593
SOCIAL CHOICE AND WELFARE,SOC CHOICE WELFARE,0.593
APPLIED ECONOMICS,APPL ECON,0.586
Economic and Labour Relations Review,ECON LABOUR RELAT RE,0.582
INTERNATIONAL JOURNAL OF GAME THEORY,INT J GAME THEORY,0.577
ANNALS OF REGIONAL SCIENCE,ANN REGIONAL SCI,0.571
Annals of Economics and Finance,ANN ECON FINANC,0.571
FEDERAL RESERVE BANK OF ST LOUIS REVIEW,FED RESERVE BANK ST,0.565
Amfiteatru Economic,AMFITEATRU ECON,0.564
Review of International Economics,REV INT ECON,0.558
Australian Economic Review,AUST ECON REV,0.552
POST-COMMUNIST ECONOMIES,POST-COMMUNIST ECON,0.548
German Economic Review,GER ECON REV,0.543
INTERNATIONAL REVIEW OF LAW AND ECONOMICS,INT REV LAW ECON,0.543
ECONOMIC RECORD,ECON REC,0.526
JOURNAL OF AGRICULTURAL AND RESOURCE ECONOMICS,J AGR RESOUR ECON,0.523
DEVELOPING ECONOMIES,DEV ECON,0.517
STUDIES IN NONLINEAR DYNAMICS AND ECONOMETRICS,STUD NONLINEAR DYN E,0.517
JOURNAL OF THE JAPANESE AND INTERNATIONAL ECONOMIES,J JPN INT ECON,0.508
JOURNAL OF ECONOMIC EDUCATION,J ECON EDUC,0.507
CANADIAN JOURNAL OF ECONOMICS-REVUE CANADIENNE D ECONOMIQUE,CAN J ECON,0.5
International Journal of Transport Economics,INT J TRANSP ECON,0.5
Agricultural Economics-Zemedelska Ekonomika,AGR ECON-CZECH,0.482
Journal of Australian Political Economy,J AUST POLIT ECON,0.481
Journal of Public Economic Theory,J PUBLIC ECON THEORY,0.471
Metroeconomica,METROECONOMICA,0.468
HISTORY OF POLITICAL ECONOMY,HIST POLIT ECON,0.467
Economic Research-Ekonomska Istrazivanja,ECON RES-EKON ISTRAZ,0.466
JOURNAL OF ECONOMIC ISSUES,J ECON ISSUES,0.465
Transformations in Business & Economics,TRANSFORM BUS ECON,0.462
Economics-The Open Access Open-Assessment E-Journal,ECONOMICS-KIEL,0.46
Series-Journal of the Spanish Economic Association,SERIES-J SPAN ECON,0.457
JOURNAL OF MEDIA ECONOMICS,J MEDIA ECON,0.455
European Journal of Law and Economics,EUR J LAW ECON,0.454
SOUTH AFRICAN JOURNAL OF ECONOMICS,S AFR J ECON,0.441
JOURNAL OF MATHEMATICAL ECONOMICS,J MATH ECON,0.434
Journal of the Asia Pacific Economy,J ASIA PAC ECON,0.429
Review of Network Economics,REV NETW ECON,0.429
DEFENCE AND PEACE ECONOMICS,DEFENCE PEACE ECON,0.423
Review of Derivatives Research,REV DERIV RES,0.417
B E Journal of Theoretical Economics,BE J THEOR ECON,0.412
Panoeconomicus,PANOECONOMICUS,0.412
EASTERN EUROPEAN ECONOMICS,EASTERN EUR ECON,0.404
Tourism Economics,TOURISM ECON,0.392
Pacific Economic Review,PAC ECON REV,0.388
Asian Economic Papers,ASIAN ECON PAP,0.382
APPLIED ECONOMICS LETTERS,APPL ECON LETT,0.378
REVIEW OF RADICAL POLITICAL ECONOMICS,REV RADICAL POL ECON,0.373
Revista de Historia Economica,REV HIST ECON,0.37
Review of Keynesian Economics,REV KEYNES ECON,0.365
Empirica,EMPIRICA,0.359
AUSTRALIAN ECONOMIC HISTORY REVIEW,AUST ECON HIST REV,0.357
Journal of International Trade & Economic Development,J INT TRADE ECON DEV,0.356
Estudios de Economia,ESTUD ECONOMIA,0.35
JOURNAL OF POST KEYNESIAN ECONOMICS,J POST KEYNESIAN EC,0.348
Romanian Journal of Economic Forecasting,ROM J ECON FORECAST,0.348
Zbornik Radova Ekonomskog Fakulteta u Rijeci-Proceedings of Rijeka Faculty of Economics,ZB RAD EKON FAK RIJE,0.346
MATHEMATICAL SOCIAL SCIENCES,MATH SOC SCI,0.344
Global Economic Review,GLOBAL ECON REV,0.341
Journal of Behavioral and Experimental Economics,J BEHAV EXP ECON,0.34
JOURNAL OF INSTITUTIONAL AND THEORETICAL ECONOMICS-ZEITSCHRIFT FUR DIE GESAMTE STAATSWISSENSCHAFT,J INST THEOR ECON,0.324
Journal of Economic Policy Reform,J ECON POLICY REFORM,0.318
Economic Computation and Economic Cybernetics Studies and Research,ECON COMPUT ECON CYB,0.317
Journal of Behavioral FInance,J BEHAV FINANC,0.314
European Journal of the History of Economic Thought,EUR J HIST ECON THOU,0.312
Review of Economic Design,REV ECON DES,0.312
FinanzArchiv,FINANZARCHIV,0.311
Asian Economic Journal,ASIAN ECON J,0.308
Review of Development Economics,REV DEV ECON,0.296
Asian-Pacific Economic Literature,ASIAN-PAC ECON LIT,0.294
ECONOMIC AND SOCIAL REVIEW,ECON SOC REV,0.292
Independent Review,INDEP REV,0.286
AMERICAN JOURNAL OF ECONOMICS AND SOCIOLOGY,AM J ECON SOCIOL,0.273
Latin American Economic Review,LAT AM ECON REV,0.273
BULLETIN OF ECONOMIC RESEARCH,B ECON RES,0.261
MANCHESTER SCHOOL,MANCH SCH,0.261
Economics of Governance,ECON GOV,0.258
JAHRBUCHER FUR NATIONALOKONOMIE UND STATISTIK,JAHRB NATL STAT,0.258
B E Journal of Economic Analysis & Policy,BE J ECON ANAL POLI,0.25
Econ Journal Watch,ECON J WATCH,0.245
ECONOMIST-NETHERLANDS,ECONOMIST-NETHERLAND,0.244
International Journal of Economic Theory,INT J ECON THEORY,0.229
JAPANESE ECONOMIC REVIEW,JPN ECON REV,0.226
SCOTTISH JOURNAL OF POLITICAL ECONOMY,SCOT J POLIT ECON,0.224
Geneva Risk and Insurance Review,GENEVA RISK INS REV,0.222
SINGAPORE ECONOMIC REVIEW,SINGAP ECON REV,0.221
Revista de Historia Industrial,REV HIST INDUST,0.212
AUSTRALIAN ECONOMIC PAPERS,AUST ECON PAP,0.2
Cepal Review,CEPAL REV,0.2
Baltic Journal of Economics,BALT J ECON,0.19
South African Journal of Economic and Management Sciences,S AFR J ECON MANAG S,0.185
Hacienda Publica Espanola-Review of Public Economics,HACIENDA PUBLICA ESP,0.184
Journal of Applied Economics,J APPL ECON,0.182
B E Journal of Macroeconomics,BE J MACROECON,0.164
Revista de Economia Mundial,REV ECON MUND,0.161
HITOTSUBASHI JOURNAL OF ECONOMICS,HITOTSUB J ECON,0.148
History of Economic Ideas,HIST ECON IDEAS,0.147
Economia Mexicana-Nueva Epoca,ECON MEX,0.143
Recherches Economiques de Louvain-Louvain Economic Review,RECH ECON LOUVAIN,0.133
Argumenta Oeconomica,ARGUM OECON,0.13
Portuguese Economic Journal,PORT ECON J,0.1
Revista de Economia Aplicada,REV ECON APL-SPAIN,0.1
REVUE D ECONOMIE POLITIQUE,REV ECON POLIT,0.096
REVUE D ETUDES COMPARATIVES EST-OUEST,REV ETUD COMP EST-O,0.095
Investigacion Economica,INVEST ECON-MEX,0.075
Asia-Pacific Journal of Accounting & Economics,ASIA-PAC J ACCOUNT E,0.067
Economia Politica,ECON POLIT-ITALY,0.051
TRIMESTRE ECONOMICO,TRIMEST ECON,0.034
Korean Economic Review,KOREAN ECON REV,0.029
Custos e Agronegocio On Line,CUST AGRONEGOCIO,0.028
International Journal of Health  Economics and Management,INT J HEALTH ECON MA,Not Available
Journal of Demographic Economics,J DEMOGR ECON,Not Available
