nfull,nabb,if
JOURNAL OF LIGHTWAVE TECHNOLOGY,J LIGHTWAVE TECHNOL,2.567
JOURNAL OF BIOMEDICAL OPTICS,J BIOMED OPT,2.556
RELIABILITY ENGINEERING & SYSTEM SAFETY,RELIAB ENG SYST SAFE,2.498
LASER PHYSICS LETTERS,LASER PHYS LETT,2.391
OPTICS AND LASERS IN ENGINEERING,OPT LASER ENG,2.319
IEEE Transactions on Terahertz Science and Technology,IEEE T THZ SCI TECHN,2.298
TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,TRANSPORT RES E-LOG,2.279
TECHNOVATION,TECHNOVATION,2.243
JOURNAL OF MANUFACTURING SYSTEMS,J MANUF SYST,2.24
Journal of Optical Communications and Networking,J OPT COMMUN NETW,2.183
OPTICAL MATERIALS,OPT MATER,2.183
IEEE Photonics Journal,IEEE PHOTONICS J,2.177
Leukos,LEUKOS,2.167
SAFETY SCIENCE,SAFETY SCI,2.157
IEEE Systems Journal,IEEE SYST J,2.114
MATHEMATICAL PROGRAMMING,MATH PROGRAM,2.062
COMPUTERS & OPERATIONS RESEARCH,COMPUT OPER RES,1.988
M&SOM-Manufacturing & Service Operations Management,M&SOM-MANUF SERV OP,1.966
INTERNATIONAL JOURNAL OF SYSTEMS SCIENCE,INT J SYST SCI,1.947
IEEE PHOTONICS TECHNOLOGY LETTERS,IEEE PHOTONIC TECH L,1.945
Journal of Display Technology,J DISP TECHNOL,1.925
SYSTEMS & CONTROL LETTERS,SYST CONTROL LETT,1.908
DISPLAYS,DISPLAYS,1.903
Chinese Optics Letters,CHIN OPT LETT,1.899
OPTICS AND LASER TECHNOLOGY,OPT LASER TECHNOL,1.879
JOURNAL OF SYNCHROTRON RADIATION,J SYNCHROTRON RADIAT,1.877
Flexible Services and Manufacturing Journal,FLEX SERV MANUF J,1.857
Journal of Infrared Millimeter and Terahertz Waves,J INFRARED MILLIM TE,1.851
Journal of Optics,J OPTICS-UK,1.847
IEEE JOURNAL OF QUANTUM ELECTRONICS,IEEE J QUANTUM ELECT,1.843
JOURNAL OF PHYSICS B-ATOMIC MOLECULAR AND OPTICAL PHYSICS,J PHYS B-AT MOL OPT,1.833
APPLIED PHYSICS B-LASERS AND OPTICS,APPL PHYS B-LASERS O,1.785
OPERATIONS RESEARCH,OPER RES,1.777
IMAGE AND VISION COMPUTING,IMAGE VISION COMPUT,1.766
PRODUCTION AND OPERATIONS MANAGEMENT,PROD OPER MANAG,1.732
JOURNAL OF THE OPTICAL SOCIETY OF AMERICA B-OPTICAL PHYSICS,J OPT SOC AM B,1.731
INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH,INT J PROD RES,1.693
Lighting Research & Technology,LIGHTING RES TECHNOL,1.667
OPTO-ELECTRONICS REVIEW,OPTO-ELECTRON REV,1.611
OPTICAL FIBER TECHNOLOGY,OPT FIBER TECHNOL,1.6
APPLIED OPTICS,APPL OPTICS,1.598
INFRARED PHYSICS & TECHNOLOGY,INFRARED PHYS TECHN,1.588
JOURNAL OF QUALITY TECHNOLOGY,J QUAL TECHNOL,1.578
PRODUCTION PLANNING & CONTROL,PROD PLAN CONTROL,1.532
Journal of Photonics for Energy,J PHOTON ENERGY,1.527
Photonics and Nanostructures-Fundamentals and Applications,PHOTONIC NANOSTRUCT,1.505
Journal of Nanophotonics,J NANOPHOTONICS,1.488
OPTICS COMMUNICATIONS,OPT COMMUN,1.48
IIE TRANSACTIONS,IIE TRANS,1.463
JOURNAL OF THE OPTICAL SOCIETY OF AMERICA A-OPTICS IMAGE SCIENCE AND VISION,J OPT SOC AM A,1.457
QUALITY AND RELIABILITY ENGINEERING INTERNATIONAL,QUAL RELIAB ENG INT,1.457
COMPUTATIONAL OPTIMIZATION AND APPLICATIONS,COMPUT OPTIM APPL,1.444
ANNALS OF OPERATIONS RESEARCH,ANN OPER RES,1.406
MATHEMATICS OF OPERATIONS RESEARCH,MATH OPER RES,1.406
Progress in Optics,PROG OPTICS,1.4
OR SPECTRUM,OR SPECTRUM,1.395
ENGINEERING OPTIMIZATION,ENG OPTIMIZ,1.38
4OR-A Quarterly Journal of Operations Research,4OR-Q J OPER RES,1.371
Journal of Micro-Nanolithography MEMS and MOEMS,J MICRO-NANOLITH MEM,1.335
INTERNATIONAL JOURNAL OF COMPUTER INTEGRATED MANUFACTURING,INT J COMPUT INTEG M,1.319
OPTICAL AND QUANTUM ELECTRONICS,OPT QUANT ELECTRON,1.29
MICROELECTRONIC ENGINEERING,MICROELECTRON ENG,1.277
DISCRETE EVENT DYNAMIC SYSTEMS-THEORY AND APPLICATIONS,DISCRETE EVENT DYN S,1.268
JOURNAL OF MODERN OPTICS,J MOD OPTIC,1.267
International Transactions in Operational Research,INT T OPER RES,1.255
INFORMS JOURNAL ON COMPUTING,INFORMS J COMPUT,1.246
INTERNATIONAL JOURNAL OF PHOTOENERGY,INT J PHOTOENERGY,1.226
JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,J OPER RES SOC,1.225
JOURNAL OF GLOBAL OPTIMIZATION,J GLOBAL OPTIM,1.219
EUROPEAN PHYSICAL JOURNAL D,EUR PHYS J D,1.208
ENGINEERING ECONOMIST,ENG ECON,1.207
Journal of the European Optical Society-Rapid Publications,J EUR OPT SOC-RAPID,1.199
INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY & DECISION MAKING,INT J INF TECH DECIS,1.183
Journal of Simulation,J SIMUL,1.164
JOURNAL OF OPTIMIZATION THEORY AND APPLICATIONS,J OPTIMIZ THEORY APP,1.16
Optical Switching and Networking,OPT SWITCH NETW,1.137
Journal of X-Ray Science and Technology,J X-RAY SCI TECHNOL,1.111
LASER PHYSICS,LASER PHYS,1.102
OPTIMAL CONTROL APPLICATIONS & METHODS,OPTIM CONTR APPL MET,1.097
JOURNAL OF LASER APPLICATIONS,J LASER APPL,1.078
Proceedings of the Institution of Mechanical Engineers Part O-Journal of Risk and Reliability,P I MECH ENG O-J RIS,1.073
Journal of Innovative Optical Health Sciences,J INNOV OPT HEAL SCI,1.033
JOURNAL OF SCHEDULING,J SCHEDULING,1.023
CONCURRENT ENGINEERING-RESEARCH AND APPLICATIONS,CONCURRENT ENG-RES A,1.02
Optimization Letters,OPTIM LETT,1.019
OPTICAL ENGINEERING,OPT ENG,0.984
Central European Journal of Operations Research,CENT EUR J OPER RES,0.978
Systems Engineering,SYSTEMS ENG,0.956
NETWORKS,NETWORKS,0.943
Top,TOP,0.927
Memetic Computing,MEMET COMPUT,0.9
OPTIMIZATION AND ENGINEERING,OPTIM ENG,0.9
Discrete Optimization,DISCRETE OPTIM,0.889
IMA Journal of Management Mathematics,IMA J MANAG MATH,0.878
QUEUEING SYSTEMS,QUEUEING SYST,0.875
INTERNATIONAL JOURNAL OF TECHNOLOGY MANAGEMENT,INT J TECHNOL MANAGE,0.867
OPTIMIZATION METHODS & SOFTWARE,OPTIM METHOD SOFTW,0.841
Journal of the Optical Society of Korea,J OPT SOC KOREA,0.827
OPTIMIZATION,OPTIMIZATION,0.822
Journal of Systems Science and Systems Engineering,J SYST SCI SYST ENG,0.804
JOURNAL OF RUSSIAN LASER RESEARCH,J RUSS LASER RES,0.8
SOCIO-ECONOMIC PLANNING SCIENCES,SOCIO-ECON PLAN SCI,0.796
NAVAL RESEARCH LOGISTICS,NAV RES LOG,0.787
Ukrainian Journal of Physical Optics,UKR J PHYS OPT,0.783
Journal of Industrial and Management Optimization,J IND MANAG OPTIM,0.776
Journal of Laser Micro Nanoengineering,J LASER MICRO NANOEN,0.759
OPTIK,OPTIK,0.742
Studies in Informatics and Control,STUD INFORM CONTROL,0.723
European Journal of Industrial Engineering,EUR J IND ENG,0.718
OPTICS AND SPECTROSCOPY,OPT SPECTROSC+,0.644
OPTICA APPLICATA,OPT APPL,0.637
INTERFACES,INTERFACES,0.631
International Journal of Optomechatronics,INT J OPTOMECHATRONI,0.627
OPERATIONS RESEARCH LETTERS,OPER RES LETT,0.627
Quality Technology and Quantitative Management,QUAL TECHNOL QUANT M,0.627
Journal of the Society for Information Display,J SOC INF DISPLAY,0.619
JOURNAL OF ELECTRONIC IMAGING,J ELECTRON IMAGING,0.616
JOURNAL OF NONLINEAR OPTICAL PHYSICS & MATERIALS,J NONLINEAR OPT PHYS,0.616
Operational Research,OPER RES-GER,0.6
APPLIED STOCHASTIC MODELS IN BUSINESS AND INDUSTRY,APPL STOCH MODEL BUS,0.574
INTERNATIONAL JOURNAL OF IMAGING SYSTEMS AND TECHNOLOGY,INT J IMAG SYST TECH,0.571
IET Optoelectronics,IET OPTOELECTRON,0.559
PHOTONIC NETWORK COMMUNICATIONS,PHOTONIC NETW COMMUN,0.557
MICROWAVE AND OPTICAL TECHNOLOGY LETTERS,MICROW OPT TECHN LET,0.545
MATHEMATICAL METHODS OF OPERATIONS RESEARCH,MATH METHOD OPER RES,0.526
JOURNAL OF OPTICAL TECHNOLOGY,J OPT TECHNOL+,0.505
OPTICAL REVIEW,OPT REV,0.496
Journal of Systems Engineering and Electronics,J SYST ENG ELECTRON,0.468
ASIA-PACIFIC JOURNAL OF OPERATIONAL RESEARCH,ASIA PAC J OPER RES,0.425
SORT-Statistics and Operations Research Transactions,SORT-STAT OPER RES T,0.414
Optoelectronics and Advanced Materials-Rapid Communications,OPTOELECTRON ADV MAT,0.412
PROBABILITY IN THE ENGINEERING AND INFORMATIONAL SCIENCES,PROBAB ENG INFORM SC,0.39
JOURNAL OF OPTOELECTRONICS AND ADVANCED MATERIALS,J OPTOELECTRON ADV M,0.383
FIBER AND INTEGRATED OPTICS,FIBER INTEGRATED OPT,0.373
RAIRO-OPERATIONS RESEARCH,RAIRO-OPER RES,0.358
Pacific Journal of Optimization,PAC J OPTIM,0.307
JOURNAL OF INFRARED AND MILLIMETER WAVES,J INFRARED MILLIM W,0.266
LASER FOCUS WORLD,LASER FOCUS WORLD,0.155
LASERS IN ENGINEERING,LASER ENG,0.153
PHOTONICS SPECTRA,PHOTONIC SPECTRA,0.1
INFOR,INFOR,0.095
Light & Engineering,LIGHT ENG,0.082
