nfull,nabb,if
BIORHEOLOGY,BIORHEOLOGY,0.981
Molecular & Cellular Biomechanics,MOL CELL BIOMECH,0.962
Tissue Engineering and Regenerative Medicine,TISSUE ENG REGEN MED,0.941
Journal of Applied Biomaterials & Functional Materials,J APPL BIOMATER FUNC,0.934
Biocybernetics and Biomedical Engineering,BIOCYBERN BIOMED ENG,0.808
Journal of Mechanics in Medicine and Biology,J MECH MED BIOL,0.797
Acta of Bioengineering and Biomechanics,ACTA BIOENG BIOMECH,0.767
Applied Bionics and Biomechanics,APPL BIONICS BIOMECH,0.703
TECHNOLOGY AND HEALTH CARE,TECHNOL HEALTH CARE,0.678
AUSTRALASIAN PHYSICAL & ENGINEERING SCIENCES IN MEDICINE,AUSTRALAS PHYS ENG S,0.676
IRBM,IRBM,0.628
IEEE Pulse,IEEE PULSE,0.558
Bioinspired Biomimetic and Nanobiomaterials,BIOINSPIR BIOMIM NAN,0.523
Journal of Medical Devices-Transactions of the ASME,J MED DEVICES,0.45
Journal of Hard Tissue Biology,J HARD TISSUE BIOL,0.424
Journal of Vibroengineering,J VIBROENG,0.384
ISOKINETICS AND EXERCISE SCIENCE,ISOKINET EXERC SCI,0.357
