nfull,nabb,if
JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,J OPER RES SOC,1.225
Iranian Journal of Basic Medical Sciences,IRAN J BASIC MED SCI,1.22
JOURNAL OF GLOBAL OPTIMIZATION,J GLOBAL OPTIM,1.219
ACTA PHARMACEUTICA,ACTA PHARMACEUT,1.212
ENGINEERING ECONOMIST,ENG ECON,1.207
AMERICAN JOURNAL OF PHARMACEUTICAL EDUCATION,AM J PHARM EDUC,1.196
DRUGS OF TODAY,DRUG TODAY,1.186
INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY & DECISION MAKING,INT J INF TECH DECIS,1.183
Journal of Simulation,J SIMUL,1.164
FARMACIA,FARMACIA,1.162
JOURNAL OF OPTIMIZATION THEORY AND APPLICATIONS,J OPTIMIZ THEORY APP,1.16
AMERICAN JOURNAL OF THERAPEUTICS,AM J THER,1.132
INTERNATIONAL JOURNAL OF CLINICAL PHARMACOLOGY AND THERAPEUTICS,INT J CLIN PHARM TH,1.129
OPTIMAL CONTROL APPLICATIONS & METHODS,OPTIM CONTR APPL MET,1.097
Journal of Global Antimicrobial Resistance,J GLOB ANTIMICROB RE,1.087
INTERNATIONAL JOURNAL OF TOXICOLOGY,INT J TOXICOL,1.077
Proceedings of the Institution of Mechanical Engineers Part O-Journal of Risk and Reliability,P I MECH ENG O-J RIS,1.073
COMBINATORIAL CHEMISTRY & HIGH THROUGHPUT SCREENING,COMB CHEM HIGH T SCR,1.041
JOURNAL OF SCHEDULING,J SCHEDULING,1.023
CONCURRENT ENGINEERING-RESEARCH AND APPLICATIONS,CONCURRENT ENG-RES A,1.02
Optimization Letters,OPTIM LETT,1.019
Revista Espanola de Quimioterapia,REV ESP QUIM,1.014
JOURNAL OF ASIAN NATURAL PRODUCTS RESEARCH,J ASIAN NAT PROD RES,1.009
Annual Reports in Medicinal Chemistry,ANNU REP MED CHEM,1
Personalized Medicine,PERS MED,1
CHEMOTHERAPY,CHEMOTHERAPY,0.992
DRUG DEVELOPMENT RESEARCH,DRUG DEVELOP RES,0.984
Central European Journal of Operations Research,CENT EUR J OPER RES,0.978
MEDICAL LETTER ON DRUGS AND THERAPEUTICS,MED LETT DRUGS THER,0.962
Revista Brasileira de Farmacognosia-Brazilian Journal of Pharmacognosy,REV BRAS FARMACOGN,0.956
Systems Engineering,SYSTEMS ENG,0.956
NETWORKS,NETWORKS,0.943
Top,TOP,0.927
Memetic Computing,MEMET COMPUT,0.9
OPTIMIZATION AND ENGINEERING,OPTIM ENG,0.9
Discrete Optimization,DISCRETE OPTIM,0.889
Current Pharmaceutical Analysis,CURR PHARM ANAL,0.885
Journal of Biopharmaceutical Statistics,J BIOPHARM STAT,0.882
IMA Journal of Management Mathematics,IMA J MANAG MATH,0.878
ACTA POLONIAE PHARMACEUTICA,ACTA POL PHARM,0.877
QUEUEING SYSTEMS,QUEUEING SYST,0.875
INTERNATIONAL JOURNAL OF TECHNOLOGY MANAGEMENT,INT J TECHNOL MANAGE,0.867
OPTIMIZATION METHODS & SOFTWARE,OPTIM METHOD SOFTW,0.841
OPTIMIZATION,OPTIMIZATION,0.822
Journal of Systems Science and Systems Engineering,J SYST SCI SYST ENG,0.804
SOCIO-ECONOMIC PLANNING SCIENCES,SOCIO-ECON PLAN SCI,0.796
NAVAL RESEARCH LOGISTICS,NAV RES LOG,0.787
Journal of Industrial and Management Optimization,J IND MANAG OPTIM,0.776
THERAPIE,THERAPIE,0.776
INDIAN JOURNAL OF PHARMACEUTICAL SCIENCES,INDIAN J PHARM SCI,0.762
Studies in Informatics and Control,STUD INFORM CONTROL,0.723
European Journal of Industrial Engineering,EUR J IND ENG,0.718
ZEITSCHRIFT FUR NATURFORSCHUNG SECTION C-A JOURNAL OF BIOSCIENCES,Z NATURFORSCH C,0.709
Bangladesh Journal of Pharmacology,BANGL J PHARMACOL,0.671
INTERFACES,INTERFACES,0.631
OPERATIONS RESEARCH LETTERS,OPER RES LETT,0.627
Quality Technology and Quantitative Management,QUAL TECHNOL QUANT M,0.627
JOURNAL OF DRUG DELIVERY SCIENCE AND TECHNOLOGY,J DRUG DELIV SCI TEC,0.62
Operational Research,OPER RES-GER,0.6
INDIAN JOURNAL OF PHARMACOLOGY,INDIAN J PHARMACOL,0.599
Pakistan Journal of Pharmaceutical Sciences,PAK J PHARM SCI,0.581
FOOD AND DRUG LAW JOURNAL,FOOD DRUG LAW J,0.578
APPLIED STOCHASTIC MODELS IN BUSINESS AND INDUSTRY,APPL STOCH MODEL BUS,0.574
TROPICAL JOURNAL OF PHARMACEUTICAL RESEARCH,TROP J PHARM RES,0.543
International Journal of Pharmacology,INT J PHARMACOL,0.536
MATHEMATICAL METHODS OF OPERATIONS RESEARCH,MATH METHOD OPER RES,0.526
Therapeutic Innovation & Regulatory Science,THER INNOV REGUL SCI,0.511
Brazilian Journal of Pharmaceutical Sciences,BRAZ J PHARM SCI,0.485
Journal of Systems Engineering and Electronics,J SYST ENG ELECTRON,0.468
Expert Opinion on Orphan Drugs,EXPERT OPIN ORPHAN D,0.464
PHARMACEUTICAL CHEMISTRY JOURNAL,PHARM CHEM J+,0.461
European Journal of Hospital Pharmacy-Science and Practice,EUR J HOSP PHARM-S P,0.432
ASIA-PACIFIC JOURNAL OF OPERATIONAL RESEARCH,ASIA PAC J OPER RES,0.425
SORT-Statistics and Operations Research Transactions,SORT-STAT OPER RES T,0.414
PROBABILITY IN THE ENGINEERING AND INFORMATIONAL SCIENCES,PROBAB ENG INFORM SC,0.39
DISSOLUTION TECHNOLOGIES,DISSOLUT TECHNOL,0.375
RAIRO-OPERATIONS RESEARCH,RAIRO-OPER RES,0.358
Latin American Journal of Pharmacy,LAT AM J PHARM,0.329
Pacific Journal of Optimization,PAC J OPTIM,0.307
Journal of Managed Care & Specialty Pharmacy,J MANAG CARE SPEC PH,0.301
Boletin Latinoamericano y del Caribe de Plantas Medicinales y Aromaticas,B LATINOAM CARIBE PL,0.297
Current Topics in Nutraceutical Research,CURR TOP NUTRACEUT R,0.186
BIOPHARM INTERNATIONAL,BIOPHARM INT,0.181
YAKUGAKU ZASSHI-JOURNAL OF THE PHARMACEUTICAL SOCIETY OF JAPAN,YAKUGAKU ZASSHI,0.161
Indian Journal of Pharmaceutical Education and Research,INDIAN J PHARM EDUC,0.109
DRUGS OF THE FUTURE,DRUG FUTURE,0.103
INFOR,INFOR,0.095
