nfull,nabb,if
INTERNATIONAL JOURNAL OF EXPERIMENTAL PATHOLOGY,INT J EXP PATHOL,2.125
VETERINARY PATHOLOGY,VET PATHOL,2.12
IEEE Systems Journal,IEEE SYST J,2.114
MATHEMATICAL PROGRAMMING,MATH PROGRAM,2.062
TISSUE ANTIGENS,TISSUE ANTIGENS,2.046
COMPUTERS & OPERATIONS RESEARCH,COMPUT OPER RES,1.988
M&SOM-Manufacturing & Service Operations Management,M&SOM-MANUF SERV OP,1.966
SCIENCE & JUSTICE,SCI JUSTICE,1.959
SEMINARS IN DIAGNOSTIC PATHOLOGY,SEMIN DIAGN PATHOL,1.956
INTERNATIONAL JOURNAL OF SYSTEMS SCIENCE,INT J SYST SCI,1.947
PATHOLOGY & ONCOLOGY RESEARCH,PATHOL ONCOL RES,1.94
APMIS,APMIS,1.933
SYSTEMS & CONTROL LETTERS,SYST CONTROL LETT,1.908
Forensic Science Medicine and Pathology,FORENSIC SCI MED PAT,1.896
Diagnostic Pathology,DIAGN PATHOL,1.895
HISTOLOGY AND HISTOPATHOLOGY,HISTOL HISTOPATHOL,1.875
JOURNAL OF ORAL PATHOLOGY & MEDICINE,J ORAL PATHOL MED,1.859
Flexible Services and Manufacturing Journal,FLEX SERV MANUF J,1.857
ENDOCRINE PATHOLOGY,ENDOCR PATHOL,1.817
OPERATIONS RESEARCH,OPER RES,1.777
CYTOPATHOLOGY,CYTOPATHOLOGY,1.761
PATHOBIOLOGY,PATHOBIOLOGY,1.732
PRODUCTION AND OPERATIONS MANAGEMENT,PROD OPER MANAG,1.732
EXPERIMENTAL AND TOXICOLOGIC PATHOLOGY,EXP TOXICOL PATHOL,1.716
INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH,INT J PROD RES,1.693
International Journal of Clinical and Experimental Pathology,INT J CLIN EXP PATHO,1.581
JOURNAL OF QUALITY TECHNOLOGY,J QUAL TECHNOL,1.578
NEUROPATHOLOGY,NEUROPATHOLOGY,1.556
APPLIED IMMUNOHISTOCHEMISTRY & MOLECULAR MORPHOLOGY,APPL IMMUNOHISTO M M,1.553
PRODUCTION PLANNING & CONTROL,PROD PLAN CONTROL,1.532
DIAGNOSTIC MOLECULAR PATHOLOGY,DIAGN MOL PATHOL,1.474
Medical Molecular Morphology,MED MOL MORPHOL,1.471
INTERNATIONAL JOURNAL OF IMMUNOPATHOLOGY AND PHARMACOLOGY,INT J IMMUNOPATH PH,1.47
IIE TRANSACTIONS,IIE TRANS,1.463
QUALITY AND RELIABILITY ENGINEERING INTERNATIONAL,QUAL RELIAB ENG INT,1.457
COMPUTATIONAL OPTIMIZATION AND APPLICATIONS,COMPUT OPTIM APPL,1.444
INTERNATIONAL JOURNAL OF GYNECOLOGICAL PATHOLOGY,INT J GYNECOL PATHOL,1.437
PATHOLOGY INTERNATIONAL,PATHOL INT,1.425
JOURNAL OF CUTANEOUS PATHOLOGY,J CUTAN PATHOL,1.409
ANNALS OF OPERATIONS RESEARCH,ANN OPER RES,1.406
MATHEMATICS OF OPERATIONS RESEARCH,MATH OPER RES,1.406
OR SPECTRUM,OR SPECTRUM,1.395
PATHOLOGY RESEARCH AND PRACTICE,PATHOL RES PRACT,1.388
ENGINEERING OPTIMIZATION,ENG OPTIMIZ,1.38
4OR-A Quarterly Journal of Operations Research,4OR-Q J OPER RES,1.371
INTERNATIONAL JOURNAL OF COMPUTER INTEGRATED MANUFACTURING,INT J COMPUT INTEG M,1.319
DISCRETE EVENT DYNAMIC SYSTEMS-THEORY AND APPLICATIONS,DISCRETE EVENT DYN S,1.268
CLINICAL NEUROPATHOLOGY,CLIN NEUROPATHOL,1.267
International Transactions in Operational Research,INT T OPER RES,1.255
INFORMS JOURNAL ON COMPUTING,INFORMS J COMPUT,1.246
POLISH JOURNAL OF PATHOLOGY,POL J PATHOL,1.24
FOLIA NEUROPATHOLOGICA,FOLIA NEUROPATHOL,1.233
JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,J OPER RES SOC,1.225
JOURNAL OF GLOBAL OPTIMIZATION,J GLOBAL OPTIM,1.219
ENGINEERING ECONOMIST,ENG ECON,1.207
Brain Tumor Pathology,BRAIN TUMOR PATHOL,1.202
INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY & DECISION MAKING,INT J INF TECH DECIS,1.183
JOURNAL OF COMPARATIVE PATHOLOGY,J COMP PATHOL,1.173
Journal of Simulation,J SIMUL,1.164
JOURNAL OF OPTIMIZATION THEORY AND APPLICATIONS,J OPTIMIZ THEORY APP,1.16
OPTIMAL CONTROL APPLICATIONS & METHODS,OPTIM CONTR APPL MET,1.097
Proceedings of the Institution of Mechanical Engineers Part O-Journal of Risk and Reliability,P I MECH ENG O-J RIS,1.073
JOURNAL OF SCHEDULING,J SCHEDULING,1.023
Annals of Diagnostic Pathology,ANN DIAGN PATHOL,1.022
CONCURRENT ENGINEERING-RESEARCH AND APPLICATIONS,CONCURRENT ENG-RES A,1.02
Optimization Letters,OPTIM LETT,1.019
PATHOLOGIE BIOLOGIE,PATHOL BIOL,1.009
DIAGNOSTIC CYTOPATHOLOGY,DIAGN CYTOPATHOL,0.98
Central European Journal of Operations Research,CENT EUR J OPER RES,0.978
CytoJournal,CYTOJOURNAL,0.962
Systems Engineering,SYSTEMS ENG,0.956
NETWORKS,NETWORKS,0.943
Top,TOP,0.927
Memetic Computing,MEMET COMPUT,0.9
OPTIMIZATION AND ENGINEERING,OPTIM ENG,0.9
Discrete Optimization,DISCRETE OPTIM,0.889
IMA Journal of Management Mathematics,IMA J MANAG MATH,0.878
QUEUEING SYSTEMS,QUEUEING SYST,0.875
INTERNATIONAL JOURNAL OF TECHNOLOGY MANAGEMENT,INT J TECHNOL MANAGE,0.867
Journal of Toxicologic Pathology,J TOXICOL PATHOL,0.848
OPTIMIZATION METHODS & SOFTWARE,OPTIM METHOD SOFTW,0.841
LEPROSY REVIEW,LEPROSY REV,0.831
ULTRASTRUCTURAL PATHOLOGY,ULTRASTRUCT PATHOL,0.828
OPTIMIZATION,OPTIMIZATION,0.822
Journal of Systems Science and Systems Engineering,J SYST SCI SYST ENG,0.804
SOCIO-ECONOMIC PLANNING SCIENCES,SOCIO-ECON PLAN SCI,0.796
AMERICAN JOURNAL OF FORENSIC MEDICINE AND PATHOLOGY,AM J FOREN MED PATH,0.795
International Journal of Paleopathology,INT J PALEOPATHOL,0.788
NAVAL RESEARCH LOGISTICS,NAV RES LOG,0.787
INTERNATIONAL JOURNAL OF SURGICAL PATHOLOGY,INT J SURG PATHOL,0.782
PEDIATRIC AND DEVELOPMENTAL PATHOLOGY,PEDIATR DEVEL PATHOL,0.777
Journal of Industrial and Management Optimization,J IND MANAG OPTIM,0.776
Malaysian Journal of Pathology,MALAYS J PATHOL,0.754
Studies in Informatics and Control,STUD INFORM CONTROL,0.723
European Journal of Industrial Engineering,EUR J IND ENG,0.718
INTERFACES,INTERFACES,0.631
OPERATIONS RESEARCH LETTERS,OPER RES LETT,0.627
Quality Technology and Quantitative Management,QUAL TECHNOL QUANT M,0.627
Operational Research,OPER RES-GER,0.6
APPLIED STOCHASTIC MODELS IN BUSINESS AND INDUSTRY,APPL STOCH MODEL BUS,0.574
PATHOLOGE,PATHOLOGE,0.54
MATHEMATICAL METHODS OF OPERATIONS RESEARCH,MATH METHOD OPER RES,0.526
Indian Journal of Pathology and Microbiology,INDIAN J PATHOL MICR,0.522
Fetal and Pediatric Pathology,FETAL PEDIATR PATHOL,0.514
Journal of Systems Engineering and Electronics,J SYST ENG ELECTRON,0.468
Analytical Cellular Pathology,ANAL CELL PATHOL,0.459
ASIA-PACIFIC JOURNAL OF OPERATIONAL RESEARCH,ASIA PAC J OPER RES,0.425
SORT-Statistics and Operations Research Transactions,SORT-STAT OPER RES T,0.414
ANNALES DE PATHOLOGIE,ANN PATHOL,0.402
PROBABILITY IN THE ENGINEERING AND INFORMATIONAL SCIENCES,PROBAB ENG INFORM SC,0.39
RAIRO-OPERATIONS RESEARCH,RAIRO-OPER RES,0.358
Pacific Journal of Optimization,PAC J OPTIM,0.307
Journal of Hematopathology,J HEMATOP,0.138
Medecine Nucleaire-Imagerie Fonctionnelle et Metabolique,MED NUCL,0.131
INFOR,INFOR,0.095
