nfull,nabb,if
ALGEBRA UNIVERSALIS,ALGEBR UNIV,0.344
DIFFERENTIAL EQUATIONS,DIFF EQUAT+,0.344
Revista de la Union Matematica Argentina,REV UNION MAT ARGENT,0.344
COMPUTATIONAL COMPLEXITY,COMPUT COMPLEX,0.342
Miskolc Mathematical Notes,MISKOLC MATH NOTES,0.335
COLLOQUIUM MATHEMATICUM,COLLOQ MATH-WARSAW,0.333
Electronic Research Announcements in Mathematical Sciences,ELECTRON RES ANNOUNC,0.333
Journal of the Ramanujan Mathematical Society,J RAMANUJAN MATH SOC,0.333
STUDIA SCIENTIARUM MATHEMATICARUM HUNGARICA,STUD SCI MATH HUNG,0.333
OSAKA JOURNAL OF MATHEMATICS,OSAKA J MATH,0.33
Hokkaido Mathematical Journal,HOKKAIDO MATH J,0.325
Mathematical Communications,MATH COMMUN,0.316
Lithuanian Mathematical Journal,LITH MATH J,0.314
BULLETIN OF THE BRAZILIAN MATHEMATICAL SOCIETY,B BRAZ MATH SOC,0.3
Advances in Difference Equations,ADV DIFFER EQU-NY,0.297
Bulletin of the Korean Mathematical Society,B KOREAN MATH SOC,0.297
Journal de Theorie des Nombres de Bordeaux,J THEOR NOMBR BORDX,0.294
PROCEEDINGS OF THE JAPAN ACADEMY SERIES A-MATHEMATICAL SCIENCES,P JPN ACAD A-MATH,0.286
Periodica Mathematica Hungarica,PERIOD MATH HUNG,0.286
CZECHOSLOVAK MATHEMATICAL JOURNAL,CZECH MATH J,0.284
Bulletin of the Iranian Mathematical Society,B IRAN MATH SOC,0.283
Hacettepe Journal of Mathematics and Statistics,HACET J MATH STAT,0.277
HOUSTON JOURNAL OF MATHEMATICS,HOUSTON J MATH,0.273
Reports on Mathematical Logic,REP MATH LOGIC,0.273
ARS COMBINATORIA,ARS COMBINATORIA,0.265
PROCEEDINGS OF THE INDIAN ACADEMY OF SCIENCES-MATHEMATICAL SCIENCES,P INDIAN AS-MATH SCI,0.26
ALGEBRA COLLOQUIUM,ALGEBR COLLOQ,0.252
MATHEMATICAL INTELLIGENCER,MATH INTELL,0.234
INDIAN JOURNAL OF PURE & APPLIED MATHEMATICS,INDIAN J PURE AP MAT,0.233
Journal of Contemporary Mathematical Analysis-Armenian Academy of Sciences,J CONTEMP MATH ANAL+,0.232
Analysis Mathematica,ANAL MATH,0.225
DYNAMIC SYSTEMS AND APPLICATIONS,DYNAM SYST APPL,0.213
Ukrainian Mathematical Journal,UKR MATH J+,0.189
Kodai Mathematical Journal,KODAI MATH J,0.178
Tokyo Journal of Mathematics,TOKYO J MATH,0.172
MATHEMATICAL LOGIC QUARTERLY,MATH LOGIC QUART,0.165
Mathematical Reports,MATH REP,0.152
Open Mathematics,OPEN MATH,Not Available
