nfull,nabb,if
ACM Transactions on Sensor Networks,ACM T SENSOR NETWORK,1.448
Computer Networks,COMPUT NETW,1.446
Progress in Electromagnetics Research-PIER,PROG ELECTROMAGN RES,1.315
IETE TECHNICAL REVIEW,IETE TECH REV,1.304
Transactions on Emerging Telecommunications Technologies,T EMERG TELECOMMUN T,1.295
IEEE COMMUNICATIONS LETTERS,IEEE COMMUN LETT,1.291
RADIO SCIENCE,RADIO SCI,1.273
IEEE Access,IEEE ACCESS,1.27
BELL LABS TECHNICAL JOURNAL,BELL LABS TECH J,1.2
IEEE TRANSACTIONS ON ELECTROMAGNETIC COMPATIBILITY,IEEE T ELECTROMAGN C,1.146
Optical Switching and Networking,OPT SWITCH NETW,1.137
IEEE TRANSACTIONS ON CONSUMER ELECTRONICS,IEEE T CONSUM ELECTR,1.12
IET Radar Sonar and Navigation,IET RADAR SONAR NAV,1.099
INTERNATIONAL JOURNAL OF COMMUNICATION SYSTEMS,INT J COMMUN SYST,1.099
Journal of Network and Systems Management,J NETW SYST MANAG,1.078
IT Professional,IT PROF,1.067
WIRELESS NETWORKS,WIREL NETW,1.006
Peer-to-Peer Networking and Applications,PEER PEER NETW APPL,1
TELECOMMUNICATIONS POLICY,TELECOMMUN POLICY,0.982
Navigation-Journal of the Institute of Navigation,NAVIGATION-US,0.979
WIRELESS COMMUNICATIONS & MOBILE COMPUTING,WIREL COMMUN MOB COM,0.922
JOURNAL OF COMMUNICATIONS AND NETWORKS,J COMMUN NETW-S KOR,0.92
International Journal of Distributed Sensor Networks,INT J DISTRIB SENS N,0.906
Journal of Ambient Intelligence and Humanized Computing,J AMB INTEL HUM COMP,0.835
TELECOMMUNICATION SYSTEMS,TELECOMMUN SYST,0.822
IET Microwaves Antennas & Propagation,IET MICROW ANTENNA P,0.817
ETRI JOURNAL,ETRI J,0.809
Security and Communication Networks,SECUR COMMUN NETW,0.806
Physical Communication,PHYS COMMUN-AMST,0.802
AEU-INTERNATIONAL JOURNAL OF ELECTRONICS AND COMMUNICATIONS,AEU-INT J ELECTRON C,0.786
International Journal of Antennas and Propagation,INT J ANTENN PROPAG,0.75
Annals of Telecommunications-Annales des Telecommunications,ANN TELECOMMUN,0.722
Journal of Ambient Intelligence and Smart Environments,J AMB INTEL SMART EN,0.707
WIRELESS PERSONAL COMMUNICATIONS,WIRELESS PERS COMMUN,0.701
INTERNATIONAL JOURNAL OF SATELLITE COMMUNICATIONS AND NETWORKING,INT J SATELL COMM N,0.7
International Journal of Network Management,INT J NETW MANAG,0.681
EURASIP Journal on Wireless Communications and Networking,EURASIP J WIREL COMM,0.627
Ad Hoc & Sensor Wireless Networks,AD HOC SENS WIREL NE,0.587
IET Optoelectronics,IET OPTOELECTRON,0.559
PHOTONIC NETWORK COMMUNICATIONS,PHOTONIC NETW COMMUN,0.557
Journal of Internet Technology,J INTERNET TECHNOL,0.533
International Journal of Ad Hoc and Ubiquitous Computing,INT J AD HOC UBIQ CO,0.489
International Journal of Microwave and Wireless Technologies,INT J MICROW WIREL T,0.472
International Journal of Sensor Networks,INT J SENS NETW,0.454
China Communications,CHINA COMMUN,0.424
APPLIED COMPUTATIONAL ELECTROMAGNETICS SOCIETY JOURNAL,APPL COMPUT ELECTROM,0.389
KSII Transactions on Internet and Information Systems,KSII T INTERNET INF,0.365
JOURNAL OF COMMUNICATIONS TECHNOLOGY AND ELECTRONICS,J COMMUN TECHNOL EL+,0.331
IEICE TRANSACTIONS ON COMMUNICATIONS,IEICE T COMMUN,0.3
IETE JOURNAL OF RESEARCH,IETE J RES,0.284
MICROWAVE JOURNAL,MICROWAVE J,0.167
ELECTRONICS WORLD,ELECTRON WORLD,0.027
Journal of the Institute of Telecommunications Professionals,J I TELECOMMUN PROF,0.021
